Sexo y nivel de estudios;País;Indicador;periodo;Total
Primera etapa de Educación Secundaria e inferior;Estonia;En porcentaje del total de empleo de cada colectivo;2019;..
Primera etapa de Educación Secundaria e inferior;Estonia;En porcentaje del total de empleo de cada colectivo;2018;..
Primera etapa de Educación Secundaria e inferior;Estonia;En porcentaje del total de empleo de cada colectivo;2017;..
Primera etapa de Educación Secundaria e inferior;Estonia;En porcentaje del total de empleo de cada colectivo;2016;..
Primera etapa de Educación Secundaria e inferior;Estonia;En porcentaje del total de empleo de cada colectivo;2015;..
Primera etapa de Educación Secundaria e inferior;Estonia;En porcentaje del total de empleo de cada colectivo;2014;..
Primera etapa de Educación Secundaria e inferior;Estonia;En porcentaje del total de empleo de cada colectivo;2013;..
Primera etapa de Educación Secundaria e inferior;Estonia;En porcentaje del total de empleo de cada colectivo;2012;..
Primera etapa de Educación Secundaria e inferior;Estonia;En porcentaje del total de empleo de cada colectivo;2011;..
Primera etapa de Educación Secundaria e inferior;Irlanda;Total (En miles);2023;..
Primera etapa de Educación Secundaria e inferior;Irlanda;Total (En miles);2022;..
Primera etapa de Educación Secundaria e inferior;Irlanda;Total (En miles);2021;..
Primera etapa de Educación Secundaria e inferior;Irlanda;Total (En miles);2020;..
Primera etapa de Educación Secundaria e inferior;Irlanda;Total (En miles);2019;4,2
Primera etapa de Educación Secundaria e inferior;Irlanda;Total (En miles);2018;3,6
Primera etapa de Educación Secundaria e inferior;Irlanda;Total (En miles);2017;3,8
Primera etapa de Educación Secundaria e inferior;Irlanda;Total (En miles);2016;3,4
Primera etapa de Educación Secundaria e inferior;Irlanda;Total (En miles);2015;2,9
Primera etapa de Educación Secundaria e inferior;Irlanda;Total (En miles);2014;3,5
Primera etapa de Educación Secundaria e inferior;Irlanda;Total (En miles);2013;3,0
Primera etapa de Educación Secundaria e inferior;Irlanda;Total (En miles);2012;2,5
Primera etapa de Educación Secundaria e inferior;Irlanda;Total (En miles);2011;2,9
Primera etapa de Educación Secundaria e inferior;Irlanda;En porcentaje del total de empleo de cada colectivo;2023;..
Primera etapa de Educación Secundaria e inferior;Irlanda;En porcentaje del total de empleo de cada colectivo;2022;..
Primera etapa de Educación Secundaria e inferior;Irlanda;En porcentaje del total de empleo de cada colectivo;2021;..
Primera etapa de Educación Secundaria e inferior;Irlanda;En porcentaje del total de empleo de cada colectivo;2020;..
Primera etapa de Educación Secundaria e inferior;Irlanda;En porcentaje del total de empleo de cada colectivo;2019;1,5
Primera etapa de Educación Secundaria e inferior;Irlanda;En porcentaje del total de empleo de cada colectivo;2018;1,3
Primera etapa de Educación Secundaria e inferior;Irlanda;En porcentaje del total de empleo de cada colectivo;2017;1,4
Primera etapa de Educación Secundaria e inferior;Irlanda;En porcentaje del total de empleo de cada colectivo;2016;1,2
Primera etapa de Educación Secundaria e inferior;Irlanda;En porcentaje del total de empleo de cada colectivo;2015;1,0
Primera etapa de Educación Secundaria e inferior;Irlanda;En porcentaje del total de empleo de cada colectivo;2014;1,3
Primera etapa de Educación Secundaria e inferior;Irlanda;En porcentaje del total de empleo de cada colectivo;2013;1,0
Primera etapa de Educación Secundaria e inferior;Irlanda;En porcentaje del total de empleo de cada colectivo;2012;0,8
Primera etapa de Educación Secundaria e inferior;Irlanda;En porcentaje del total de empleo de cada colectivo;2011;0,9
Primera etapa de Educación Secundaria e inferior;Grecia;Total (En miles);2023;2,4
Primera etapa de Educación Secundaria e inferior;Grecia;Total (En miles);2022;..
Primera etapa de Educación Secundaria e inferior;Grecia;Total (En miles);2021;..
Primera etapa de Educación Secundaria e inferior;Grecia;Total (En miles);2020;..
Primera etapa de Educación Secundaria e inferior;Grecia;Total (En miles);2019;..
Primera etapa de Educación Secundaria e inferior;Grecia;Total (En miles);2018;1,8
Primera etapa de Educación Secundaria e inferior;Grecia;Total (En miles);2017;1,4
Primera etapa de Educación Secundaria e inferior;Grecia;Total (En miles);2016;..
Primera etapa de Educación Secundaria e inferior;Grecia;Total (En miles);2015;..
Primera etapa de Educación Secundaria e inferior;Grecia;Total (En miles);2014;..
Primera etapa de Educación Secundaria e inferior;Grecia;Total (En miles);2013;..
Primera etapa de Educación Secundaria e inferior;Grecia;Total (En miles);2012;..
Primera etapa de Educación Secundaria e inferior;Grecia;Total (En miles);2011;..
Primera etapa de Educación Secundaria e inferior;Grecia;En porcentaje del total de empleo de cada colectivo;2023;0,4
Primera etapa de Educación Secundaria e inferior;Grecia;En porcentaje del total de empleo de cada colectivo;2022;..
Primera etapa de Educación Secundaria e inferior;Grecia;En porcentaje del total de empleo de cada colectivo;2021;..
Primera etapa de Educación Secundaria e inferior;Grecia;En porcentaje del total de empleo de cada colectivo;2020;..
Primera etapa de Educación Secundaria e inferior;Grecia;En porcentaje del total de empleo de cada colectivo;2019;..
Primera etapa de Educación Secundaria e inferior;Grecia;En porcentaje del total de empleo de cada colectivo;2018;0,2
Primera etapa de Educación Secundaria e inferior;Grecia;En porcentaje del total de empleo de cada colectivo;2017;0,2
Primera etapa de Educación Secundaria e inferior;Grecia;En porcentaje del total de empleo de cada colectivo;2016;..
Primera etapa de Educación Secundaria e inferior;Grecia;En porcentaje del total de empleo de cada colectivo;2015;..
Primera etapa de Educación Secundaria e inferior;Grecia;En porcentaje del total de empleo de cada colectivo;2014;..
Primera etapa de Educación Secundaria e inferior;Grecia;En porcentaje del total de empleo de cada colectivo;2013;..
Primera etapa de Educación Secundaria e inferior;Grecia;En porcentaje del total de empleo de cada colectivo;2012;..
Primera etapa de Educación Secundaria e inferior;Grecia;En porcentaje del total de empleo de cada colectivo;2011;..
Primera etapa de Educación Secundaria e inferior;España;Total (En miles);2023;41,1
Primera etapa de Educación Secundaria e inferior;España;Total (En miles);2022;39,6
Primera etapa de Educación Secundaria e inferior;España;Total (En miles);2021;34,9
Primera etapa de Educación Secundaria e inferior;España;Total (En miles);2020;33,7
Primera etapa de Educación Secundaria e inferior;España;Total (En miles);2019;42,3
Primera etapa de Educación Secundaria e inferior;España;Total (En miles);2018;44,0
Primera etapa de Educación Secundaria e inferior;España;Total (En miles);2017;39,7
Primera etapa de Educación Secundaria e inferior;España;Total (En miles);2016;44,3
Primera etapa de Educación Secundaria e inferior;España;Total (En miles);2015;36,8
Primera etapa de Educación Secundaria e inferior;España;Total (En miles);2014;43,3
Primera etapa de Educación Secundaria e inferior;España;Total (En miles);2013;40,7
Primera etapa de Educación Secundaria e inferior;España;Total (En miles);2012;42,4
Primera etapa de Educación Secundaria e inferior;España;Total (En miles);2011;41,4
Primera etapa de Educación Secundaria e inferior;España;En porcentaje del total de empleo de cada colectivo;2023;0,7
Primera etapa de Educación Secundaria e inferior;España;En porcentaje del total de empleo de cada colectivo;2022;0,6
Primera etapa de Educación Secundaria e inferior;España;En porcentaje del total de empleo de cada colectivo;2021;0,6
Primera etapa de Educación Secundaria e inferior;España;En porcentaje del total de empleo de cada colectivo;2020;0,6
Primera etapa de Educación Secundaria e inferior;España;En porcentaje del total de empleo de cada colectivo;2019;0,7
Primera etapa de Educación Secundaria e inferior;España;En porcentaje del total de empleo de cada colectivo;2018;0,7
Primera etapa de Educación Secundaria e inferior;España;En porcentaje del total de empleo de cada colectivo;2017;0,6
Primera etapa de Educación Secundaria e inferior;España;En porcentaje del total de empleo de cada colectivo;2016;0,7
Primera etapa de Educación Secundaria e inferior;España;En porcentaje del total de empleo de cada colectivo;2015;0,6
Primera etapa de Educación Secundaria e inferior;España;En porcentaje del total de empleo de cada colectivo;2014;0,7
Primera etapa de Educación Secundaria e inferior;España;En porcentaje del total de empleo de cada colectivo;2013;0,7
Primera etapa de Educación Secundaria e inferior;España;En porcentaje del total de empleo de cada colectivo;2012;0,7
Primera etapa de Educación Secundaria e inferior;España;En porcentaje del total de empleo de cada colectivo;2011;0,6
Primera etapa de Educación Secundaria e inferior;Francia;Total (En miles);2023;23,3
Primera etapa de Educación Secundaria e inferior;Francia;Total (En miles);2022;27,7
Primera etapa de Educación Secundaria e inferior;Francia;Total (En miles);2021;22,0
Primera etapa de Educación Secundaria e inferior;Francia;Total (En miles);2020;17,2
Primera etapa de Educación Secundaria e inferior;Francia;Total (En miles);2019;13,5
Primera etapa de Educación Secundaria e inferior;Francia;Total (En miles);2018;17,0
Primera etapa de Educación Secundaria e inferior;Francia;Total (En miles);2017;17,4
Primera etapa de Educación Secundaria e inferior;Francia;Total (En miles);2016;23,6
Primera etapa de Educación Secundaria e inferior;Francia;Total (En miles);2015;22,6
Primera etapa de Educación Secundaria e inferior;Francia;Total (En miles);2014;18,5
Primera etapa de Educación Secundaria e inferior;Francia;Total (En miles);2013;28,7
Primera etapa de Educación Secundaria e inferior;Francia;Total (En miles);2012;50,0
Primera etapa de Educación Secundaria e inferior;Francia;Total (En miles);2011;51,2
Primera etapa de Educación Secundaria e inferior;Francia;En porcentaje del total de empleo de cada colectivo;2023;0,7
Primera etapa de Educación Secundaria e inferior;Francia;En porcentaje del total de empleo de cada colectivo;2022;0,8
Primera etapa de Educación Secundaria e inferior;Francia;En porcentaje del total de empleo de cada colectivo;2021;0,7
Primera etapa de Educación Secundaria e inferior;Francia;En porcentaje del total de empleo de cada colectivo;2020;0,5
Primera etapa de Educación Secundaria e inferior;Francia;En porcentaje del total de empleo de cada colectivo;2019;0,4
Primera etapa de Educación Secundaria e inferior;Francia;En porcentaje del total de empleo de cada colectivo;2018;0,4
Primera etapa de Educación Secundaria e inferior;Francia;En porcentaje del total de empleo de cada colectivo;2017;0,4
Primera etapa de Educación Secundaria e inferior;Francia;En porcentaje del total de empleo de cada colectivo;2016;0,6
Primera etapa de Educación Secundaria e inferior;Francia;En porcentaje del total de empleo de cada colectivo;2015;0,5
Primera etapa de Educación Secundaria e inferior;Francia;En porcentaje del total de empleo de cada colectivo;2014;0,4
Primera etapa de Educación Secundaria e inferior;Francia;En porcentaje del total de empleo de cada colectivo;2013;0,6
Primera etapa de Educación Secundaria e inferior;Francia;En porcentaje del total de empleo de cada colectivo;2012;0,9
Primera etapa de Educación Secundaria e inferior;Francia;En porcentaje del total de empleo de cada colectivo;2011;0,9
Primera etapa de Educación Secundaria e inferior;Croacia;Total (En miles);2023;..
Primera etapa de Educación Secundaria e inferior;Croacia;Total (En miles);2022;..
Primera etapa de Educación Secundaria e inferior;Croacia;Total (En miles);2021;..
Primera etapa de Educación Secundaria e inferior;Croacia;Total (En miles);2020;..
Primera etapa de Educación Secundaria e inferior;Croacia;Total (En miles);2019;..
Primera etapa de Educación Secundaria e inferior;Croacia;Total (En miles);2018;..
Primera etapa de Educación Secundaria e inferior;Croacia;Total (En miles);2017;..
Primera etapa de Educación Secundaria e inferior;Croacia;Total (En miles);2016;..
Primera etapa de Educación Secundaria e inferior;Croacia;Total (En miles);2015;..
Primera etapa de Educación Secundaria e inferior;Croacia;Total (En miles);2014;..
Primera etapa de Educación Secundaria e inferior;Croacia;Total (En miles);2013;..
Primera etapa de Educación Secundaria e inferior;Croacia;Total (En miles);2012;1,4
Primera etapa de Educación Secundaria e inferior;Croacia;Total (En miles);2011;1,1
Primera etapa de Educación Secundaria e inferior;Croacia;En porcentaje del total de empleo de cada colectivo;2023;..
Primera etapa de Educación Secundaria e inferior;Croacia;En porcentaje del total de empleo de cada colectivo;2022;..
Primera etapa de Educación Secundaria e inferior;Croacia;En porcentaje del total de empleo de cada colectivo;2021;..
Primera etapa de Educación Secundaria e inferior;Croacia;En porcentaje del total de empleo de cada colectivo;2020;..
Primera etapa de Educación Secundaria e inferior;Croacia;En porcentaje del total de empleo de cada colectivo;2019;..
Primera etapa de Educación Secundaria e inferior;Croacia;En porcentaje del total de empleo de cada colectivo;2018;..
Primera etapa de Educación Secundaria e inferior;Croacia;En porcentaje del total de empleo de cada colectivo;2017;..
Primera etapa de Educación Secundaria e inferior;Croacia;En porcentaje del total de empleo de cada colectivo;2016;..
Primera etapa de Educación Secundaria e inferior;Croacia;En porcentaje del total de empleo de cada colectivo;2015;..
Primera etapa de Educación Secundaria e inferior;Croacia;En porcentaje del total de empleo de cada colectivo;2014;..
Primera etapa de Educación Secundaria e inferior;Croacia;En porcentaje del total de empleo de cada colectivo;2013;..
Primera etapa de Educación Secundaria e inferior;Croacia;En porcentaje del total de empleo de cada colectivo;2012;0,7
Primera etapa de Educación Secundaria e inferior;Croacia;En porcentaje del total de empleo de cada colectivo;2011;0,4
Primera etapa de Educación Secundaria e inferior;Italia;Total (En miles);2023;22,2
Primera etapa de Educación Secundaria e inferior;Italia;Total (En miles);2022;16,6
Primera etapa de Educación Secundaria e inferior;Italia;Total (En miles);2021;17,6
Primera etapa de Educación Secundaria e inferior;Italia;Total (En miles);2020;20,3
Primera etapa de Educación Secundaria e inferior;Italia;Total (En miles);2019;18,9
Primera etapa de Educación Secundaria e inferior;Italia;Total (En miles);2018;19,9
Primera etapa de Educación Secundaria e inferior;Italia;Total (En miles);2017;20,5
Primera etapa de Educación Secundaria e inferior;Italia;Total (En miles);2016;17,0
Primera etapa de Educación Secundaria e inferior;Italia;Total (En miles);2015;16,8
Primera etapa de Educación Secundaria e inferior;Italia;Total (En miles);2014;23,2
Primera etapa de Educación Secundaria e inferior;Italia;Total (En miles);2013;17,2
Primera etapa de Educación Secundaria e inferior;Italia;Total (En miles);2012;18,2
Primera etapa de Educación Secundaria e inferior;Italia;Total (En miles);2011;20,0
Primera etapa de Educación Secundaria e inferior;Italia;En porcentaje del total de empleo de cada colectivo;2023;0,4
Primera etapa de Educación Secundaria e inferior;Italia;En porcentaje del total de empleo de cada colectivo;2022;0,3
Primera etapa de Educación Secundaria e inferior;Italia;En porcentaje del total de empleo de cada colectivo;2021;0,3
Primera etapa de Educación Secundaria e inferior;Italia;En porcentaje del total de empleo de cada colectivo;2020;0,3
Primera etapa de Educación Secundaria e inferior;Italia;En porcentaje del total de empleo de cada colectivo;2019;0,3
Primera etapa de Educación Secundaria e inferior;Italia;En porcentaje del total de empleo de cada colectivo;2018;0,3
Primera etapa de Educación Secundaria e inferior;Italia;En porcentaje del total de empleo de cada colectivo;2017;0,3
Primera etapa de Educación Secundaria e inferior;Italia;En porcentaje del total de empleo de cada colectivo;2016;0,2
Primera etapa de Educación Secundaria e inferior;Italia;En porcentaje del total de empleo de cada colectivo;2015;0,2
Primera etapa de Educación Secundaria e inferior;Italia;En porcentaje del total de empleo de cada colectivo;2014;0,3
Primera etapa de Educación Secundaria e inferior;Italia;En porcentaje del total de empleo de cada colectivo;2013;0,2
Primera etapa de Educación Secundaria e inferior;Italia;En porcentaje del total de empleo de cada colectivo;2012;0,2
Primera etapa de Educación Secundaria e inferior;Italia;En porcentaje del total de empleo de cada colectivo;2011;0,3
Primera etapa de Educación Secundaria e inferior;Chipre;Total (En miles);2023;..
Primera etapa de Educación Secundaria e inferior;Chipre;Total (En miles);2022;..
Primera etapa de Educación Secundaria e inferior;Chipre;Total (En miles);2021;..
Primera etapa de Educación Secundaria e inferior;Chipre;Total (En miles);2020;..
Primera etapa de Educación Secundaria e inferior;Chipre;Total (En miles);2019;..
Primera etapa de Educación Secundaria e inferior;Chipre;Total (En miles);2018;..
Primera etapa de Educación Secundaria e inferior;Chipre;Total (En miles);2017;..
Primera etapa de Educación Secundaria e inferior;Chipre;Total (En miles);2016;..
Primera etapa de Educación Secundaria e inferior;Chipre;Total (En miles);2015;..
Primera etapa de Educación Secundaria e inferior;Chipre;Total (En miles);2014;..
Primera etapa de Educación Secundaria e inferior;Chipre;Total (En miles);2013;..
Primera etapa de Educación Secundaria e inferior;Chipre;Total (En miles);2012;..
Primera etapa de Educación Secundaria e inferior;Chipre;Total (En miles);2011;..
Primera etapa de Educación Secundaria e inferior;Chipre;En porcentaje del total de empleo de cada colectivo;2023;..
Primera etapa de Educación Secundaria e inferior;Chipre;En porcentaje del total de empleo de cada colectivo;2022;..
Primera etapa de Educación Secundaria e inferior;Chipre;En porcentaje del total de empleo de cada colectivo;2021;..
Primera etapa de Educación Secundaria e inferior;Chipre;En porcentaje del total de empleo de cada colectivo;2020;..
Primera etapa de Educación Secundaria e inferior;Chipre;En porcentaje del total de empleo de cada colectivo;2019;..
Primera etapa de Educación Secundaria e inferior;Chipre;En porcentaje del total de empleo de cada colectivo;2018;..
Primera etapa de Educación Secundaria e inferior;Chipre;En porcentaje del total de empleo de cada colectivo;2017;..
Primera etapa de Educación Secundaria e inferior;Chipre;En porcentaje del total de empleo de cada colectivo;2016;..
Primera etapa de Educación Secundaria e inferior;Chipre;En porcentaje del total de empleo de cada colectivo;2015;..
Primera etapa de Educación Secundaria e inferior;Chipre;En porcentaje del total de empleo de cada colectivo;2014;..
Primera etapa de Educación Secundaria e inferior;Chipre;En porcentaje del total de empleo de cada colectivo;2013;..
Primera etapa de Educación Secundaria e inferior;Chipre;En porcentaje del total de empleo de cada colectivo;2012;..
Primera etapa de Educación Secundaria e inferior;Chipre;En porcentaje del total de empleo de cada colectivo;2011;..
Primera etapa de Educación Secundaria e inferior;Letonia;Total (En miles);2023;..
Primera etapa de Educación Secundaria e inferior;Letonia;Total (En miles);2022;..
Primera etapa de Educación Secundaria e inferior;Letonia;Total (En miles);2021;..
Primera etapa de Educación Secundaria e inferior;Letonia;Total (En miles);2020;..
Primera etapa de Educación Secundaria e inferior;Letonia;Total (En miles);2019;..
Primera etapa de Educación Secundaria e inferior;Letonia;Total (En miles);2018;..
Primera etapa de Educación Secundaria e inferior;Letonia;Total (En miles);2017;..
Primera etapa de Educación Secundaria e inferior;Letonia;Total (En miles);2016;..
Primera etapa de Educación Secundaria e inferior;Letonia;Total (En miles);2015;..
Primera etapa de Educación Secundaria e inferior;Letonia;Total (En miles);2014;..
Primera etapa de Educación Secundaria e inferior;Letonia;Total (En miles);2013;..
Primera etapa de Educación Secundaria e inferior;Letonia;Total (En miles);2012;..
Primera etapa de Educación Secundaria e inferior;Letonia;Total (En miles);2011;..
Primera etapa de Educación Secundaria e inferior;Letonia;En porcentaje del total de empleo de cada colectivo;2023;..
Primera etapa de Educación Secundaria e inferior;Letonia;En porcentaje del total de empleo de cada colectivo;2022;..
Primera etapa de Educación Secundaria e inferior;Letonia;En porcentaje del total de empleo de cada colectivo;2021;..
Primera etapa de Educación Secundaria e inferior;Letonia;En porcentaje del total de empleo de cada colectivo;2020;..
Primera etapa de Educación Secundaria e inferior;Letonia;En porcentaje del total de empleo de cada colectivo;2019;..
Primera etapa de Educación Secundaria e inferior;Letonia;En porcentaje del total de empleo de cada colectivo;2018;..
Primera etapa de Educación Secundaria e inferior;Letonia;En porcentaje del total de empleo de cada colectivo;2017;..
Primera etapa de Educación Secundaria e inferior;Letonia;En porcentaje del total de empleo de cada colectivo;2016;..
Primera etapa de Educación Secundaria e inferior;Letonia;En porcentaje del total de empleo de cada colectivo;2015;..
Primera etapa de Educación Secundaria e inferior;Letonia;En porcentaje del total de empleo de cada colectivo;2014;..
Primera etapa de Educación Secundaria e inferior;Letonia;En porcentaje del total de empleo de cada colectivo;2013;..
Primera etapa de Educación Secundaria e inferior;Letonia;En porcentaje del total de empleo de cada colectivo;2012;..
Primera etapa de Educación Secundaria e inferior;Letonia;En porcentaje del total de empleo de cada colectivo;2011;..
Primera etapa de Educación Secundaria e inferior;Lituania;Total (En miles);2023;..
Primera etapa de Educación Secundaria e inferior;Lituania;Total (En miles);2022;..
Primera etapa de Educación Secundaria e inferior;Lituania;Total (En miles);2021;..
Primera etapa de Educación Secundaria e inferior;Lituania;Total (En miles);2020;..
Primera etapa de Educación Secundaria e inferior;Lituania;Total (En miles);2019;..
Primera etapa de Educación Secundaria e inferior;Lituania;Total (En miles);2018;..
Primera etapa de Educación Secundaria e inferior;Lituania;Total (En miles);2017;..
Primera etapa de Educación Secundaria e inferior;Lituania;Total (En miles);2016;..
Primera etapa de Educación Secundaria e inferior;Lituania;Total (En miles);2015;..
Primera etapa de Educación Secundaria e inferior;Lituania;Total (En miles);2014;..
Primera etapa de Educación Secundaria e inferior;Lituania;Total (En miles);2013;..
Primera etapa de Educación Secundaria e inferior;Lituania;Total (En miles);2012;..
Primera etapa de Educación Secundaria e inferior;Lituania;Total (En miles);2011;..
Primera etapa de Educación Secundaria e inferior;Lituania;En porcentaje del total de empleo de cada colectivo;2023;..
Primera etapa de Educación Secundaria e inferior;Lituania;En porcentaje del total de empleo de cada colectivo;2022;..
Primera etapa de Educación Secundaria e inferior;Lituania;En porcentaje del total de empleo de cada colectivo;2021;..
Primera etapa de Educación Secundaria e inferior;Lituania;En porcentaje del total de empleo de cada colectivo;2020;..
Primera etapa de Educación Secundaria e inferior;Lituania;En porcentaje del total de empleo de cada colectivo;2019;..
Primera etapa de Educación Secundaria e inferior;Lituania;En porcentaje del total de empleo de cada colectivo;2018;..
Primera etapa de Educación Secundaria e inferior;Lituania;En porcentaje del total de empleo de cada colectivo;2017;..
Primera etapa de Educación Secundaria e inferior;Lituania;En porcentaje del total de empleo de cada colectivo;2016;..
Primera etapa de Educación Secundaria e inferior;Lituania;En porcentaje del total de empleo de cada colectivo;2015;..
Primera etapa de Educación Secundaria e inferior;Lituania;En porcentaje del total de empleo de cada colectivo;2014;..
Primera etapa de Educación Secundaria e inferior;Lituania;En porcentaje del total de empleo de cada colectivo;2013;..
Primera etapa de Educación Secundaria e inferior;Lituania;En porcentaje del total de empleo de cada colectivo;2012;..
Primera etapa de Educación Secundaria e inferior;Lituania;En porcentaje del total de empleo de cada colectivo;2011;..
Primera etapa de Educación Secundaria e inferior;Luxemburgo;Total (En miles);2023;..
Primera etapa de Educación Secundaria e inferior;Luxemburgo;Total (En miles);2022;..
Primera etapa de Educación Secundaria e inferior;Luxemburgo;Total (En miles);2021;..
Primera etapa de Educación Secundaria e inferior;Luxemburgo;Total (En miles);2020;..
Primera etapa de Educación Secundaria e inferior;Luxemburgo;Total (En miles);2019;..
Primera etapa de Educación Secundaria e inferior;Luxemburgo;Total (En miles);2018;0,6
Primera etapa de Educación Secundaria e inferior;Luxemburgo;Total (En miles);2017;..
Primera etapa de Educación Secundaria e inferior;Luxemburgo;Total (En miles);2016;0,6
Primera etapa de Educación Secundaria e inferior;Luxemburgo;Total (En miles);2015;0,6
Primera etapa de Educación Secundaria e inferior;Luxemburgo;Total (En miles);2014;..
Primera etapa de Educación Secundaria e inferior;Luxemburgo;Total (En miles);2013;..
Primera etapa de Educación Secundaria e inferior;Luxemburgo;Total (En miles);2012;..
Primera etapa de Educación Secundaria e inferior;Luxemburgo;Total (En miles);2011;..
Primera etapa de Educación Secundaria e inferior;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2023;..
Primera etapa de Educación Secundaria e inferior;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2022;..
Primera etapa de Educación Secundaria e inferior;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2021;..
Primera etapa de Educación Secundaria e inferior;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2020;..
Primera etapa de Educación Secundaria e inferior;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2019;..
Primera etapa de Educación Secundaria e inferior;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2018;1,4
Primera etapa de Educación Secundaria e inferior;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2017;..
Primera etapa de Educación Secundaria e inferior;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2016;1,7
Primera etapa de Educación Secundaria e inferior;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2015;1,2
Primera etapa de Educación Secundaria e inferior;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2014;..
Primera etapa de Educación Secundaria e inferior;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2013;..
Primera etapa de Educación Secundaria e inferior;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2012;..
Primera etapa de Educación Secundaria e inferior;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2011;..
Primera etapa de Educación Secundaria e inferior;Hungría;Total (En miles);2023;..
Primera etapa de Educación Secundaria e inferior;Hungría;Total (En miles);2022;..
Primera etapa de Educación Secundaria e inferior;Hungría;Total (En miles);2021;..
Primera etapa de Educación Secundaria e inferior;Hungría;Total (En miles);2020;..
Primera etapa de Educación Secundaria e inferior;Hungría;Total (En miles);2019;..
Primera etapa de Educación Secundaria e inferior;Hungría;Total (En miles);2018;..
Primera etapa de Educación Secundaria e inferior;Hungría;Total (En miles);2017;..
Primera etapa de Educación Secundaria e inferior;Hungría;Total (En miles);2016;..
Primera etapa de Educación Secundaria e inferior;Hungría;Total (En miles);2015;..
Primera etapa de Educación Secundaria e inferior;Hungría;Total (En miles);2014;..
Primera etapa de Educación Secundaria e inferior;Hungría;Total (En miles);2013;..
Primera etapa de Educación Secundaria e inferior;Hungría;Total (En miles);2012;..
Primera etapa de Educación Secundaria e inferior;Hungría;Total (En miles);2011;..
Primera etapa de Educación Secundaria e inferior;Hungría;En porcentaje del total de empleo de cada colectivo;2023;..
Primera etapa de Educación Secundaria e inferior;Hungría;En porcentaje del total de empleo de cada colectivo;2022;..
Primera etapa de Educación Secundaria e inferior;Hungría;En porcentaje del total de empleo de cada colectivo;2021;..
Primera etapa de Educación Secundaria e inferior;Hungría;En porcentaje del total de empleo de cada colectivo;2020;..
Primera etapa de Educación Secundaria e inferior;Hungría;En porcentaje del total de empleo de cada colectivo;2019;..
Primera etapa de Educación Secundaria e inferior;Hungría;En porcentaje del total de empleo de cada colectivo;2018;..
Primera etapa de Educación Secundaria e inferior;Hungría;En porcentaje del total de empleo de cada colectivo;2017;..
Primera etapa de Educación Secundaria e inferior;Hungría;En porcentaje del total de empleo de cada colectivo;2016;..
Primera etapa de Educación Secundaria e inferior;Hungría;En porcentaje del total de empleo de cada colectivo;2015;..
Primera etapa de Educación Secundaria e inferior;Hungría;En porcentaje del total de empleo de cada colectivo;2014;..
Primera etapa de Educación Secundaria e inferior;Hungría;En porcentaje del total de empleo de cada colectivo;2013;..
Primera etapa de Educación Secundaria e inferior;Hungría;En porcentaje del total de empleo de cada colectivo;2012;..
Primera etapa de Educación Secundaria e inferior;Hungría;En porcentaje del total de empleo de cada colectivo;2011;..
Primera etapa de Educación Secundaria e inferior;Malta;Total (En miles);2023;..
Primera etapa de Educación Secundaria e inferior;Malta;Total (En miles);2022;..
Primera etapa de Educación Secundaria e inferior;Malta;Total (En miles);2021;..
Primera etapa de Educación Secundaria e inferior;Malta;Total (En miles);2020;..
Primera etapa de Educación Secundaria e inferior;Malta;Total (En miles);2019;0,6
Primera etapa de Educación Secundaria e inferior;Malta;Total (En miles);2018;0,9
Primera etapa de Educación Secundaria e inferior;Malta;Total (En miles);2017;0,6
Primera etapa de Educación Secundaria e inferior;Malta;Total (En miles);2016;0,4
Primera etapa de Educación Secundaria e inferior;Malta;Total (En miles);2015;..
Primera etapa de Educación Secundaria e inferior;Malta;Total (En miles);2014;0,5
Primera etapa de Educación Secundaria e inferior;Malta;Total (En miles);2013;0,5
Primera etapa de Educación Secundaria e inferior;Malta;Total (En miles);2012;0,4
Primera etapa de Educación Secundaria e inferior;Malta;Total (En miles);2011;0,4
Primera etapa de Educación Secundaria e inferior;Malta;En porcentaje del total de empleo de cada colectivo;2023;..
Primera etapa de Educación Secundaria e inferior;Malta;En porcentaje del total de empleo de cada colectivo;2022;..
Primera etapa de Educación Secundaria e inferior;Malta;En porcentaje del total de empleo de cada colectivo;2021;..
Primera etapa de Educación Secundaria e inferior;Malta;En porcentaje del total de empleo de cada colectivo;2020;..
Primera etapa de Educación Secundaria e inferior;Malta;En porcentaje del total de empleo de cada colectivo;2019;0,7
Primera etapa de Educación Secundaria e inferior;Malta;En porcentaje del total de empleo de cada colectivo;2018;1,0
Primera etapa de Educación Secundaria e inferior;Malta;En porcentaje del total de empleo de cada colectivo;2017;0,8
Primera etapa de Educación Secundaria e inferior;Malta;En porcentaje del total de empleo de cada colectivo;2016;0,5
