Indicador;Sexo, edad, nivel estudios, sit. labora, estado civil, tipo de hogar;periodo;Total
TOTAL (Millones de euros);Tipo de hogar: Pareja sin hijos;2008;1.175,5
TOTAL (Millones de euros);Tipo de hogar: Pareja sin hijos;2007;910,8
TOTAL (Millones de euros);Tipo de hogar: Pareja sin hijos;2006;657,0
TOTAL (Millones de euros);Tipo de hogar: Pareja con un hijo;2023;1.184,9
TOTAL (Millones de euros);Tipo de hogar: Pareja con un hijo;2022;1.055,4
TOTAL (Millones de euros);Tipo de hogar: Pareja con un hijo;2021;836,5
TOTAL (Millones de euros);Tipo de hogar: Pareja con un hijo;2020;621,0
TOTAL (Millones de euros);Tipo de hogar: Pareja con un hijo;2019;1.192,3
TOTAL (Millones de euros);Tipo de hogar: Pareja con un hijo;2018;1.145,3
TOTAL (Millones de euros);Tipo de hogar: Pareja con un hijo;2017;1.197,5
TOTAL (Millones de euros);Tipo de hogar: Pareja con un hijo;2016;957,2
TOTAL (Millones de euros);Tipo de hogar: Pareja con un hijo;2015;923,6
TOTAL (Millones de euros);Tipo de hogar: Pareja con un hijo;2014;833,3
TOTAL (Millones de euros);Tipo de hogar: Pareja con un hijo;2013;980,6
TOTAL (Millones de euros);Tipo de hogar: Pareja con un hijo;2012;902,5
TOTAL (Millones de euros);Tipo de hogar: Pareja con un hijo;2011;1.094,8
TOTAL (Millones de euros);Tipo de hogar: Pareja con un hijo;2010;963,8
TOTAL (Millones de euros);Tipo de hogar: Pareja con un hijo;2009;1.013,6
TOTAL (Millones de euros);Tipo de hogar: Pareja con un hijo;2008;906,9
TOTAL (Millones de euros);Tipo de hogar: Pareja con un hijo;2007;858,0
TOTAL (Millones de euros);Tipo de hogar: Pareja con un hijo;2006;724,3
TOTAL (Millones de euros);Tipo de hogar: Pareja con dos hijos;2023;1.721,9
TOTAL (Millones de euros);Tipo de hogar: Pareja con dos hijos;2022;1.799,4
TOTAL (Millones de euros);Tipo de hogar: Pareja con dos hijos;2021;1.290,6
TOTAL (Millones de euros);Tipo de hogar: Pareja con dos hijos;2020;1.067,1
TOTAL (Millones de euros);Tipo de hogar: Pareja con dos hijos;2019;1.542,0
TOTAL (Millones de euros);Tipo de hogar: Pareja con dos hijos;2018;1.572,0
TOTAL (Millones de euros);Tipo de hogar: Pareja con dos hijos;2017;1.601,7
TOTAL (Millones de euros);Tipo de hogar: Pareja con dos hijos;2016;1.529,0
TOTAL (Millones de euros);Tipo de hogar: Pareja con dos hijos;2015;1.339,4
TOTAL (Millones de euros);Tipo de hogar: Pareja con dos hijos;2014;1.230,6
TOTAL (Millones de euros);Tipo de hogar: Pareja con dos hijos;2013;1.252,8
TOTAL (Millones de euros);Tipo de hogar: Pareja con dos hijos;2012;1.294,1
TOTAL (Millones de euros);Tipo de hogar: Pareja con dos hijos;2011;1.325,5
TOTAL (Millones de euros);Tipo de hogar: Pareja con dos hijos;2010;1.397,0
TOTAL (Millones de euros);Tipo de hogar: Pareja con dos hijos;2009;1.355,3
TOTAL (Millones de euros);Tipo de hogar: Pareja con dos hijos;2008;1.341,2
TOTAL (Millones de euros);Tipo de hogar: Pareja con dos hijos;2007;1.328,4
TOTAL (Millones de euros);Tipo de hogar: Pareja con dos hijos;2006;1.312,5
TOTAL (Millones de euros);Tipo de hogar: Pareja con tres o más hijos;2023;520,5
TOTAL (Millones de euros);Tipo de hogar: Pareja con tres o más hijos;2022;547,3
TOTAL (Millones de euros);Tipo de hogar: Pareja con tres o más hijos;2021;345,3
TOTAL (Millones de euros);Tipo de hogar: Pareja con tres o más hijos;2020;211,4
TOTAL (Millones de euros);Tipo de hogar: Pareja con tres o más hijos;2019;423,7
TOTAL (Millones de euros);Tipo de hogar: Pareja con tres o más hijos;2018;445,2
TOTAL (Millones de euros);Tipo de hogar: Pareja con tres o más hijos;2017;409,6
TOTAL (Millones de euros);Tipo de hogar: Pareja con tres o más hijos;2016;407,3
TOTAL (Millones de euros);Tipo de hogar: Pareja con tres o más hijos;2015;284,5
TOTAL (Millones de euros);Tipo de hogar: Pareja con tres o más hijos;2014;280,2
TOTAL (Millones de euros);Tipo de hogar: Pareja con tres o más hijos;2013;359,8
TOTAL (Millones de euros);Tipo de hogar: Pareja con tres o más hijos;2012;299,7
TOTAL (Millones de euros);Tipo de hogar: Pareja con tres o más hijos;2011;278,5
TOTAL (Millones de euros);Tipo de hogar: Pareja con tres o más hijos;2010;366,3
TOTAL (Millones de euros);Tipo de hogar: Pareja con tres o más hijos;2009;310,7
TOTAL (Millones de euros);Tipo de hogar: Pareja con tres o más hijos;2008;413,1
TOTAL (Millones de euros);Tipo de hogar: Pareja con tres o más hijos;2007;415,3
TOTAL (Millones de euros);Tipo de hogar: Pareja con tres o más hijos;2006;478,0
TOTAL (Millones de euros);Tipo de hogar: Un adulto con hijos;2023;322,5
TOTAL (Millones de euros);Tipo de hogar: Un adulto con hijos;2022;491,1
TOTAL (Millones de euros);Tipo de hogar: Un adulto con hijos;2021;368,3
TOTAL (Millones de euros);Tipo de hogar: Un adulto con hijos;2020;266,0
TOTAL (Millones de euros);Tipo de hogar: Un adulto con hijos;2019;435,5
TOTAL (Millones de euros);Tipo de hogar: Un adulto con hijos;2018;256,5
TOTAL (Millones de euros);Tipo de hogar: Un adulto con hijos;2017;400,0
TOTAL (Millones de euros);Tipo de hogar: Un adulto con hijos;2016;338,3
TOTAL (Millones de euros);Tipo de hogar: Un adulto con hijos;2015;255,7
TOTAL (Millones de euros);Tipo de hogar: Un adulto con hijos;2014;331,4
TOTAL (Millones de euros);Tipo de hogar: Un adulto con hijos;2013;264,2
TOTAL (Millones de euros);Tipo de hogar: Un adulto con hijos;2012;280,5
TOTAL (Millones de euros);Tipo de hogar: Un adulto con hijos;2011;238,3
TOTAL (Millones de euros);Tipo de hogar: Un adulto con hijos;2010;259,7
TOTAL (Millones de euros);Tipo de hogar: Un adulto con hijos;2009;203,0
TOTAL (Millones de euros);Tipo de hogar: Un adulto con hijos;2008;174,1
TOTAL (Millones de euros);Tipo de hogar: Un adulto con hijos;2007;192,1
TOTAL (Millones de euros);Tipo de hogar: Un adulto con hijos;2006;160,7
TOTAL (Millones de euros);Tipo de hogar: Otro tipo de hogares;2023;576,9
TOTAL (Millones de euros);Tipo de hogar: Otro tipo de hogares;2022;586,1
TOTAL (Millones de euros);Tipo de hogar: Otro tipo de hogares;2021;354,3
TOTAL (Millones de euros);Tipo de hogar: Otro tipo de hogares;2020;198,0
TOTAL (Millones de euros);Tipo de hogar: Otro tipo de hogares;2019;394,0
TOTAL (Millones de euros);Tipo de hogar: Otro tipo de hogares;2018;337,6
TOTAL (Millones de euros);Tipo de hogar: Otro tipo de hogares;2017;455,8
TOTAL (Millones de euros);Tipo de hogar: Otro tipo de hogares;2016;323,8
TOTAL (Millones de euros);Tipo de hogar: Otro tipo de hogares;2015;268,5
TOTAL (Millones de euros);Tipo de hogar: Otro tipo de hogares;2014;255,7
TOTAL (Millones de euros);Tipo de hogar: Otro tipo de hogares;2013;317,3
TOTAL (Millones de euros);Tipo de hogar: Otro tipo de hogares;2012;301,9
TOTAL (Millones de euros);Tipo de hogar: Otro tipo de hogares;2011;488,2
TOTAL (Millones de euros);Tipo de hogar: Otro tipo de hogares;2010;478,0
TOTAL (Millones de euros);Tipo de hogar: Otro tipo de hogares;2009;490,8
TOTAL (Millones de euros);Tipo de hogar: Otro tipo de hogares;2008;440,8
TOTAL (Millones de euros);Tipo de hogar: Otro tipo de hogares;2007;620,8
TOTAL (Millones de euros);Tipo de hogar: Otro tipo de hogares;2006;524,4
En porcentaje del gasto en el total de bienes y servicios;TOTAL;2023;1,0
En porcentaje del gasto en el total de bienes y servicios;TOTAL;2022;1,0
En porcentaje del gasto en el total de bienes y servicios;TOTAL;2021;0,8
En porcentaje del gasto en el total de bienes y servicios;TOTAL;2020;0,7
En porcentaje del gasto en el total de bienes y servicios;TOTAL;2019;1,0
En porcentaje del gasto en el total de bienes y servicios;TOTAL;2018;1,0
En porcentaje del gasto en el total de bienes y servicios;TOTAL;2017;1,1
En porcentaje del gasto en el total de bienes y servicios;TOTAL;2016;0,9
En porcentaje del gasto en el total de bienes y servicios;TOTAL;2015;0,9
En porcentaje del gasto en el total de bienes y servicios;TOTAL;2014;0,9
En porcentaje del gasto en el total de bienes y servicios;TOTAL;2013;0,9
En porcentaje del gasto en el total de bienes y servicios;TOTAL;2012;0,9
En porcentaje del gasto en el total de bienes y servicios;TOTAL;2011;0,9
En porcentaje del gasto en el total de bienes y servicios;TOTAL;2010;0,9
En porcentaje del gasto en el total de bienes y servicios;TOTAL;2009;0,9
En porcentaje del gasto en el total de bienes y servicios;TOTAL;2008;0,9
En porcentaje del gasto en el total de bienes y servicios;TOTAL;2007;0,9
En porcentaje del gasto en el total de bienes y servicios;TOTAL;2006;0,8
En porcentaje del gasto en el total de bienes y servicios;Sexo:Hombres;2023;1,0
En porcentaje del gasto en el total de bienes y servicios;Sexo:Hombres;2022;1,1
En porcentaje del gasto en el total de bienes y servicios;Sexo:Hombres;2021;0,8
En porcentaje del gasto en el total de bienes y servicios;Sexo:Hombres;2020;0,7
En porcentaje del gasto en el total de bienes y servicios;Sexo:Hombres;2019;1,0
En porcentaje del gasto en el total de bienes y servicios;Sexo:Hombres;2018;1,0
En porcentaje del gasto en el total de bienes y servicios;Sexo:Hombres;2017;1,1
En porcentaje del gasto en el total de bienes y servicios;Sexo:Hombres;2016;1,0
En porcentaje del gasto en el total de bienes y servicios;Sexo:Hombres;2015;0,9
En porcentaje del gasto en el total de bienes y servicios;Sexo:Hombres;2014;0,9
En porcentaje del gasto en el total de bienes y servicios;Sexo:Hombres;2013;1,0
En porcentaje del gasto en el total de bienes y servicios;Sexo:Hombres;2012;0,9
En porcentaje del gasto en el total de bienes y servicios;Sexo:Hombres;2011;1,0
En porcentaje del gasto en el total de bienes y servicios;Sexo:Hombres;2010;0,9
En porcentaje del gasto en el total de bienes y servicios;Sexo:Hombres;2009;0,9
En porcentaje del gasto en el total de bienes y servicios;Sexo:Hombres;2008;1,0
En porcentaje del gasto en el total de bienes y servicios;Sexo:Hombres;2007;1,0
En porcentaje del gasto en el total de bienes y servicios;Sexo:Hombres;2006;0,9
En porcentaje del gasto en el total de bienes y servicios;Sexo:Mujeres;2023;1,0
En porcentaje del gasto en el total de bienes y servicios;Sexo:Mujeres;2022;0,9
En porcentaje del gasto en el total de bienes y servicios;Sexo:Mujeres;2021;0,8
En porcentaje del gasto en el total de bienes y servicios;Sexo:Mujeres;2020;0,6
En porcentaje del gasto en el total de bienes y servicios;Sexo:Mujeres;2019;1,0
En porcentaje del gasto en el total de bienes y servicios;Sexo:Mujeres;2018;0,9
En porcentaje del gasto en el total de bienes y servicios;Sexo:Mujeres;2017;1,0
En porcentaje del gasto en el total de bienes y servicios;Sexo:Mujeres;2016;0,9
En porcentaje del gasto en el total de bienes y servicios;Sexo:Mujeres;2015;0,7
En porcentaje del gasto en el total de bienes y servicios;Sexo:Mujeres;2014;0,8
En porcentaje del gasto en el total de bienes y servicios;Sexo:Mujeres;2013;0,8
En porcentaje del gasto en el total de bienes y servicios;Sexo:Mujeres;2012;0,8
En porcentaje del gasto en el total de bienes y servicios;Sexo:Mujeres;2011;0,7
En porcentaje del gasto en el total de bienes y servicios;Sexo:Mujeres;2010;0,8
En porcentaje del gasto en el total de bienes y servicios;Sexo:Mujeres;2009;0,7
En porcentaje del gasto en el total de bienes y servicios;Sexo:Mujeres;2008;0,7
En porcentaje del gasto en el total de bienes y servicios;Sexo:Mujeres;2007;0,7
En porcentaje del gasto en el total de bienes y servicios;Sexo:Mujeres;2006;0,7
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 16 a 29 años;2023;1,5
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 16 a 29 años;2022;1,4
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 16 a 29 años;2021;1,0
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 16 a 29 años;2020;1,2
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 16 a 29 años;2019;1,4
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 16 a 29 años;2018;1,3
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 16 a 29 años;2017;1,4
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 16 a 29 años;2016;1,1
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 16 a 29 años;2015;1,1
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 16 a 29 años;2014;1,2
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 16 a 29 años;2013;1,6
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 16 a 29 años;2012;1,1
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 16 a 29 años;2011;1,2
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 16 a 29 años;2010;1,0
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 16 a 29 años;2009;1,1
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 16 a 29 años;2008;0,9
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 16 a 29 años;2007;0,8
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 16 a 29 años;2006;0,9
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 30 a 44 años;2023;1,3
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 30 a 44 años;2022;1,4
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 30 a 44 años;2021;1,1
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 30 a 44 años;2020;1,0
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 30 a 44 años;2019;1,4
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 30 a 44 años;2018;1,4
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 30 a 44 años;2017;1,5
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 30 a 44 años;2016;1,4
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 30 a 44 años;2015;1,2
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 30 a 44 años;2014;1,2
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 30 a 44 años;2013;1,2
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 30 a 44 años;2012;1,2
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 30 a 44 años;2011;1,2
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 30 a 44 años;2010;1,2
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 30 a 44 años;2009;1,1
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 30 a 44 años;2008;1,2
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 30 a 44 años;2007;1,2
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 30 a 44 años;2006;1,1
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 45 a 64 años;2023;1,1
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 45 a 64 años;2022;1,1
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 45 a 64 años;2021;0,9
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 45 a 64 años;2020;0,7
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 45 a 64 años;2019;1,1
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 45 a 64 años;2018;1,0
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 45 a 64 años;2017;1,1
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 45 a 64 años;2016;1,0
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 45 a 64 años;2015;1,0
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 45 a 64 años;2014;0,9
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 45 a 64 años;2013;1,0
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 45 a 64 años;2012;0,9
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 45 a 64 años;2011;0,9
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 45 a 64 años;2010;0,9
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 45 a 64 años;2009;0,9
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 45 a 64 años;2008;1,0
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 45 a 64 años;2007;0,9
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 45 a 64 años;2006;0,8
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 65 años en adelante;2023;0,5
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 65 años en adelante;2022;0,5
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 65 años en adelante;2021;0,3
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 65 años en adelante;2020;0,2
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 65 años en adelante;2019;0,5
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 65 años en adelante;2018;0,5
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 65 años en adelante;2017;0,4
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 65 años en adelante;2016;0,4
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 65 años en adelante;2015;0,4
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 65 años en adelante;2014;0,4
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 65 años en adelante;2013;0,4
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 65 años en adelante;2012;0,5
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 65 años en adelante;2011;0,4
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 65 años en adelante;2010;0,4
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 65 años en adelante;2009;0,4
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 65 años en adelante;2008;0,3
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 65 años en adelante;2007;0,4
En porcentaje del gasto en el total de bienes y servicios;Grupos de edad: De 65 años en adelante;2006;0,4
En porcentaje del gasto en el total de bienes y servicios;Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2023;0,7
En porcentaje del gasto en el total de bienes y servicios;Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2022;0,7
En porcentaje del gasto en el total de bienes y servicios;Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2021;0,5
En porcentaje del gasto en el total de bienes y servicios;Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2020;0,4
En porcentaje del gasto en el total de bienes y servicios;Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2019;0,7
En porcentaje del gasto en el total de bienes y servicios;Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2018;0,7
En porcentaje del gasto en el total de bienes y servicios;Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2017;0,7
En porcentaje del gasto en el total de bienes y servicios;Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2016;0,7
En porcentaje del gasto en el total de bienes y servicios;Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2015;0,6
En porcentaje del gasto en el total de bienes y servicios;Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2014;0,6
En porcentaje del gasto en el total de bienes y servicios;Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2013;0,7
