Indicador;Grupo de gasto;Comunidad autónoma;periodo;Total
Gasto medio por unidad de consumo (Euros);TOTAL;Cataluña;2014;148,6
Gasto medio por unidad de consumo (Euros);TOTAL;Cataluña;2013;145,5
Gasto medio por unidad de consumo (Euros);TOTAL;Cataluña;2012;138,7
Gasto medio por unidad de consumo (Euros);TOTAL;Cataluña;2011;168,0
Gasto medio por unidad de consumo (Euros);TOTAL;Cataluña;2010;153,1
Gasto medio por unidad de consumo (Euros);TOTAL;Cataluña;2009;159,4
Gasto medio por unidad de consumo (Euros);TOTAL;Cataluña;2008;149,6
Gasto medio por unidad de consumo (Euros);TOTAL;Cataluña;2007;166,1
Gasto medio por unidad de consumo (Euros);TOTAL;Cataluña;2006;121,7
Gasto medio por unidad de consumo (Euros);TOTAL;Comunitat Valenciana;2023;215,9
Gasto medio por unidad de consumo (Euros);TOTAL;Comunitat Valenciana;2022;205,1
Gasto medio por unidad de consumo (Euros);TOTAL;Comunitat Valenciana;2021;152,7
Gasto medio por unidad de consumo (Euros);TOTAL;Comunitat Valenciana;2020;131,4
Gasto medio por unidad de consumo (Euros);TOTAL;Comunitat Valenciana;2019;217,2
Gasto medio por unidad de consumo (Euros);TOTAL;Comunitat Valenciana;2018;180,9
Gasto medio por unidad de consumo (Euros);TOTAL;Comunitat Valenciana;2017;200,6
Gasto medio por unidad de consumo (Euros);TOTAL;Comunitat Valenciana;2016;127,1
Gasto medio por unidad de consumo (Euros);TOTAL;Comunitat Valenciana;2015;140,0
Gasto medio por unidad de consumo (Euros);TOTAL;Comunitat Valenciana;2014;115,8
Gasto medio por unidad de consumo (Euros);TOTAL;Comunitat Valenciana;2013;171,6
Gasto medio por unidad de consumo (Euros);TOTAL;Comunitat Valenciana;2012;187,3
Gasto medio por unidad de consumo (Euros);TOTAL;Comunitat Valenciana;2011;133,6
Gasto medio por unidad de consumo (Euros);TOTAL;Comunitat Valenciana;2010;129,9
Gasto medio por unidad de consumo (Euros);TOTAL;Comunitat Valenciana;2009;138,7
Gasto medio por unidad de consumo (Euros);TOTAL;Comunitat Valenciana;2008;149,4
Gasto medio por unidad de consumo (Euros);TOTAL;Comunitat Valenciana;2007;184,3
Gasto medio por unidad de consumo (Euros);TOTAL;Comunitat Valenciana;2006;164,1
Gasto medio por unidad de consumo (Euros);TOTAL;Extremadura;2023;113,7
Gasto medio por unidad de consumo (Euros);TOTAL;Extremadura;2022;133,4
Gasto medio por unidad de consumo (Euros);TOTAL;Extremadura;2021;114,6
Gasto medio por unidad de consumo (Euros);TOTAL;Extremadura;2020;106,3
Gasto medio por unidad de consumo (Euros);TOTAL;Extremadura;2019;111,3
Gasto medio por unidad de consumo (Euros);TOTAL;Extremadura;2018;151,4
Gasto medio por unidad de consumo (Euros);TOTAL;Extremadura;2017;95,7
Gasto medio por unidad de consumo (Euros);TOTAL;Extremadura;2016;114,5
Gasto medio por unidad de consumo (Euros);TOTAL;Extremadura;2015;102,5
Gasto medio por unidad de consumo (Euros);TOTAL;Extremadura;2014;89,9
Gasto medio por unidad de consumo (Euros);TOTAL;Extremadura;2013;91,5
Gasto medio por unidad de consumo (Euros);TOTAL;Extremadura;2012;103,4
Gasto medio por unidad de consumo (Euros);TOTAL;Extremadura;2011;109,2
Gasto medio por unidad de consumo (Euros);TOTAL;Extremadura;2010;97,2
Gasto medio por unidad de consumo (Euros);TOTAL;Extremadura;2009;65,1
Gasto medio por unidad de consumo (Euros);TOTAL;Extremadura;2008;79,6
Gasto medio por unidad de consumo (Euros);TOTAL;Extremadura;2007;75,9
Gasto medio por unidad de consumo (Euros);TOTAL;Extremadura;2006;76,5
Gasto medio por unidad de consumo (Euros);TOTAL;Galicia;2023;179,9
Gasto medio por unidad de consumo (Euros);TOTAL;Galicia;2022;212,2
Gasto medio por unidad de consumo (Euros);TOTAL;Galicia;2021;143,6
Gasto medio por unidad de consumo (Euros);TOTAL;Galicia;2020;94,2
Gasto medio por unidad de consumo (Euros);TOTAL;Galicia;2019;118,1
Gasto medio por unidad de consumo (Euros);TOTAL;Galicia;2018;122,2
Gasto medio por unidad de consumo (Euros);TOTAL;Galicia;2017;149,8
Gasto medio por unidad de consumo (Euros);TOTAL;Galicia;2016;130,7
Gasto medio por unidad de consumo (Euros);TOTAL;Galicia;2015;126,5
Gasto medio por unidad de consumo (Euros);TOTAL;Galicia;2014;99,1
Gasto medio por unidad de consumo (Euros);TOTAL;Galicia;2013;92,0
Gasto medio por unidad de consumo (Euros);TOTAL;Galicia;2012;121,1
Gasto medio por unidad de consumo (Euros);TOTAL;Galicia;2011;95,4
Gasto medio por unidad de consumo (Euros);TOTAL;Galicia;2010;105,4
Gasto medio por unidad de consumo (Euros);TOTAL;Galicia;2009;133,0
Gasto medio por unidad de consumo (Euros);TOTAL;Galicia;2008;104,3
Gasto medio por unidad de consumo (Euros);TOTAL;Galicia;2007;134,3
Gasto medio por unidad de consumo (Euros);TOTAL;Galicia;2006;144,7
Gasto medio por unidad de consumo (Euros);TOTAL;Madrid (Comunidad de);2023;190,4
Gasto medio por unidad de consumo (Euros);TOTAL;Madrid (Comunidad de);2022;192,9
Gasto medio por unidad de consumo (Euros);TOTAL;Madrid (Comunidad de);2021;159,9
Gasto medio por unidad de consumo (Euros);TOTAL;Madrid (Comunidad de);2020;116,2
Gasto medio por unidad de consumo (Euros);TOTAL;Madrid (Comunidad de);2019;215,8
Gasto medio por unidad de consumo (Euros);TOTAL;Madrid (Comunidad de);2018;172,6
Gasto medio por unidad de consumo (Euros);TOTAL;Madrid (Comunidad de);2017;186,1
Gasto medio por unidad de consumo (Euros);TOTAL;Madrid (Comunidad de);2016;181,2
Gasto medio por unidad de consumo (Euros);TOTAL;Madrid (Comunidad de);2015;139,0
Gasto medio por unidad de consumo (Euros);TOTAL;Madrid (Comunidad de);2014;142,1
Gasto medio por unidad de consumo (Euros);TOTAL;Madrid (Comunidad de);2013;156,0
Gasto medio por unidad de consumo (Euros);TOTAL;Madrid (Comunidad de);2012;172,4
Gasto medio por unidad de consumo (Euros);TOTAL;Madrid (Comunidad de);2011;206,7
Gasto medio por unidad de consumo (Euros);TOTAL;Madrid (Comunidad de);2010;201,2
Gasto medio por unidad de consumo (Euros);TOTAL;Madrid (Comunidad de);2009;165,3
Gasto medio por unidad de consumo (Euros);TOTAL;Madrid (Comunidad de);2008;188,2
Gasto medio por unidad de consumo (Euros);TOTAL;Madrid (Comunidad de);2007;174,9
Gasto medio por unidad de consumo (Euros);TOTAL;Madrid (Comunidad de);2006;156,3
Gasto medio por unidad de consumo (Euros);TOTAL;Murcia (Región de);2023;180,1
Gasto medio por unidad de consumo (Euros);TOTAL;Murcia (Región de);2022;175,9
Gasto medio por unidad de consumo (Euros);TOTAL;Murcia (Región de);2021;103,1
Gasto medio por unidad de consumo (Euros);TOTAL;Murcia (Región de);2020;102,4
Gasto medio por unidad de consumo (Euros);TOTAL;Murcia (Región de);2019;179,9
Gasto medio por unidad de consumo (Euros);TOTAL;Murcia (Región de);2018;212,6
Gasto medio por unidad de consumo (Euros);TOTAL;Murcia (Región de);2017;217,9
Gasto medio por unidad de consumo (Euros);TOTAL;Murcia (Región de);2016;145,7
Gasto medio por unidad de consumo (Euros);TOTAL;Murcia (Región de);2015;143,3
Gasto medio por unidad de consumo (Euros);TOTAL;Murcia (Región de);2014;130,3
Gasto medio por unidad de consumo (Euros);TOTAL;Murcia (Región de);2013;121,2
Gasto medio por unidad de consumo (Euros);TOTAL;Murcia (Región de);2012;130,0
Gasto medio por unidad de consumo (Euros);TOTAL;Murcia (Región de);2011;136,4
Gasto medio por unidad de consumo (Euros);TOTAL;Murcia (Región de);2010;118,9
Gasto medio por unidad de consumo (Euros);TOTAL;Murcia (Región de);2009;108,0
Gasto medio por unidad de consumo (Euros);TOTAL;Murcia (Región de);2008;116,5
Gasto medio por unidad de consumo (Euros);TOTAL;Murcia (Región de);2007;147,7
Gasto medio por unidad de consumo (Euros);TOTAL;Murcia (Región de);2006;130,4
Gasto medio por unidad de consumo (Euros);TOTAL;Navarra (Comunidad Foral de);2023;388,7
Gasto medio por unidad de consumo (Euros);TOTAL;Navarra (Comunidad Foral de);2022;321,3
Gasto medio por unidad de consumo (Euros);TOTAL;Navarra (Comunidad Foral de);2021;307,4
Gasto medio por unidad de consumo (Euros);TOTAL;Navarra (Comunidad Foral de);2020;197,6
Gasto medio por unidad de consumo (Euros);TOTAL;Navarra (Comunidad Foral de);2019;271,0
Gasto medio por unidad de consumo (Euros);TOTAL;Navarra (Comunidad Foral de);2018;281,2
Gasto medio por unidad de consumo (Euros);TOTAL;Navarra (Comunidad Foral de);2017;289,4
Gasto medio por unidad de consumo (Euros);TOTAL;Navarra (Comunidad Foral de);2016;216,3
Gasto medio por unidad de consumo (Euros);TOTAL;Navarra (Comunidad Foral de);2015;256,0
Gasto medio por unidad de consumo (Euros);TOTAL;Navarra (Comunidad Foral de);2014;233,9
Gasto medio por unidad de consumo (Euros);TOTAL;Navarra (Comunidad Foral de);2013;258,1
Gasto medio por unidad de consumo (Euros);TOTAL;Navarra (Comunidad Foral de);2012;265,7
Gasto medio por unidad de consumo (Euros);TOTAL;Navarra (Comunidad Foral de);2011;232,6
Gasto medio por unidad de consumo (Euros);TOTAL;Navarra (Comunidad Foral de);2010;231,2
Gasto medio por unidad de consumo (Euros);TOTAL;Navarra (Comunidad Foral de);2009;214,4
Gasto medio por unidad de consumo (Euros);TOTAL;Navarra (Comunidad Foral de);2008;223,8
Gasto medio por unidad de consumo (Euros);TOTAL;Navarra (Comunidad Foral de);2007;258,2
Gasto medio por unidad de consumo (Euros);TOTAL;Navarra (Comunidad Foral de);2006;222,6
Gasto medio por unidad de consumo (Euros);TOTAL;País Vasco;2023;256,4
Gasto medio por unidad de consumo (Euros);TOTAL;País Vasco;2022;217,8
Gasto medio por unidad de consumo (Euros);TOTAL;País Vasco;2021;176,1
Gasto medio por unidad de consumo (Euros);TOTAL;País Vasco;2020;160,2
Gasto medio por unidad de consumo (Euros);TOTAL;País Vasco;2019;183,8
Gasto medio por unidad de consumo (Euros);TOTAL;País Vasco;2018;248,2
Gasto medio por unidad de consumo (Euros);TOTAL;País Vasco;2017;224,0
Gasto medio por unidad de consumo (Euros);TOTAL;País Vasco;2016;205,7
Gasto medio por unidad de consumo (Euros);TOTAL;País Vasco;2015;212,1
Gasto medio por unidad de consumo (Euros);TOTAL;País Vasco;2014;199,1
Gasto medio por unidad de consumo (Euros);TOTAL;País Vasco;2013;215,2
Gasto medio por unidad de consumo (Euros);TOTAL;País Vasco;2012;207,8
Gasto medio por unidad de consumo (Euros);TOTAL;País Vasco;2011;194,8
Gasto medio por unidad de consumo (Euros);TOTAL;País Vasco;2010;201,9
Gasto medio por unidad de consumo (Euros);TOTAL;País Vasco;2009;204,7
Gasto medio por unidad de consumo (Euros);TOTAL;País Vasco;2008;171,1
Gasto medio por unidad de consumo (Euros);TOTAL;País Vasco;2007;195,3
Gasto medio por unidad de consumo (Euros);TOTAL;País Vasco;2006;161,0
Gasto medio por unidad de consumo (Euros);TOTAL;Rioja (La);2023;353,4
Gasto medio por unidad de consumo (Euros);TOTAL;Rioja (La);2022;256,3
Gasto medio por unidad de consumo (Euros);TOTAL;Rioja (La);2021;164,2
Gasto medio por unidad de consumo (Euros);TOTAL;Rioja (La);2020;145,3
Gasto medio por unidad de consumo (Euros);TOTAL;Rioja (La);2019;203,2
Gasto medio por unidad de consumo (Euros);TOTAL;Rioja (La);2018;211,8
Gasto medio por unidad de consumo (Euros);TOTAL;Rioja (La);2017;170,1
Gasto medio por unidad de consumo (Euros);TOTAL;Rioja (La);2016;165,1
Gasto medio por unidad de consumo (Euros);TOTAL;Rioja (La);2015;179,6
Gasto medio por unidad de consumo (Euros);TOTAL;Rioja (La);2014;146,8
Gasto medio por unidad de consumo (Euros);TOTAL;Rioja (La);2013;122,3
Gasto medio por unidad de consumo (Euros);TOTAL;Rioja (La);2012;117,6
Gasto medio por unidad de consumo (Euros);TOTAL;Rioja (La);2011;121,6
Gasto medio por unidad de consumo (Euros);TOTAL;Rioja (La);2010;138,6
Gasto medio por unidad de consumo (Euros);TOTAL;Rioja (La);2009;120,4
Gasto medio por unidad de consumo (Euros);TOTAL;Rioja (La);2008;90,0
Gasto medio por unidad de consumo (Euros);TOTAL;Rioja (La);2007;142,7
Gasto medio por unidad de consumo (Euros);TOTAL;Rioja (La);2006;89,8
Gasto medio por unidad de consumo (Euros);TOTAL;Ceuta y Melilla;2023;..
Gasto medio por unidad de consumo (Euros);TOTAL;Ceuta y Melilla;2022;..
Gasto medio por unidad de consumo (Euros);TOTAL;Ceuta y Melilla;2021;..
Gasto medio por unidad de consumo (Euros);TOTAL;Ceuta y Melilla;2020;..
Gasto medio por unidad de consumo (Euros);TOTAL;Ceuta y Melilla;2019;..
Gasto medio por unidad de consumo (Euros);TOTAL;Ceuta y Melilla;2018;..
Gasto medio por unidad de consumo (Euros);TOTAL;Ceuta y Melilla;2017;..
Gasto medio por unidad de consumo (Euros);TOTAL;Ceuta y Melilla;2016;..
Gasto medio por unidad de consumo (Euros);TOTAL;Ceuta y Melilla;2015;..
Gasto medio por unidad de consumo (Euros);TOTAL;Ceuta y Melilla;2014;..
Gasto medio por unidad de consumo (Euros);TOTAL;Ceuta y Melilla;2013;..
Gasto medio por unidad de consumo (Euros);TOTAL;Ceuta y Melilla;2012;..
Gasto medio por unidad de consumo (Euros);TOTAL;Ceuta y Melilla;2011;..
Gasto medio por unidad de consumo (Euros);TOTAL;Ceuta y Melilla;2010;..
Gasto medio por unidad de consumo (Euros);TOTAL;Ceuta y Melilla;2009;..
Gasto medio por unidad de consumo (Euros);TOTAL;Ceuta y Melilla;2008;..
Gasto medio por unidad de consumo (Euros);TOTAL;Ceuta y Melilla;2007;..
Gasto medio por unidad de consumo (Euros);TOTAL;Ceuta y Melilla;2006;..
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2023;149,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2022;146,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2021;94,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2020;69,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2019;143,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2018;136,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2017;145,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2016;124,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2015;107,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2014;102,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2013;114,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2012;102,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2011;111,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2010;105,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2009;105,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2008;119,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2007;108,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2006;101,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Andalucía;2023;174,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Andalucía;2022;177,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Andalucía;2021;93,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Andalucía;2020;60,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Andalucía;2019;108,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Andalucía;2018;128,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Andalucía;2017;123,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Andalucía;2016;132,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Andalucía;2015;101,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Andalucía;2014;97,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Andalucía;2013;113,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Andalucía;2012;92,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Andalucía;2011;113,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Andalucía;2010;93,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Andalucía;2009;122,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Andalucía;2008;180,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Andalucía;2007;109,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Andalucía;2006;126,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Aragón;2023;210,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Aragón;2022;155,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Aragón;2021;60,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Aragón;2020;123,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Aragón;2019;241,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Aragón;2018;187,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Aragón;2017;143,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Aragón;2016;160,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Aragón;2015;146,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Aragón;2014;152,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Aragón;2013;116,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Aragón;2012;88,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Aragón;2011;102,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Aragón;2010;105,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Aragón;2009;86,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Aragón;2008;100,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Aragón;2007;148,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Aragón;2006;88,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2023;121,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2022;77,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2021;40,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2020;54,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2019;88,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2018;135,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2017;147,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2016;128,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2015;103,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2014;87,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2013;98,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2012;102,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2011;95,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2010;124,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2009;120,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2008;86,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2007;80,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2006;132,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Balears (Illes);2023;139,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Balears (Illes);2022;142,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Balears (Illes);2021;113,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Balears (Illes);2020;102,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Balears (Illes);2019;136,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Balears (Illes);2018;150,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Balears (Illes);2017;145,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Balears (Illes);2016;131,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Balears (Illes);2015;132,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Balears (Illes);2014;145,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Balears (Illes);2013;173,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Balears (Illes);2012;117,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Balears (Illes);2011;117,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Balears (Illes);2010;126,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Balears (Illes);2009;126,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Balears (Illes);2008;154,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Balears (Illes);2007;162,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Balears (Illes);2006;134,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Canarias;2023;120,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Canarias;2022;97,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Canarias;2021;86,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Canarias;2020;28,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Canarias;2019;100,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Canarias;2018;88,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Canarias;2017;87,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Canarias;2016;95,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Canarias;2015;120,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Canarias;2014;89,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Canarias;2013;66,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Canarias;2012;75,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Canarias;2011;76,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Canarias;2010;77,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Canarias;2009;76,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Canarias;2008;77,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Canarias;2007;85,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Canarias;2006;55,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cantabria;2023;132,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cantabria;2022;114,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cantabria;2021;97,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cantabria;2020;46,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cantabria;2019;121,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cantabria;2018;119,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cantabria;2017;177,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cantabria;2016;84,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cantabria;2015;72,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cantabria;2014;72,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cantabria;2013;101,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cantabria;2012;66,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cantabria;2011;84,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cantabria;2010;76,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cantabria;2009;121,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cantabria;2008;90,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cantabria;2007;64,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cantabria;2006;70,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla y León;2023;105,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla y León;2022;148,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla y León;2021;72,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla y León;2020;53,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla y León;2019;129,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla y León;2018;105,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla y León;2017;124,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla y León;2016;113,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla y León;2015;88,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla y León;2014;102,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla y León;2013;140,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla y León;2012;74,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla y León;2011;86,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla y León;2010;104,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla y León;2009;87,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla y León;2008;95,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla y León;2007;73,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla y León;2006;89,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2023;120,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2022;108,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2021;35,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2020;40,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2019;93,9
