Indicador;Grupo de gasto;Comunidad autónoma;periodo;Total
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2011;64,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2010;55,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2009;63,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2008;71,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2007;89,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2006;81,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Extremadura;2023;42,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Extremadura;2022;64,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Extremadura;2021;62,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Extremadura;2020;37,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Extremadura;2019;51,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Extremadura;2018;71,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Extremadura;2017;49,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Extremadura;2016;61,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Extremadura;2015;50,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Extremadura;2014;40,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Extremadura;2013;41,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Extremadura;2012;51,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Extremadura;2011;55,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Extremadura;2010;51,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Extremadura;2009;28,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Extremadura;2008;33,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Extremadura;2007;30,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Extremadura;2006;32,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Galicia;2023;88,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Galicia;2022;110,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Galicia;2021;56,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Galicia;2020;32,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Galicia;2019;60,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Galicia;2018;59,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Galicia;2017;79,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Galicia;2016;70,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Galicia;2015;54,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Galicia;2014;46,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Galicia;2013;37,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Galicia;2012;58,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Galicia;2011;41,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Galicia;2010;34,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Galicia;2009;44,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Galicia;2008;42,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Galicia;2007;53,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Galicia;2006;61,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2023;101,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2022;102,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2021;72,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2020;54,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2019;113,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2018;95,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2017;105,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2016;99,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2015;73,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2014;71,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2013;84,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2012;93,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2011;112,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2010;107,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2009;82,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2008;105,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2007;85,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2006;70,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Murcia (Región de);2023;89,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Murcia (Región de);2022;93,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Murcia (Región de);2021;39,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Murcia (Región de);2020;46,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Murcia (Región de);2019;91,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Murcia (Región de);2018;99,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Murcia (Región de);2017;117,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Murcia (Región de);2016;80,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Murcia (Región de);2015;70,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Murcia (Región de);2014;67,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Murcia (Región de);2013;58,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Murcia (Región de);2012;41,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Murcia (Región de);2011;58,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Murcia (Región de);2010;45,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Murcia (Región de);2009;34,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Murcia (Región de);2008;42,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Murcia (Región de);2007;62,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Murcia (Región de);2006;54,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2023;233,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2022;177,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2021;163,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2020;96,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2019;144,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2018;144,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2017;162,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2016;98,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2015;129,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2014;125,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2013;145,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2012;134,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2011;95,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2010;120,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2009;111,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2008;119,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2007;123,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2006;102,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;País Vasco;2023;112,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;País Vasco;2022;87,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;País Vasco;2021;62,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;País Vasco;2020;62,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;País Vasco;2019;93,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;País Vasco;2018;136,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;País Vasco;2017;114,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;País Vasco;2016;112,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;País Vasco;2015;105,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;País Vasco;2014;106,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;País Vasco;2013;124,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;País Vasco;2012;111,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;País Vasco;2011;92,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;País Vasco;2010;97,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;País Vasco;2009;109,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;País Vasco;2008;80,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;País Vasco;2007;89,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;País Vasco;2006;72,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Rioja (La);2023;205,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Rioja (La);2022;145,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Rioja (La);2021;81,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Rioja (La);2020;61,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Rioja (La);2019;105,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Rioja (La);2018;94,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Rioja (La);2017;84,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Rioja (La);2016;84,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Rioja (La);2015;75,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Rioja (La);2014;78,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Rioja (La);2013;60,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Rioja (La);2012;56,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Rioja (La);2011;58,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Rioja (La);2010;68,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Rioja (La);2009;50,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Rioja (La);2008;42,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Rioja (La);2007;72,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Rioja (La);2006;45,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Ceuta y Melilla;2023;..
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Ceuta y Melilla;2022;..
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Ceuta y Melilla;2021;..
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Ceuta y Melilla;2020;..
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Ceuta y Melilla;2019;..
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Ceuta y Melilla;2018;..
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Ceuta y Melilla;2017;..
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Ceuta y Melilla;2016;..
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Ceuta y Melilla;2015;..
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Ceuta y Melilla;2014;..
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Ceuta y Melilla;2013;..
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Ceuta y Melilla;2012;..
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Ceuta y Melilla;2011;..
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Ceuta y Melilla;2010;..
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Ceuta y Melilla;2009;..
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Ceuta y Melilla;2008;..
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Ceuta y Melilla;2007;..
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Ceuta y Melilla;2006;..
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2023;30,4
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2022;30,9
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2021;29,7
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2020;26,0
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2019;27,9
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2018;27,6
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2017;25,6
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2016;23,5
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2015;24,6
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2014;23,0
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2013;22,3
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2012;28,2
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2011;29,0
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2010;31,6
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2009;29,1
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2008;27,5
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2007;33,6
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2006;27,2
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;Andalucía;2023;14,1
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;Andalucía;2022;26,3
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;Andalucía;2021;23,3
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;Andalucía;2020;18,4
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;Andalucía;2019;17,2
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;Andalucía;2018;23,4
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;Andalucía;2017;23,8
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;Andalucía;2016;21,7
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;Andalucía;2015;20,4
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;Andalucía;2014;18,2
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;Andalucía;2013;19,3
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;Andalucía;2012;25,6
Gasto medio por persona (Euros);Equipos relacionados con los deportes y el ocio;Andalucía;2011;30,0
