Indicador;Grupo de gasto;Tamaño de municipio;periodo;Total
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2013;92,6
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2012;139,7
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2011;138,9
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2010;145,8
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2009;122,8
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2008;134,2
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2007;232,3
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2006;88,0
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2023;366,8
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2022;300,9
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2021;280,9
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2020;265,4
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2019;306,5
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2018;305,9
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2017;261,1
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2016;234,7
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2015;253,5
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2014;203,9
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2013;200,5
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2012;175,4
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2011;335,5
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2010;274,0
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2009;281,2
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2008;293,6
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2007;214,4
TOTAL (Millones de euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2006;260,2
Porcentaje;TOTAL;TOTAL;2023;100,0
Porcentaje;TOTAL;TOTAL;2022;100,0
Porcentaje;TOTAL;TOTAL;2021;100,0
Porcentaje;TOTAL;TOTAL;2020;100,0
Porcentaje;TOTAL;TOTAL;2019;100,0
Porcentaje;TOTAL;TOTAL;2018;100,0
Porcentaje;TOTAL;TOTAL;2017;100,0
Porcentaje;TOTAL;TOTAL;2016;100,0
Porcentaje;TOTAL;TOTAL;2015;100,0
Porcentaje;TOTAL;TOTAL;2014;100,0
Porcentaje;TOTAL;TOTAL;2013;100,0
Porcentaje;TOTAL;TOTAL;2012;100,0
Porcentaje;TOTAL;TOTAL;2011;100,0
Porcentaje;TOTAL;TOTAL;2010;100,0
Porcentaje;TOTAL;TOTAL;2009;100,0
Porcentaje;TOTAL;TOTAL;2008;100,0
Porcentaje;TOTAL;TOTAL;2007;100,0
Porcentaje;TOTAL;TOTAL;2006;100,0
Porcentaje;TOTAL;100.000 o más habitantes;2023;100,0
Porcentaje;TOTAL;100.000 o más habitantes;2022;100,0
Porcentaje;TOTAL;100.000 o más habitantes;2021;100,0
Porcentaje;TOTAL;100.000 o más habitantes;2020;100,0
Porcentaje;TOTAL;100.000 o más habitantes;2019;100,0
Porcentaje;TOTAL;100.000 o más habitantes;2018;100,0
Porcentaje;TOTAL;100.000 o más habitantes;2017;100,0
Porcentaje;TOTAL;100.000 o más habitantes;2016;100,0
Porcentaje;TOTAL;100.000 o más habitantes;2015;100,0
Porcentaje;TOTAL;100.000 o más habitantes;2014;100,0
Porcentaje;TOTAL;100.000 o más habitantes;2013;100,0
Porcentaje;TOTAL;100.000 o más habitantes;2012;100,0
Porcentaje;TOTAL;100.000 o más habitantes;2011;100,0
Porcentaje;TOTAL;100.000 o más habitantes;2010;100,0
Porcentaje;TOTAL;100.000 o más habitantes;2009;100,0
Porcentaje;TOTAL;100.000 o más habitantes;2008;100,0
Porcentaje;TOTAL;100.000 o más habitantes;2007;100,0
Porcentaje;TOTAL;100.000 o más habitantes;2006;100,0
Porcentaje;TOTAL;De 50.000 a 99.999 habitantes;2023;100,0
Porcentaje;TOTAL;De 50.000 a 99.999 habitantes;2022;100,0
Porcentaje;TOTAL;De 50.000 a 99.999 habitantes;2021;100,0
Porcentaje;TOTAL;De 50.000 a 99.999 habitantes;2020;100,0
Porcentaje;TOTAL;De 50.000 a 99.999 habitantes;2019;100,0
Porcentaje;TOTAL;De 50.000 a 99.999 habitantes;2018;100,0
Porcentaje;TOTAL;De 50.000 a 99.999 habitantes;2017;100,0
Porcentaje;TOTAL;De 50.000 a 99.999 habitantes;2016;100,0
Porcentaje;TOTAL;De 50.000 a 99.999 habitantes;2015;100,0
Porcentaje;TOTAL;De 50.000 a 99.999 habitantes;2014;100,0
Porcentaje;TOTAL;De 50.000 a 99.999 habitantes;2013;100,0
Porcentaje;TOTAL;De 50.000 a 99.999 habitantes;2012;100,0
Porcentaje;TOTAL;De 50.000 a 99.999 habitantes;2011;100,0
Porcentaje;TOTAL;De 50.000 a 99.999 habitantes;2010;100,0
Porcentaje;TOTAL;De 50.000 a 99.999 habitantes;2009;100,0
Porcentaje;TOTAL;De 50.000 a 99.999 habitantes;2008;100,0
Porcentaje;TOTAL;De 50.000 a 99.999 habitantes;2007;100,0
Porcentaje;TOTAL;De 50.000 a 99.999 habitantes;2006;100,0
Porcentaje;TOTAL;De 20.000 a 49.999 habitantes;2023;100,0
Porcentaje;TOTAL;De 20.000 a 49.999 habitantes;2022;100,0
Porcentaje;TOTAL;De 20.000 a 49.999 habitantes;2021;100,0
Porcentaje;TOTAL;De 20.000 a 49.999 habitantes;2020;100,0
Porcentaje;TOTAL;De 20.000 a 49.999 habitantes;2019;100,0
Porcentaje;TOTAL;De 20.000 a 49.999 habitantes;2018;100,0
Porcentaje;TOTAL;De 20.000 a 49.999 habitantes;2017;100,0
Porcentaje;TOTAL;De 20.000 a 49.999 habitantes;2016;100,0
Porcentaje;TOTAL;De 20.000 a 49.999 habitantes;2015;100,0
Porcentaje;TOTAL;De 20.000 a 49.999 habitantes;2014;100,0
Porcentaje;TOTAL;De 20.000 a 49.999 habitantes;2013;100,0
Porcentaje;TOTAL;De 20.000 a 49.999 habitantes;2012;100,0
Porcentaje;TOTAL;De 20.000 a 49.999 habitantes;2011;100,0
Porcentaje;TOTAL;De 20.000 a 49.999 habitantes;2010;100,0
Porcentaje;TOTAL;De 20.000 a 49.999 habitantes;2009;100,0
Porcentaje;TOTAL;De 20.000 a 49.999 habitantes;2008;100,0
Porcentaje;TOTAL;De 20.000 a 49.999 habitantes;2007;100,0
Porcentaje;TOTAL;De 20.000 a 49.999 habitantes;2006;100,0
Porcentaje;TOTAL;De 10.000 a 19.999 habitantes;2023;100,0
Porcentaje;TOTAL;De 10.000 a 19.999 habitantes;2022;100,0
Porcentaje;TOTAL;De 10.000 a 19.999 habitantes;2021;100,0
Porcentaje;TOTAL;De 10.000 a 19.999 habitantes;2020;100,0
Porcentaje;TOTAL;De 10.000 a 19.999 habitantes;2019;100,0
Porcentaje;TOTAL;De 10.000 a 19.999 habitantes;2018;100,0
Porcentaje;TOTAL;De 10.000 a 19.999 habitantes;2017;100,0
Porcentaje;TOTAL;De 10.000 a 19.999 habitantes;2016;100,0
Porcentaje;TOTAL;De 10.000 a 19.999 habitantes;2015;100,0
Porcentaje;TOTAL;De 10.000 a 19.999 habitantes;2014;100,0
Porcentaje;TOTAL;De 10.000 a 19.999 habitantes;2013;100,0
Porcentaje;TOTAL;De 10.000 a 19.999 habitantes;2012;100,0
Porcentaje;TOTAL;De 10.000 a 19.999 habitantes;2011;100,0
Porcentaje;TOTAL;De 10.000 a 19.999 habitantes;2010;100,0
Porcentaje;TOTAL;De 10.000 a 19.999 habitantes;2009;100,0
Porcentaje;TOTAL;De 10.000 a 19.999 habitantes;2008;100,0
Porcentaje;TOTAL;De 10.000 a 19.999 habitantes;2007;100,0
Porcentaje;TOTAL;De 10.000 a 19.999 habitantes;2006;100,0
Porcentaje;TOTAL;Menos de 10.000 habitantes;2023;100,0
Porcentaje;TOTAL;Menos de 10.000 habitantes;2022;100,0
Porcentaje;TOTAL;Menos de 10.000 habitantes;2021;100,0
Porcentaje;TOTAL;Menos de 10.000 habitantes;2020;100,0
Porcentaje;TOTAL;Menos de 10.000 habitantes;2019;100,0
Porcentaje;TOTAL;Menos de 10.000 habitantes;2018;100,0
Porcentaje;TOTAL;Menos de 10.000 habitantes;2017;100,0
Porcentaje;TOTAL;Menos de 10.000 habitantes;2016;100,0
Porcentaje;TOTAL;Menos de 10.000 habitantes;2015;100,0
Porcentaje;TOTAL;Menos de 10.000 habitantes;2014;100,0
Porcentaje;TOTAL;Menos de 10.000 habitantes;2013;100,0
Porcentaje;TOTAL;Menos de 10.000 habitantes;2012;100,0
Porcentaje;TOTAL;Menos de 10.000 habitantes;2011;100,0
Porcentaje;TOTAL;Menos de 10.000 habitantes;2010;100,0
Porcentaje;TOTAL;Menos de 10.000 habitantes;2009;100,0
Porcentaje;TOTAL;Menos de 10.000 habitantes;2008;100,0
Porcentaje;TOTAL;Menos de 10.000 habitantes;2007;100,0
Porcentaje;TOTAL;Menos de 10.000 habitantes;2006;100,0
Porcentaje;Servicios recreativos y deportivos;TOTAL;2023;76,9
Porcentaje;Servicios recreativos y deportivos;TOTAL;2022;76,3
Porcentaje;Servicios recreativos y deportivos;TOTAL;2021;68,4
Porcentaje;Servicios recreativos y deportivos;TOTAL;2020;64,5
Porcentaje;Servicios recreativos y deportivos;TOTAL;2019;77,6
Porcentaje;Servicios recreativos y deportivos;TOTAL;2018;76,9
Porcentaje;Servicios recreativos y deportivos;TOTAL;2017;79,2
Porcentaje;Servicios recreativos y deportivos;TOTAL;2016;78,1
Porcentaje;Servicios recreativos y deportivos;TOTAL;2015;74,5
Porcentaje;Servicios recreativos y deportivos;TOTAL;2014;74,9
Porcentaje;Servicios recreativos y deportivos;TOTAL;2013;77,5
Porcentaje;Servicios recreativos y deportivos;TOTAL;2012;70,8
Porcentaje;Servicios recreativos y deportivos;TOTAL;2011;71,9
Porcentaje;Servicios recreativos y deportivos;TOTAL;2010;68,9
Porcentaje;Servicios recreativos y deportivos;TOTAL;2009;70,6
Porcentaje;Servicios recreativos y deportivos;TOTAL;2008;74,2
Porcentaje;Servicios recreativos y deportivos;TOTAL;2007;68,0
Porcentaje;Servicios recreativos y deportivos;TOTAL;2006;71,1
Porcentaje;Servicios recreativos y deportivos;100.000 o más habitantes;2023;81,6
Porcentaje;Servicios recreativos y deportivos;100.000 o más habitantes;2022;77,7
Porcentaje;Servicios recreativos y deportivos;100.000 o más habitantes;2021;73,6
Porcentaje;Servicios recreativos y deportivos;100.000 o más habitantes;2020;73,2
Porcentaje;Servicios recreativos y deportivos;100.000 o más habitantes;2019;80,3
Porcentaje;Servicios recreativos y deportivos;100.000 o más habitantes;2018;80,2
Porcentaje;Servicios recreativos y deportivos;100.000 o más habitantes;2017;82,1
Porcentaje;Servicios recreativos y deportivos;100.000 o más habitantes;2016;80,6
Porcentaje;Servicios recreativos y deportivos;100.000 o más habitantes;2015;76,7
Porcentaje;Servicios recreativos y deportivos;100.000 o más habitantes;2014;76,4
Porcentaje;Servicios recreativos y deportivos;100.000 o más habitantes;2013;79,3
Porcentaje;Servicios recreativos y deportivos;100.000 o más habitantes;2012;74,8
Porcentaje;Servicios recreativos y deportivos;100.000 o más habitantes;2011;78,4
Porcentaje;Servicios recreativos y deportivos;100.000 o más habitantes;2010;74,7
Porcentaje;Servicios recreativos y deportivos;100.000 o más habitantes;2009;73,2
Porcentaje;Servicios recreativos y deportivos;100.000 o más habitantes;2008;76,9
Porcentaje;Servicios recreativos y deportivos;100.000 o más habitantes;2007;72,8
Porcentaje;Servicios recreativos y deportivos;100.000 o más habitantes;2006;73,3
Porcentaje;Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2023;80,3
Porcentaje;Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2022;85,1
Porcentaje;Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2021;73,9
Porcentaje;Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2020;60,0
Porcentaje;Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2019;79,3
Porcentaje;Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2018;82,3
Porcentaje;Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2017;75,8
Porcentaje;Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2016;74,2
Porcentaje;Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2015;79,1
Porcentaje;Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2014;78,1
Porcentaje;Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2013;78,9
Porcentaje;Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2012;73,7
Porcentaje;Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2011;76,2
Porcentaje;Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2010;63,2
Porcentaje;Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2009;74,4
Porcentaje;Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2008;72,0
Porcentaje;Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2007;52,0
Porcentaje;Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2006;65,1
Porcentaje;Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2023;72,4
Porcentaje;Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2022;75,8
Porcentaje;Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2021;66,7
Porcentaje;Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2020;59,7
Porcentaje;Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2019;78,7
Porcentaje;Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2018;77,2
Porcentaje;Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2017;80,9
Porcentaje;Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2016;76,8
Porcentaje;Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2015;75,5
Porcentaje;Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2014;70,7
Porcentaje;Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2013;75,6
Porcentaje;Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2012;55,9
Porcentaje;Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2011;67,2
Porcentaje;Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2010;64,3
Porcentaje;Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2009;66,4
Porcentaje;Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2008;68,0
Porcentaje;Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2007;69,9
Porcentaje;Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2006;70,3
Porcentaje;Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2023;78,9
Porcentaje;Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2022;67,8
Porcentaje;Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2021;53,3
Porcentaje;Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2020;57,0
Porcentaje;Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2019;75,1
Porcentaje;Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2018;69,2
Porcentaje;Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2017;76,0
Porcentaje;Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2016;78,0
Porcentaje;Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2015;69,5
Porcentaje;Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2014;75,1
Porcentaje;Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2013;74,5
Porcentaje;Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2012;70,9
Porcentaje;Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2011;68,8
Porcentaje;Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2010;64,6
Porcentaje;Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2009;70,6
Porcentaje;Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2008;68,5
Porcentaje;Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2007;61,7
Porcentaje;Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2006;82,8
Porcentaje;Servicios recreativos y deportivos;Menos de 10.000 habitantes;2023;65,1
Porcentaje;Servicios recreativos y deportivos;Menos de 10.000 habitantes;2022;71,6
Porcentaje;Servicios recreativos y deportivos;Menos de 10.000 habitantes;2021;60,0
Porcentaje;Servicios recreativos y deportivos;Menos de 10.000 habitantes;2020;53,8
Porcentaje;Servicios recreativos y deportivos;Menos de 10.000 habitantes;2019;69,7
Porcentaje;Servicios recreativos y deportivos;Menos de 10.000 habitantes;2018;68,4
Porcentaje;Servicios recreativos y deportivos;Menos de 10.000 habitantes;2017;75,8
Porcentaje;Servicios recreativos y deportivos;Menos de 10.000 habitantes;2016;76,2
Porcentaje;Servicios recreativos y deportivos;Menos de 10.000 habitantes;2015;66,8
Porcentaje;Servicios recreativos y deportivos;Menos de 10.000 habitantes;2014;71,4
Porcentaje;Servicios recreativos y deportivos;Menos de 10.000 habitantes;2013;74,8
Porcentaje;Servicios recreativos y deportivos;Menos de 10.000 habitantes;2012;73,3
Porcentaje;Servicios recreativos y deportivos;Menos de 10.000 habitantes;2011;56,7
Porcentaje;Servicios recreativos y deportivos;Menos de 10.000 habitantes;2010;64,1
Porcentaje;Servicios recreativos y deportivos;Menos de 10.000 habitantes;2009;65,0
Porcentaje;Servicios recreativos y deportivos;Menos de 10.000 habitantes;2008;76,4
Porcentaje;Servicios recreativos y deportivos;Menos de 10.000 habitantes;2007;69,6
Porcentaje;Servicios recreativos y deportivos;Menos de 10.000 habitantes;2006;60,5
Porcentaje;Equipos relacionados con los deportes y el ocio;TOTAL;2023;23,1
Porcentaje;Equipos relacionados con los deportes y el ocio;TOTAL;2022;23,7
Porcentaje;Equipos relacionados con los deportes y el ocio;TOTAL;2021;31,6
Porcentaje;Equipos relacionados con los deportes y el ocio;TOTAL;2020;35,5
Porcentaje;Equipos relacionados con los deportes y el ocio;TOTAL;2019;22,4
Porcentaje;Equipos relacionados con los deportes y el ocio;TOTAL;2018;23,1
Porcentaje;Equipos relacionados con los deportes y el ocio;TOTAL;2017;20,8
Porcentaje;Equipos relacionados con los deportes y el ocio;TOTAL;2016;21,9
Porcentaje;Equipos relacionados con los deportes y el ocio;TOTAL;2015;25,5
Porcentaje;Equipos relacionados con los deportes y el ocio;TOTAL;2014;25,1
Porcentaje;Equipos relacionados con los deportes y el ocio;TOTAL;2013;22,5
Porcentaje;Equipos relacionados con los deportes y el ocio;TOTAL;2012;29,2
Porcentaje;Equipos relacionados con los deportes y el ocio;TOTAL;2011;28,1
Porcentaje;Equipos relacionados con los deportes y el ocio;TOTAL;2010;31,1
Porcentaje;Equipos relacionados con los deportes y el ocio;TOTAL;2009;29,4
Porcentaje;Equipos relacionados con los deportes y el ocio;TOTAL;2008;25,8
Porcentaje;Equipos relacionados con los deportes y el ocio;TOTAL;2007;32,0
Porcentaje;Equipos relacionados con los deportes y el ocio;TOTAL;2006;28,9
Porcentaje;Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2023;18,4
Porcentaje;Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2022;22,3
Porcentaje;Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2021;26,4
Porcentaje;Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2020;26,8
Porcentaje;Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2019;19,7
Porcentaje;Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2018;19,8
Porcentaje;Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2017;17,9
Porcentaje;Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2016;19,4
Porcentaje;Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2015;23,3
Porcentaje;Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2014;23,6
Porcentaje;Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2013;20,7
Porcentaje;Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2012;25,2
Porcentaje;Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2011;21,6
Porcentaje;Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2010;25,3
Porcentaje;Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2009;26,8
Porcentaje;Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2008;23,1
Porcentaje;Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2007;27,2
Porcentaje;Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2006;26,7
Porcentaje;Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2023;19,7
Porcentaje;Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2022;14,9
Porcentaje;Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2021;26,1
Porcentaje;Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2020;40,0
Porcentaje;Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2019;20,7
Porcentaje;Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2018;17,7
Porcentaje;Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2017;24,2
Porcentaje;Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2016;25,8
Porcentaje;Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2015;20,9
Porcentaje;Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2014;21,9
Porcentaje;Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2013;21,1
Porcentaje;Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2012;26,3
Porcentaje;Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2011;23,8
Porcentaje;Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2010;36,8
Porcentaje;Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2009;25,6
Porcentaje;Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2008;28,0
Porcentaje;Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2007;48,0
Porcentaje;Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2006;34,9
Porcentaje;Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2023;27,6
Porcentaje;Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2022;24,2
Porcentaje;Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2021;33,3
Porcentaje;Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2020;40,3
Porcentaje;Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2019;21,3
Porcentaje;Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2018;22,8
Porcentaje;Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2017;19,1
Porcentaje;Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2016;23,2
Porcentaje;Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2015;24,5
Porcentaje;Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2014;29,3
Porcentaje;Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2013;24,4
Porcentaje;Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2012;44,1
Porcentaje;Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2011;32,8
Porcentaje;Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2010;35,7
Porcentaje;Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2009;33,6
Porcentaje;Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2008;32,0
Porcentaje;Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2007;30,1
Porcentaje;Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2006;29,7
Porcentaje;Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2023;21,1
Porcentaje;Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2022;32,2
Porcentaje;Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2021;46,7
Porcentaje;Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2020;43,0
Porcentaje;Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2019;24,9
Porcentaje;Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2018;30,8
Porcentaje;Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2017;24,0
Porcentaje;Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2016;22,0
Porcentaje;Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2015;30,5
Porcentaje;Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2014;24,9
Porcentaje;Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2013;25,5
Porcentaje;Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2012;29,1
Porcentaje;Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2011;31,2
Porcentaje;Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2010;35,4
Porcentaje;Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2009;29,4
Porcentaje;Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2008;31,5
Porcentaje;Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2007;38,3
Porcentaje;Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2006;17,2
Porcentaje;Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2023;34,9
Porcentaje;Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2022;28,4
Porcentaje;Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2021;40,0
Porcentaje;Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2020;46,2
Porcentaje;Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2019;30,3
