Indicador;Grupo de gasto;Tamaño de municipio;periodo;Total
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2008;41,7
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2007;51,0
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2006;41,3
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2023;37,0
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2022;44,4
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2021;37,1
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2020;32,1
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2019;40,8
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2018;38,0
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2017;33,3
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2016;32,6
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2015;33,9
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2014;33,7
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2013;33,7
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2012;37,5
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2011;35,1
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2010;43,4
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2009;43,1
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2008;36,7
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2007;46,1
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2006;43,2
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2023;44,1
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2022;31,4
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2021;47,9
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2020;34,9
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2019;39,5
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2018;31,3
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2017;51,2
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2016;41,9
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2015;37,9
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2014;37,9
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2013;35,2
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2012;44,0
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2011;44,1
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2010;64,5
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2009;41,1
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2008;40,0
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2007;72,0
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2006;49,6
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2023;52,2
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2022;45,1
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2021;44,8
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2020;43,7
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2019;35,1
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2018;41,0
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2017;35,8
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2016;30,8
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2015;31,8
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2014;36,5
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2013;32,1
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2012;67,5
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2011;52,1
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2010;52,2
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2009;53,6
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2008;49,3
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2007;54,8
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2006;39,2
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2023;43,2
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2022;63,5
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2021;61,5
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2020;52,7
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2019;42,3
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2018;50,0
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2017;36,4
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2016;37,7
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2015;45,5
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2014;29,8
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2013;30,6
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2012;45,5
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2011;45,5
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2010;48,2
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2009;39,7
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2008;43,5
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2007;75,4
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2006;28,6
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2023;56,3
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2022;48,0
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2021;44,8
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2020;42,2
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2019;48,0
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2018;48,1
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2017;41,4
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2016;36,5
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2015;41,0
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2014;33,2
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2013;33,3
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2012;28,7
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2011;52,9
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2010;42,1
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2009;42,7
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2008;45,8
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2007;33,8
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2006;41,0
Gasto medio por persona (Euros);TOTAL;TOTAL;2023;131,8
Gasto medio por persona (Euros);TOTAL;TOTAL;2022;130,4
Gasto medio por persona (Euros);TOTAL;TOTAL;2021;93,9
Gasto medio por persona (Euros);TOTAL;TOTAL;2020;73,2
Gasto medio por persona (Euros);TOTAL;TOTAL;2019;124,4
Gasto medio por persona (Euros);TOTAL;TOTAL;2018;119,4
Gasto medio por persona (Euros);TOTAL;TOTAL;2017;123,4
Gasto medio por persona (Euros);TOTAL;TOTAL;2016;107,1
Gasto medio por persona (Euros);TOTAL;TOTAL;2015;96,7
Gasto medio por persona (Euros);TOTAL;TOTAL;2014;91,6
Gasto medio por persona (Euros);TOTAL;TOTAL;2013;99,0
Gasto medio por persona (Euros);TOTAL;TOTAL;2012;96,5
Gasto medio por persona (Euros);TOTAL;TOTAL;2011;103,2
Gasto medio por persona (Euros);TOTAL;TOTAL;2010;101,7
Gasto medio por persona (Euros);TOTAL;TOTAL;2009;99,1
Gasto medio por persona (Euros);TOTAL;TOTAL;2008;106,7
Gasto medio por persona (Euros);TOTAL;TOTAL;2007;105,1
Gasto medio por persona (Euros);TOTAL;TOTAL;2006;93,9
Gasto medio por persona (Euros);TOTAL;100.000 o más habitantes;2023;137,5
Gasto medio por persona (Euros);TOTAL;100.000 o más habitantes;2022;136,5
Gasto medio por persona (Euros);TOTAL;100.000 o más habitantes;2021;96,3
Gasto medio por persona (Euros);TOTAL;100.000 o más habitantes;2020;81,6
Gasto medio por persona (Euros);TOTAL;100.000 o más habitantes;2019;140,4
Gasto medio por persona (Euros);TOTAL;100.000 o más habitantes;2018;130,8
Gasto medio por persona (Euros);TOTAL;100.000 o más habitantes;2017;126,9
Gasto medio por persona (Euros);TOTAL;100.000 o más habitantes;2016;114,6
Gasto medio por persona (Euros);TOTAL;100.000 o más habitantes;2015;99,0
Gasto medio por persona (Euros);TOTAL;100.000 o más habitantes;2014;96,9
Gasto medio por persona (Euros);TOTAL;100.000 o más habitantes;2013;110,2
Gasto medio por persona (Euros);TOTAL;100.000 o más habitantes;2012;100,9
Gasto medio por persona (Euros);TOTAL;100.000 o más habitantes;2011;109,7
Gasto medio por persona (Euros);TOTAL;100.000 o más habitantes;2010;115,5
Gasto medio por persona (Euros);TOTAL;100.000 o más habitantes;2009;107,4
Gasto medio por persona (Euros);TOTAL;100.000 o más habitantes;2008;106,4
Gasto medio por persona (Euros);TOTAL;100.000 o más habitantes;2007;113,1
Gasto medio por persona (Euros);TOTAL;100.000 o más habitantes;2006;107,4
Gasto medio por persona (Euros);TOTAL;De 50.000 a 99.999 habitantes;2023;151,4
Gasto medio por persona (Euros);TOTAL;De 50.000 a 99.999 habitantes;2022;142,2
Gasto medio por persona (Euros);TOTAL;De 50.000 a 99.999 habitantes;2021;123,7
Gasto medio por persona (Euros);TOTAL;De 50.000 a 99.999 habitantes;2020;58,8
Gasto medio por persona (Euros);TOTAL;De 50.000 a 99.999 habitantes;2019;127,4
Gasto medio por persona (Euros);TOTAL;De 50.000 a 99.999 habitantes;2018;117,7
Gasto medio por persona (Euros);TOTAL;De 50.000 a 99.999 habitantes;2017;141,2
Gasto medio por persona (Euros);TOTAL;De 50.000 a 99.999 habitantes;2016;109,0
Gasto medio por persona (Euros);TOTAL;De 50.000 a 99.999 habitantes;2015;122,5
Gasto medio por persona (Euros);TOTAL;De 50.000 a 99.999 habitantes;2014;115,7
Gasto medio por persona (Euros);TOTAL;De 50.000 a 99.999 habitantes;2013;110,8
Gasto medio por persona (Euros);TOTAL;De 50.000 a 99.999 habitantes;2012;111,0
Gasto medio por persona (Euros);TOTAL;De 50.000 a 99.999 habitantes;2011;122,9
Gasto medio por persona (Euros);TOTAL;De 50.000 a 99.999 habitantes;2010;116,3
Gasto medio por persona (Euros);TOTAL;De 50.000 a 99.999 habitantes;2009;106,0
Gasto medio por persona (Euros);TOTAL;De 50.000 a 99.999 habitantes;2008;94,0
Gasto medio por persona (Euros);TOTAL;De 50.000 a 99.999 habitantes;2007;98,7
Gasto medio por persona (Euros);TOTAL;De 50.000 a 99.999 habitantes;2006;92,5
Gasto medio por persona (Euros);TOTAL;De 20.000 a 49.999 habitantes;2023;126,6
Gasto medio por persona (Euros);TOTAL;De 20.000 a 49.999 habitantes;2022;124,5
Gasto medio por persona (Euros);TOTAL;De 20.000 a 49.999 habitantes;2021;89,6
Gasto medio por persona (Euros);TOTAL;De 20.000 a 49.999 habitantes;2020;72,6
Gasto medio por persona (Euros);TOTAL;De 20.000 a 49.999 habitantes;2019;110,0
Gasto medio por persona (Euros);TOTAL;De 20.000 a 49.999 habitantes;2018;119,4
Gasto medio por persona (Euros);TOTAL;De 20.000 a 49.999 habitantes;2017;124,8
Gasto medio por persona (Euros);TOTAL;De 20.000 a 49.999 habitantes;2016;88,3
Gasto medio por persona (Euros);TOTAL;De 20.000 a 49.999 habitantes;2015;86,3
Gasto medio por persona (Euros);TOTAL;De 20.000 a 49.999 habitantes;2014;82,5
Gasto medio por persona (Euros);TOTAL;De 20.000 a 49.999 habitantes;2013;87,0
Gasto medio por persona (Euros);TOTAL;De 20.000 a 49.999 habitantes;2012;100,6
Gasto medio por persona (Euros);TOTAL;De 20.000 a 49.999 habitantes;2011;104,7
Gasto medio por persona (Euros);TOTAL;De 20.000 a 49.999 habitantes;2010;95,9
Gasto medio por persona (Euros);TOTAL;De 20.000 a 49.999 habitantes;2009;104,5
Gasto medio por persona (Euros);TOTAL;De 20.000 a 49.999 habitantes;2008;100,8
Gasto medio por persona (Euros);TOTAL;De 20.000 a 49.999 habitantes;2007;118,6
Gasto medio por persona (Euros);TOTAL;De 20.000 a 49.999 habitantes;2006;86,5
Gasto medio por persona (Euros);TOTAL;De 10.000 a 19.999 habitantes;2023;136,2
Gasto medio por persona (Euros);TOTAL;De 10.000 a 19.999 habitantes;2022;131,6
Gasto medio por persona (Euros);TOTAL;De 10.000 a 19.999 habitantes;2021;88,3
Gasto medio por persona (Euros);TOTAL;De 10.000 a 19.999 habitantes;2020;82,1
Gasto medio por persona (Euros);TOTAL;De 10.000 a 19.999 habitantes;2019;113,3
Gasto medio por persona (Euros);TOTAL;De 10.000 a 19.999 habitantes;2018;109,0
Gasto medio por persona (Euros);TOTAL;De 10.000 a 19.999 habitantes;2017;100,6
Gasto medio por persona (Euros);TOTAL;De 10.000 a 19.999 habitantes;2016;113,4
Gasto medio por persona (Euros);TOTAL;De 10.000 a 19.999 habitantes;2015;98,2
Gasto medio por persona (Euros);TOTAL;De 10.000 a 19.999 habitantes;2014;79,3
Gasto medio por persona (Euros);TOTAL;De 10.000 a 19.999 habitantes;2013;79,4
Gasto medio por persona (Euros);TOTAL;De 10.000 a 19.999 habitantes;2012;102,5
Gasto medio por persona (Euros);TOTAL;De 10.000 a 19.999 habitantes;2011;95,0
Gasto medio por persona (Euros);TOTAL;De 10.000 a 19.999 habitantes;2010;88,9
Gasto medio por persona (Euros);TOTAL;De 10.000 a 19.999 habitantes;2009;88,1
Gasto medio por persona (Euros);TOTAL;De 10.000 a 19.999 habitantes;2008;89,4
Gasto medio por persona (Euros);TOTAL;De 10.000 a 19.999 habitantes;2007;127,6
Gasto medio por persona (Euros);TOTAL;De 10.000 a 19.999 habitantes;2006;107,3
Gasto medio por persona (Euros);TOTAL;Menos de 10.000 habitantes;2023;109,7
Gasto medio por persona (Euros);TOTAL;Menos de 10.000 habitantes;2022;114,8
Gasto medio por persona (Euros);TOTAL;Menos de 10.000 habitantes;2021;75,5
Gasto medio por persona (Euros);TOTAL;Menos de 10.000 habitantes;2020;61,4
Gasto medio por persona (Euros);TOTAL;Menos de 10.000 habitantes;2019;108,0
Gasto medio por persona (Euros);TOTAL;Menos de 10.000 habitantes;2018;103,3
Gasto medio por persona (Euros);TOTAL;Menos de 10.000 habitantes;2017;115,4
Gasto medio por persona (Euros);TOTAL;Menos de 10.000 habitantes;2016;103,1
Gasto medio por persona (Euros);TOTAL;Menos de 10.000 habitantes;2015;83,2
Gasto medio por persona (Euros);TOTAL;Menos de 10.000 habitantes;2014;78,1
Gasto medio por persona (Euros);TOTAL;Menos de 10.000 habitantes;2013;88,1
Gasto medio por persona (Euros);TOTAL;Menos de 10.000 habitantes;2012;71,4
Gasto medio por persona (Euros);TOTAL;Menos de 10.000 habitantes;2011;81,1
Gasto medio por persona (Euros);TOTAL;Menos de 10.000 habitantes;2010;77,4
Gasto medio por persona (Euros);TOTAL;Menos de 10.000 habitantes;2009;81,1
Gasto medio por persona (Euros);TOTAL;Menos de 10.000 habitantes;2008;127,7
Gasto medio por persona (Euros);TOTAL;Menos de 10.000 habitantes;2007;73,0
Gasto medio por persona (Euros);TOTAL;Menos de 10.000 habitantes;2006;68,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2023;101,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2022;99,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2021;64,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2020;47,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2019;96,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2018;91,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2017;97,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2016;83,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2015;72,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2014;68,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2013;76,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2012;68,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2011;74,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2010;70,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2009;70,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2008;79,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2007;71,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2006;66,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2023;112,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2022;106,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2021;70,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2020;59,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2019;112,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2018;104,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2017;104,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2016;92,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2015;76,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2014;74,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2013;87,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2012;75,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2011;86,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2010;86,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2009;78,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2008;81,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2007;82,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2006;78,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2023;121,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2022;121,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2021;91,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2020;35,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2019;101,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2018;96,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2017;107,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2016;80,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2015;97,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2014;90,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2013;87,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2012;81,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2011;93,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2010;73,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2009;78,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2008;67,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2007;51,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2006;60,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2023;91,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2022;94,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2021;59,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2020;43,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2019;86,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2018;92,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2017;101,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2016;67,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2015;65,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2014;58,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2013;65,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2012;56,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2011;70,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2010;61,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2009;69,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2008;68,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2007;82,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2006;60,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2023;107,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2022;89,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2021;47,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2020;46,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2019;85,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2018;75,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2017;76,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2016;88,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2015;68,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2014;59,6
