Tipo de entidad;Indicador;Comunidad autónoma;periodo;Total
AYUNTAMIENTOS;Porcentaje;Asturias, Principado de;2013;..
AYUNTAMIENTOS;Porcentaje;Asturias, Principado de;2012;2,4
AYUNTAMIENTOS;Porcentaje;Asturias, Principado de;2011;2,5
AYUNTAMIENTOS;Porcentaje;Asturias, Principado de;2010;2,7
AYUNTAMIENTOS;Porcentaje;Balears, Illes;2023;2,6
AYUNTAMIENTOS;Porcentaje;Balears, Illes;2022;2,8
AYUNTAMIENTOS;Porcentaje;Balears, Illes;2021;2,7
AYUNTAMIENTOS;Porcentaje;Balears, Illes;2020;3,1
AYUNTAMIENTOS;Porcentaje;Balears, Illes;2019;2,7
AYUNTAMIENTOS;Porcentaje;Balears, Illes;2018;2,8
AYUNTAMIENTOS;Porcentaje;Balears, Illes;2017;3,1
AYUNTAMIENTOS;Porcentaje;Balears, Illes;2016;2,8
AYUNTAMIENTOS;Porcentaje;Balears, Illes;2015;2,6
AYUNTAMIENTOS;Porcentaje;Balears, Illes;2014;..
AYUNTAMIENTOS;Porcentaje;Balears, Illes;2013;..
AYUNTAMIENTOS;Porcentaje;Balears, Illes;2012;3,1
AYUNTAMIENTOS;Porcentaje;Balears, Illes;2011;2,7
AYUNTAMIENTOS;Porcentaje;Balears, Illes;2010;2,7
AYUNTAMIENTOS;Porcentaje;Canarias;2023;4,0
AYUNTAMIENTOS;Porcentaje;Canarias;2022;3,8
AYUNTAMIENTOS;Porcentaje;Canarias;2021;3,9
AYUNTAMIENTOS;Porcentaje;Canarias;2020;4,0
AYUNTAMIENTOS;Porcentaje;Canarias;2019;3,7
AYUNTAMIENTOS;Porcentaje;Canarias;2018;3,7
AYUNTAMIENTOS;Porcentaje;Canarias;2017;3,6
AYUNTAMIENTOS;Porcentaje;Canarias;2016;3,4
AYUNTAMIENTOS;Porcentaje;Canarias;2015;3,2
AYUNTAMIENTOS;Porcentaje;Canarias;2014;..
AYUNTAMIENTOS;Porcentaje;Canarias;2013;..
AYUNTAMIENTOS;Porcentaje;Canarias;2012;3,3
AYUNTAMIENTOS;Porcentaje;Canarias;2011;3,4
AYUNTAMIENTOS;Porcentaje;Canarias;2010;3,1
AYUNTAMIENTOS;Porcentaje;Cantabria;2023;1,8
AYUNTAMIENTOS;Porcentaje;Cantabria;2022;1,6
AYUNTAMIENTOS;Porcentaje;Cantabria;2021;1,6
AYUNTAMIENTOS;Porcentaje;Cantabria;2020;1,5
AYUNTAMIENTOS;Porcentaje;Cantabria;2019;1,5
AYUNTAMIENTOS;Porcentaje;Cantabria;2018;1,5
AYUNTAMIENTOS;Porcentaje;Cantabria;2017;1,6
AYUNTAMIENTOS;Porcentaje;Cantabria;2016;1,6
AYUNTAMIENTOS;Porcentaje;Cantabria;2015;1,5
AYUNTAMIENTOS;Porcentaje;Cantabria;2014;..
AYUNTAMIENTOS;Porcentaje;Cantabria;2013;..
AYUNTAMIENTOS;Porcentaje;Cantabria;2012;1,6
AYUNTAMIENTOS;Porcentaje;Cantabria;2011;1,5
AYUNTAMIENTOS;Porcentaje;Cantabria;2010;1,4
AYUNTAMIENTOS;Porcentaje;Castilla y León;2023;5,5
AYUNTAMIENTOS;Porcentaje;Castilla y León;2022;5,9
AYUNTAMIENTOS;Porcentaje;Castilla y León;2021;5,4
AYUNTAMIENTOS;Porcentaje;Castilla y León;2020;5,1
AYUNTAMIENTOS;Porcentaje;Castilla y León;2019;5,4
AYUNTAMIENTOS;Porcentaje;Castilla y León;2018;5,3
AYUNTAMIENTOS;Porcentaje;Castilla y León;2017;5,4
AYUNTAMIENTOS;Porcentaje;Castilla y León;2016;5,8
AYUNTAMIENTOS;Porcentaje;Castilla y León;2015;6,1
AYUNTAMIENTOS;Porcentaje;Castilla y León;2014;..
AYUNTAMIENTOS;Porcentaje;Castilla y León;2013;..
AYUNTAMIENTOS;Porcentaje;Castilla y León;2012;4,7
AYUNTAMIENTOS;Porcentaje;Castilla y León;2011;5,0
AYUNTAMIENTOS;Porcentaje;Castilla y León;2010;5,4
AYUNTAMIENTOS;Porcentaje;Castilla-La Mancha;2023;5,0
AYUNTAMIENTOS;Porcentaje;Castilla-La Mancha;2022;4,8
AYUNTAMIENTOS;Porcentaje;Castilla-La Mancha;2021;4,5
AYUNTAMIENTOS;Porcentaje;Castilla-La Mancha;2020;4,3
AYUNTAMIENTOS;Porcentaje;Castilla-La Mancha;2019;4,6
AYUNTAMIENTOS;Porcentaje;Castilla-La Mancha;2018;4,7
AYUNTAMIENTOS;Porcentaje;Castilla-La Mancha;2017;4,7
AYUNTAMIENTOS;Porcentaje;Castilla-La Mancha;2016;4,6
AYUNTAMIENTOS;Porcentaje;Castilla-La Mancha;2015;4,6
AYUNTAMIENTOS;Porcentaje;Castilla-La Mancha;2014;..
AYUNTAMIENTOS;Porcentaje;Castilla-La Mancha;2013;..
AYUNTAMIENTOS;Porcentaje;Castilla-La Mancha;2012;5,2
AYUNTAMIENTOS;Porcentaje;Castilla-La Mancha;2011;5,2
AYUNTAMIENTOS;Porcentaje;Castilla-La Mancha;2010;5,2
AYUNTAMIENTOS;Porcentaje;Cataluña;2023;15,3
AYUNTAMIENTOS;Porcentaje;Cataluña;2022;14,9
AYUNTAMIENTOS;Porcentaje;Cataluña;2021;15,1
AYUNTAMIENTOS;Porcentaje;Cataluña;2020;15,8
AYUNTAMIENTOS;Porcentaje;Cataluña;2019;16,3
AYUNTAMIENTOS;Porcentaje;Cataluña;2018;17,5
AYUNTAMIENTOS;Porcentaje;Cataluña;2017;16,3
AYUNTAMIENTOS;Porcentaje;Cataluña;2016;15,9
AYUNTAMIENTOS;Porcentaje;Cataluña;2015;16,1
AYUNTAMIENTOS;Porcentaje;Cataluña;2014;..
AYUNTAMIENTOS;Porcentaje;Cataluña;2013;..
AYUNTAMIENTOS;Porcentaje;Cataluña;2012;15,5
AYUNTAMIENTOS;Porcentaje;Cataluña;2011;14,8
AYUNTAMIENTOS;Porcentaje;Cataluña;2010;15,2
AYUNTAMIENTOS;Porcentaje;Comunitat Valenciana;2023;10,5
AYUNTAMIENTOS;Porcentaje;Comunitat Valenciana;2022;9,9
AYUNTAMIENTOS;Porcentaje;Comunitat Valenciana;2021;9,6
AYUNTAMIENTOS;Porcentaje;Comunitat Valenciana;2020;9,7
AYUNTAMIENTOS;Porcentaje;Comunitat Valenciana;2019;9,6
AYUNTAMIENTOS;Porcentaje;Comunitat Valenciana;2018;8,8
AYUNTAMIENTOS;Porcentaje;Comunitat Valenciana;2017;9,2
AYUNTAMIENTOS;Porcentaje;Comunitat Valenciana;2016;9,2
AYUNTAMIENTOS;Porcentaje;Comunitat Valenciana;2015;9,6
AYUNTAMIENTOS;Porcentaje;Comunitat Valenciana;2014;..
AYUNTAMIENTOS;Porcentaje;Comunitat Valenciana;2013;..
AYUNTAMIENTOS;Porcentaje;Comunitat Valenciana;2012;9,0
AYUNTAMIENTOS;Porcentaje;Comunitat Valenciana;2011;10,1
AYUNTAMIENTOS;Porcentaje;Comunitat Valenciana;2010;10,4
AYUNTAMIENTOS;Porcentaje;Extremadura;2023;1,8
AYUNTAMIENTOS;Porcentaje;Extremadura;2022;1,8
AYUNTAMIENTOS;Porcentaje;Extremadura;2021;1,8
AYUNTAMIENTOS;Porcentaje;Extremadura;2020;1,7
AYUNTAMIENTOS;Porcentaje;Extremadura;2019;2,0
AYUNTAMIENTOS;Porcentaje;Extremadura;2018;1,9
AYUNTAMIENTOS;Porcentaje;Extremadura;2017;1,7
AYUNTAMIENTOS;Porcentaje;Extremadura;2016;1,6
AYUNTAMIENTOS;Porcentaje;Extremadura;2015;1,7
AYUNTAMIENTOS;Porcentaje;Extremadura;2014;..
AYUNTAMIENTOS;Porcentaje;Extremadura;2013;..
AYUNTAMIENTOS;Porcentaje;Extremadura;2012;1,7
AYUNTAMIENTOS;Porcentaje;Extremadura;2011;1,4
AYUNTAMIENTOS;Porcentaje;Extremadura;2010;1,8
AYUNTAMIENTOS;Porcentaje;Galicia;2023;5,0
AYUNTAMIENTOS;Porcentaje;Galicia;2022;4,6
AYUNTAMIENTOS;Porcentaje;Galicia;2021;4,7
AYUNTAMIENTOS;Porcentaje;Galicia;2020;5,0
AYUNTAMIENTOS;Porcentaje;Galicia;2019;5,3
AYUNTAMIENTOS;Porcentaje;Galicia;2018;5,0
AYUNTAMIENTOS;Porcentaje;Galicia;2017;5,0
AYUNTAMIENTOS;Porcentaje;Galicia;2016;4,8
AYUNTAMIENTOS;Porcentaje;Galicia;2015;5,0
AYUNTAMIENTOS;Porcentaje;Galicia;2014;..
AYUNTAMIENTOS;Porcentaje;Galicia;2013;..
AYUNTAMIENTOS;Porcentaje;Galicia;2012;4,7
AYUNTAMIENTOS;Porcentaje;Galicia;2011;4,7
AYUNTAMIENTOS;Porcentaje;Galicia;2010;4,8
AYUNTAMIENTOS;Porcentaje;Madrid, Comunidad de;2023;15,2
AYUNTAMIENTOS;Porcentaje;Madrid, Comunidad de;2022;16,8
AYUNTAMIENTOS;Porcentaje;Madrid, Comunidad de;2021;17,1
AYUNTAMIENTOS;Porcentaje;Madrid, Comunidad de;2020;16,0
AYUNTAMIENTOS;Porcentaje;Madrid, Comunidad de;2019;15,2
AYUNTAMIENTOS;Porcentaje;Madrid, Comunidad de;2018;15,3
AYUNTAMIENTOS;Porcentaje;Madrid, Comunidad de;2017;16,1
AYUNTAMIENTOS;Porcentaje;Madrid, Comunidad de;2016;15,8
AYUNTAMIENTOS;Porcentaje;Madrid, Comunidad de;2015;15,0
AYUNTAMIENTOS;Porcentaje;Madrid, Comunidad de;2014;..
AYUNTAMIENTOS;Porcentaje;Madrid, Comunidad de;2013;..
AYUNTAMIENTOS;Porcentaje;Madrid, Comunidad de;2012;16,2
AYUNTAMIENTOS;Porcentaje;Madrid, Comunidad de;2011;14,9
AYUNTAMIENTOS;Porcentaje;Madrid, Comunidad de;2010;14,3
AYUNTAMIENTOS;Porcentaje;Murcia, Región de;2023;2,5
AYUNTAMIENTOS;Porcentaje;Murcia, Región de;2022;2,4
AYUNTAMIENTOS;Porcentaje;Murcia, Región de;2021;2,5
AYUNTAMIENTOS;Porcentaje;Murcia, Región de;2020;2,7
AYUNTAMIENTOS;Porcentaje;Murcia, Región de;2019;2,8
AYUNTAMIENTOS;Porcentaje;Murcia, Región de;2018;2,5
AYUNTAMIENTOS;Porcentaje;Murcia, Región de;2017;2,6
AYUNTAMIENTOS;Porcentaje;Murcia, Región de;2016;2,6
AYUNTAMIENTOS;Porcentaje;Murcia, Región de;2015;2,7
AYUNTAMIENTOS;Porcentaje;Murcia, Región de;2014;..
AYUNTAMIENTOS;Porcentaje;Murcia, Región de;2013;..
AYUNTAMIENTOS;Porcentaje;Murcia, Región de;2012;2,8
AYUNTAMIENTOS;Porcentaje;Murcia, Región de;2011;3,1
AYUNTAMIENTOS;Porcentaje;Murcia, Región de;2010;3,1
AYUNTAMIENTOS;Porcentaje;Navarra, Comunidad Foral de;2023;2,5
AYUNTAMIENTOS;Porcentaje;Navarra, Comunidad Foral de;2022;2,3
AYUNTAMIENTOS;Porcentaje;Navarra, Comunidad Foral de;2021;2,5
AYUNTAMIENTOS;Porcentaje;Navarra, Comunidad Foral de;2020;2,8
AYUNTAMIENTOS;Porcentaje;Navarra, Comunidad Foral de;2019;2,5
AYUNTAMIENTOS;Porcentaje;Navarra, Comunidad Foral de;2018;2,1
AYUNTAMIENTOS;Porcentaje;Navarra, Comunidad Foral de;2017;2,0
AYUNTAMIENTOS;Porcentaje;Navarra, Comunidad Foral de;2016;2,0
AYUNTAMIENTOS;Porcentaje;Navarra, Comunidad Foral de;2015;1,8
AYUNTAMIENTOS;Porcentaje;Navarra, Comunidad Foral de;2014;..
AYUNTAMIENTOS;Porcentaje;Navarra, Comunidad Foral de;2013;..
AYUNTAMIENTOS;Porcentaje;Navarra, Comunidad Foral de;2012;1,9
AYUNTAMIENTOS;Porcentaje;Navarra, Comunidad Foral de;2011;2,2
AYUNTAMIENTOS;Porcentaje;Navarra, Comunidad Foral de;2010;2,3
AYUNTAMIENTOS;Porcentaje;País Vasco;2023;7,3
AYUNTAMIENTOS;Porcentaje;País Vasco;2022;7,2
AYUNTAMIENTOS;Porcentaje;País Vasco;2021;7,4
AYUNTAMIENTOS;Porcentaje;País Vasco;2020;7,6
AYUNTAMIENTOS;Porcentaje;País Vasco;2019;7,3
AYUNTAMIENTOS;Porcentaje;País Vasco;2018;7,3
AYUNTAMIENTOS;Porcentaje;País Vasco;2017;7,6
AYUNTAMIENTOS;Porcentaje;País Vasco;2016;8,1
AYUNTAMIENTOS;Porcentaje;País Vasco;2015;8,3
AYUNTAMIENTOS;Porcentaje;País Vasco;2014;..
AYUNTAMIENTOS;Porcentaje;País Vasco;2013;..
AYUNTAMIENTOS;Porcentaje;País Vasco;2012;7,4
AYUNTAMIENTOS;Porcentaje;País Vasco;2011;7,1
AYUNTAMIENTOS;Porcentaje;País Vasco;2010;6,9
AYUNTAMIENTOS;Porcentaje;Rioja, La;2023;0,7
AYUNTAMIENTOS;Porcentaje;Rioja, La;2022;0,9
AYUNTAMIENTOS;Porcentaje;Rioja, La;2021;0,8
AYUNTAMIENTOS;Porcentaje;Rioja, La;2020;1,0
AYUNTAMIENTOS;Porcentaje;Rioja, La;2019;0,8
AYUNTAMIENTOS;Porcentaje;Rioja, La;2018;0,8
AYUNTAMIENTOS;Porcentaje;Rioja, La;2017;0,8
AYUNTAMIENTOS;Porcentaje;Rioja, La;2016;0,8
AYUNTAMIENTOS;Porcentaje;Rioja, La;2015;0,9
AYUNTAMIENTOS;Porcentaje;Rioja, La;2014;..
AYUNTAMIENTOS;Porcentaje;Rioja, La;2013;..
AYUNTAMIENTOS;Porcentaje;Rioja, La;2012;1,0
AYUNTAMIENTOS;Porcentaje;Rioja, La;2011;1,0
AYUNTAMIENTOS;Porcentaje;Rioja, La;2010;1,0
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);TOTAL;2023;2.600.176
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);TOTAL;2022;2.341.891
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);TOTAL;2021;1.985.343
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);TOTAL;2020;1.814.706
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);TOTAL;2019;1.999.332
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);TOTAL;2018;1.864.145
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);TOTAL;2017;1.719.893
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);TOTAL;2016;1.690.501
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);TOTAL;2015;1.684.631
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);TOTAL;2014;..
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);TOTAL;2013;..
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);TOTAL;2012;1.648.151
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);TOTAL;2011;2.012.745
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);TOTAL;2010;2.430.230
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2023;..
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2022;..
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2021;..
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2020;..
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2019;..
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2018;..
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2017;..
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2016;..
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2015;..
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2014;1.439.402
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2013;1.395.758
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2012;..
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2011;..
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2010;..
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Andalucía;2023;386.672
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Andalucía;2022;348.772
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Andalucía;2021;297.261
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Andalucía;2020;256.047
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Andalucía;2019;303.369
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Andalucía;2018;283.616
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Andalucía;2017;251.989
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Andalucía;2016;255.762
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Andalucía;2015;255.833
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Andalucía;2014;252.678
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Andalucía;2013;239.891
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Andalucía;2012;262.879
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Andalucía;2011;349.421
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Andalucía;2010;397.499
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Aragón;2023;69.326
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Aragón;2022;63.715
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Aragón;2021;56.243
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Aragón;2020;49.361
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Aragón;2019;52.272
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Aragón;2018;56.263
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Aragón;2017;48.548
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Aragón;2016;50.608
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Aragón;2015;44.775
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Aragón;2014;38.130
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Aragón;2013;37.854
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Aragón;2012;38.841
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Aragón;2011;40.565
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Aragón;2010;56.035
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2023;66.487
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2022;56.419
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2021;45.602
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2020;46.870
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2019;49.244
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2018;44.663
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2017;44.437
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2016;45.641
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2015;47.737
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2014;45.007
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2013;41.680
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2012;43.308
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2011;55.559
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2010;72.022
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Balears, Illes;2023;77.796
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Balears, Illes;2022;71.441
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Balears, Illes;2021;58.799
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Balears, Illes;2020;62.908
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Balears, Illes;2019;58.844
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Balears, Illes;2018;55.729
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Balears, Illes;2017;57.056
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Balears, Illes;2016;52.032
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Balears, Illes;2015;47.653
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Balears, Illes;2014;48.591
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Balears, Illes;2013;48.669
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Balears, Illes;2012;55.794
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Balears, Illes;2011;57.540
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Balears, Illes;2010;73.962
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Canarias;2023;115.611
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Canarias;2022;98.191
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Canarias;2021;85.601
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Canarias;2020;78.754
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Canarias;2019;82.115
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Canarias;2018;73.213
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Canarias;2017;67.691
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Canarias;2016;61.467
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Canarias;2015;57.982
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Canarias;2014;54.490
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Canarias;2013;50.989
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Canarias;2012;60.760
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Canarias;2011;76.257
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Canarias;2010;85.064
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cantabria;2023;44.876
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cantabria;2022;35.882
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cantabria;2021;31.085
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cantabria;2020;26.918
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cantabria;2019;29.025
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cantabria;2018;27.166
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cantabria;2017;27.433
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cantabria;2016;26.490
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cantabria;2015;23.620
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cantabria;2014;27.344
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cantabria;2013;24.651
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cantabria;2012;24.367
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cantabria;2011;29.610
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cantabria;2010;32.434
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla y León;2023;115.781
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla y León;2022;113.769
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla y León;2021;85.069
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla y León;2020;80.910
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla y León;2019;93.455
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla y León;2018;84.953
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla y León;2017;81.813
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla y León;2016;86.236
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla y León;2015;92.961
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla y León;2014;75.654
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla y León;2013;69.360
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla y León;2012;72.262
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla y León;2011;88.552
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla y León;2010;113.995
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2023;107.016
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2022;87.157
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2021;69.168
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2020;68.005
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2019;76.605
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2018;73.719
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2017;68.198
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2016;64.320
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2015;65.510
