Indicador;Comunidad autónoma;periodo;Total
TOTAL;Cataluña;2023;478.785
TOTAL;Cataluña;2022;422.386
TOTAL;Cataluña;2021;362.055
TOTAL;Cataluña;2020;338.372
TOTAL;Cataluña;2019;392.453
TOTAL;Cataluña;2018;391.106
TOTAL;Cataluña;2017;333.007
TOTAL;Cataluña;2016;312.665
TOTAL;Cataluña;2015;314.891
TOTAL;Cataluña;2014;290.534
TOTAL;Cataluña;2013;284.250
TOTAL;Cataluña;2012;295.310
TOTAL;Cataluña;2011;348.085
TOTAL;Cataluña;2010;441.357
TOTAL;Comunitat Valenciana;2023;339.607
TOTAL;Comunitat Valenciana;2022;288.779
TOTAL;Comunitat Valenciana;2021;235.906
TOTAL;Comunitat Valenciana;2020;214.293
TOTAL;Comunitat Valenciana;2019;236.012
TOTAL;Comunitat Valenciana;2018;199.505
TOTAL;Comunitat Valenciana;2017;187.887
TOTAL;Comunitat Valenciana;2016;182.688
TOTAL;Comunitat Valenciana;2015;187.465
TOTAL;Comunitat Valenciana;2014;164.737
TOTAL;Comunitat Valenciana;2013;153.940
TOTAL;Comunitat Valenciana;2012;173.420
TOTAL;Comunitat Valenciana;2011;249.891
TOTAL;Comunitat Valenciana;2010;311.692
TOTAL;Extremadura;2023;66.355
TOTAL;Extremadura;2022;57.322
TOTAL;Extremadura;2021;48.809
TOTAL;Extremadura;2020;41.981
TOTAL;Extremadura;2019;53.930
TOTAL;Extremadura;2018;51.093
TOTAL;Extremadura;2017;41.429
TOTAL;Extremadura;2016;37.053
TOTAL;Extremadura;2015;38.803
TOTAL;Extremadura;2014;36.542
TOTAL;Extremadura;2013;28.731
TOTAL;Extremadura;2012;35.218
TOTAL;Extremadura;2011;35.339
TOTAL;Extremadura;2010;53.262
TOTAL;Galicia;2023;168.525
TOTAL;Galicia;2022;142.311
TOTAL;Galicia;2021;120.638
TOTAL;Galicia;2020;117.446
TOTAL;Galicia;2019;137.628
TOTAL;Galicia;2018;121.887
TOTAL;Galicia;2017;112.251
TOTAL;Galicia;2016;105.061
TOTAL;Galicia;2015;112.561
TOTAL;Galicia;2014;99.656
TOTAL;Galicia;2013;104.166
TOTAL;Galicia;2012;105.447
TOTAL;Galicia;2011;135.364
TOTAL;Galicia;2010;160.438
TOTAL;Madrid, Comunidad de;2023;465.320
TOTAL;Madrid, Comunidad de;2022;464.479
TOTAL;Madrid, Comunidad de;2021;398.677
TOTAL;Madrid, Comunidad de;2020;334.277
TOTAL;Madrid, Comunidad de;2019;355.873
TOTAL;Madrid, Comunidad de;2018;331.262
TOTAL;Madrid, Comunidad de;2017;319.478
TOTAL;Madrid, Comunidad de;2016;301.993
TOTAL;Madrid, Comunidad de;2015;298.909
TOTAL;Madrid, Comunidad de;2014;283.340
TOTAL;Madrid, Comunidad de;2013;286.026
TOTAL;Madrid, Comunidad de;2012;304.106
TOTAL;Madrid, Comunidad de;2011;344.062
TOTAL;Madrid, Comunidad de;2010;407.162
TOTAL;Murcia, Región de;2023;77.238
TOTAL;Murcia, Región de;2022;67.122
TOTAL;Murcia, Región de;2021;58.865
TOTAL;Murcia, Región de;2020;56.083
TOTAL;Murcia, Región de;2019;64.501
TOTAL;Murcia, Región de;2018;53.259
TOTAL;Murcia, Región de;2017;51.497
TOTAL;Murcia, Región de;2016;50.141
TOTAL;Murcia, Región de;2015;51.271
TOTAL;Murcia, Región de;2014;49.392
TOTAL;Murcia, Región de;2013;46.850
TOTAL;Murcia, Región de;2012;53.438
TOTAL;Murcia, Región de;2011;70.880
TOTAL;Murcia, Región de;2010;89.522
TOTAL;Navarra, Comunidad Foral de;2023;76.085
TOTAL;Navarra, Comunidad Foral de;2022;61.303
TOTAL;Navarra, Comunidad Foral de;2021;58.504
TOTAL;Navarra, Comunidad Foral de;2020;58.856
TOTAL;Navarra, Comunidad Foral de;2019;56.360
TOTAL;Navarra, Comunidad Foral de;2018;44.366
TOTAL;Navarra, Comunidad Foral de;2017;38.757
TOTAL;Navarra, Comunidad Foral de;2016;38.171
TOTAL;Navarra, Comunidad Foral de;2015;34.273
TOTAL;Navarra, Comunidad Foral de;2014;..
TOTAL;Navarra, Comunidad Foral de;2013;..
TOTAL;Navarra, Comunidad Foral de;2012;35.032
TOTAL;Navarra, Comunidad Foral de;2011;51.405
TOTAL;Navarra, Comunidad Foral de;2010;65.408
TOTAL;País Vasco;2023;253.141
TOTAL;País Vasco;2022;225.270
TOTAL;País Vasco;2021;196.579
TOTAL;País Vasco;2020;179.744
TOTAL;País Vasco;2019;193.215
TOTAL;País Vasco;2018;181.088
TOTAL;País Vasco;2017;175.111
TOTAL;País Vasco;2016;185.674
TOTAL;País Vasco;2015;190.958
TOTAL;País Vasco;2014;..
TOTAL;País Vasco;2013;..
TOTAL;País Vasco;2012;168.142
TOTAL;País Vasco;2011;186.741
TOTAL;País Vasco;2010;221.775
TOTAL;Rioja, La;2023;22.578
TOTAL;Rioja, La;2022;23.850
TOTAL;Rioja, La;2021;18.497
TOTAL;Rioja, La;2020;20.658
TOTAL;Rioja, La;2019;19.173
TOTAL;Rioja, La;2018;18.367
TOTAL;Rioja, La;2017;16.784
TOTAL;Rioja, La;2016;15.624
TOTAL;Rioja, La;2015;17.864
TOTAL;Rioja, La;2014;19.732
TOTAL;Rioja, La;2013;16.572
TOTAL;Rioja, La;2012;18.122
TOTAL;Rioja, La;2011;22.675
TOTAL;Rioja, La;2010;27.927
C.I  Gastos de personal;TOTAL;2023;820.188
C.I  Gastos de personal;TOTAL;2022;776.934
C.I  Gastos de personal;TOTAL;2021;737.302
C.I  Gastos de personal;TOTAL;2020;707.571
C.I  Gastos de personal;TOTAL;2019;709.554
C.I  Gastos de personal;TOTAL;2018;684.536
C.I  Gastos de personal;TOTAL;2017;671.148
C.I  Gastos de personal;TOTAL;2016;663.802
C.I  Gastos de personal;TOTAL;2015;607.274
C.I  Gastos de personal;TOTAL;2014;..
C.I  Gastos de personal;TOTAL;2013;..
C.I  Gastos de personal;TOTAL;2012;583.273
C.I  Gastos de personal;TOTAL;2011;647.759
C.I  Gastos de personal;TOTAL;2010;657.725
C.I  Gastos de personal;SUBTOTAL (Sin País Vasco y Navarra);2023;..
C.I  Gastos de personal;SUBTOTAL (Sin País Vasco y Navarra);2022;..
C.I  Gastos de personal;SUBTOTAL (Sin País Vasco y Navarra);2021;..
C.I  Gastos de personal;SUBTOTAL (Sin País Vasco y Navarra);2020;..
C.I  Gastos de personal;SUBTOTAL (Sin País Vasco y Navarra);2019;..
C.I  Gastos de personal;SUBTOTAL (Sin País Vasco y Navarra);2018;..
C.I  Gastos de personal;SUBTOTAL (Sin País Vasco y Navarra);2017;..
C.I  Gastos de personal;SUBTOTAL (Sin País Vasco y Navarra);2016;..
C.I  Gastos de personal;SUBTOTAL (Sin País Vasco y Navarra);2015;..
C.I  Gastos de personal;SUBTOTAL (Sin País Vasco y Navarra);2014;569.240
C.I  Gastos de personal;SUBTOTAL (Sin País Vasco y Navarra);2013;562.039
C.I  Gastos de personal;SUBTOTAL (Sin País Vasco y Navarra);2012;..
C.I  Gastos de personal;SUBTOTAL (Sin País Vasco y Navarra);2011;..
C.I  Gastos de personal;SUBTOTAL (Sin País Vasco y Navarra);2010;..
C.I  Gastos de personal;Andalucía;2023;152.402
C.I  Gastos de personal;Andalucía;2022;144.025
C.I  Gastos de personal;Andalucía;2021;134.580
C.I  Gastos de personal;Andalucía;2020;130.021
C.I  Gastos de personal;Andalucía;2019;133.025
C.I  Gastos de personal;Andalucía;2018;129.926
C.I  Gastos de personal;Andalucía;2017;129.534
C.I  Gastos de personal;Andalucía;2016;125.982
C.I  Gastos de personal;Andalucía;2015;124.251
C.I  Gastos de personal;Andalucía;2014;117.096
C.I  Gastos de personal;Andalucía;2013;114.454
C.I  Gastos de personal;Andalucía;2012;115.677
C.I  Gastos de personal;Andalucía;2011;129.308
C.I  Gastos de personal;Andalucía;2010;132.298
C.I  Gastos de personal;Aragón;2023;27.052
C.I  Gastos de personal;Aragón;2022;26.228
C.I  Gastos de personal;Aragón;2021;24.854
C.I  Gastos de personal;Aragón;2020;23.277
C.I  Gastos de personal;Aragón;2019;23.810
C.I  Gastos de personal;Aragón;2018;22.940
C.I  Gastos de personal;Aragón;2017;22.151
C.I  Gastos de personal;Aragón;2016;22.277
C.I  Gastos de personal;Aragón;2015;18.875
C.I  Gastos de personal;Aragón;2014;11.460
C.I  Gastos de personal;Aragón;2013;11.529
C.I  Gastos de personal;Aragón;2012;10.915
C.I  Gastos de personal;Aragón;2011;12.044
C.I  Gastos de personal;Aragón;2010;12.056
C.I  Gastos de personal;Asturias, Principado de;2023;14.631
C.I  Gastos de personal;Asturias, Principado de;2022;14.213
C.I  Gastos de personal;Asturias, Principado de;2021;13.285
C.I  Gastos de personal;Asturias, Principado de;2020;13.415
C.I  Gastos de personal;Asturias, Principado de;2019;13.167
C.I  Gastos de personal;Asturias, Principado de;2018;13.095
C.I  Gastos de personal;Asturias, Principado de;2017;12.121
C.I  Gastos de personal;Asturias, Principado de;2016;12.201
C.I  Gastos de personal;Asturias, Principado de;2015;11.814
C.I  Gastos de personal;Asturias, Principado de;2014;11.462
C.I  Gastos de personal;Asturias, Principado de;2013;11.035
C.I  Gastos de personal;Asturias, Principado de;2012;10.637
C.I  Gastos de personal;Asturias, Principado de;2011;11.050
C.I  Gastos de personal;Asturias, Principado de;2010;11.271
C.I  Gastos de personal;Balears, Illes;2023;20.053
C.I  Gastos de personal;Balears, Illes;2022;19.584
C.I  Gastos de personal;Balears, Illes;2021;18.440
C.I  Gastos de personal;Balears, Illes;2020;17.986
C.I  Gastos de personal;Balears, Illes;2019;18.053
C.I  Gastos de personal;Balears, Illes;2018;17.738
C.I  Gastos de personal;Balears, Illes;2017;17.654
C.I  Gastos de personal;Balears, Illes;2016;17.391
C.I  Gastos de personal;Balears, Illes;2015;16.820
C.I  Gastos de personal;Balears, Illes;2014;16.074
C.I  Gastos de personal;Balears, Illes;2013;15.712
C.I  Gastos de personal;Balears, Illes;2012;15.455
C.I  Gastos de personal;Balears, Illes;2011;16.888
C.I  Gastos de personal;Balears, Illes;2010;16.489
C.I  Gastos de personal;Canarias;2023;28.506
C.I  Gastos de personal;Canarias;2022;28.113
C.I  Gastos de personal;Canarias;2021;27.762
C.I  Gastos de personal;Canarias;2020;28.059
C.I  Gastos de personal;Canarias;2019;28.533
C.I  Gastos de personal;Canarias;2018;26.976
C.I  Gastos de personal;Canarias;2017;25.347
C.I  Gastos de personal;Canarias;2016;25.184
C.I  Gastos de personal;Canarias;2015;24.935
C.I  Gastos de personal;Canarias;2014;25.617
C.I  Gastos de personal;Canarias;2013;24.906
C.I  Gastos de personal;Canarias;2012;24.864
C.I  Gastos de personal;Canarias;2011;26.200
C.I  Gastos de personal;Canarias;2010;27.758
C.I  Gastos de personal;Cantabria;2023;7.281
C.I  Gastos de personal;Cantabria;2022;7.227
C.I  Gastos de personal;Cantabria;2021;7.035
C.I  Gastos de personal;Cantabria;2020;6.685
C.I  Gastos de personal;Cantabria;2019;7.106
C.I  Gastos de personal;Cantabria;2018;6.827
C.I  Gastos de personal;Cantabria;2017;6.519
C.I  Gastos de personal;Cantabria;2016;6.711
C.I  Gastos de personal;Cantabria;2015;6.248
C.I  Gastos de personal;Cantabria;2014;6.742
C.I  Gastos de personal;Cantabria;2013;6.735
C.I  Gastos de personal;Cantabria;2012;6.606
C.I  Gastos de personal;Cantabria;2011;7.023
C.I  Gastos de personal;Cantabria;2010;6.672
C.I  Gastos de personal;Castilla y León;2023;44.456
C.I  Gastos de personal;Castilla y León;2022;41.936
C.I  Gastos de personal;Castilla y León;2021;38.489
C.I  Gastos de personal;Castilla y León;2020;36.836
C.I  Gastos de personal;Castilla y León;2019;38.398
C.I  Gastos de personal;Castilla y León;2018;37.452
C.I  Gastos de personal;Castilla y León;2017;36.213
C.I  Gastos de personal;Castilla y León;2016;36.417
C.I  Gastos de personal;Castilla y León;2015;35.717
C.I  Gastos de personal;Castilla y León;2014;34.815
C.I  Gastos de personal;Castilla y León;2013;34.833
C.I  Gastos de personal;Castilla y León;2012;33.209
C.I  Gastos de personal;Castilla y León;2011;36.471
C.I  Gastos de personal;Castilla y León;2010;37.912
C.I  Gastos de personal;Castilla-La Mancha;2023;49.701
C.I  Gastos de personal;Castilla-La Mancha;2022;45.777
C.I  Gastos de personal;Castilla-La Mancha;2021;41.644
C.I  Gastos de personal;Castilla-La Mancha;2020;40.608
C.I  Gastos de personal;Castilla-La Mancha;2019;44.063
C.I  Gastos de personal;Castilla-La Mancha;2018;41.353
C.I  Gastos de personal;Castilla-La Mancha;2017;40.209
C.I  Gastos de personal;Castilla-La Mancha;2016;38.858
C.I  Gastos de personal;Castilla-La Mancha;2015;37.610
C.I  Gastos de personal;Castilla-La Mancha;2014;36.366
C.I  Gastos de personal;Castilla-La Mancha;2013;36.309
C.I  Gastos de personal;Castilla-La Mancha;2012;34.372
C.I  Gastos de personal;Castilla-La Mancha;2011;37.907
C.I  Gastos de personal;Castilla-La Mancha;2010;38.392
C.I  Gastos de personal;Cataluña;2023;82.391
C.I  Gastos de personal;Cataluña;2022;76.533
C.I  Gastos de personal;Cataluña;2021;72.627
C.I  Gastos de personal;Cataluña;2020;71.799
C.I  Gastos de personal;Cataluña;2019;71.224
C.I  Gastos de personal;Cataluña;2018;68.125
C.I  Gastos de personal;Cataluña;2017;66.663
C.I  Gastos de personal;Cataluña;2016;65.862
C.I  Gastos de personal;Cataluña;2015;63.340
C.I  Gastos de personal;Cataluña;2014;59.754
C.I  Gastos de personal;Cataluña;2013;59.908
C.I  Gastos de personal;Cataluña;2012;57.264
C.I  Gastos de personal;Cataluña;2011;64.853
C.I  Gastos de personal;Cataluña;2010;64.885
C.I  Gastos de personal;Comunitat Valenciana;2023;71.177
C.I  Gastos de personal;Comunitat Valenciana;2022;66.741
C.I  Gastos de personal;Comunitat Valenciana;2021;64.641
C.I  Gastos de personal;Comunitat Valenciana;2020;62.379
C.I  Gastos de personal;Comunitat Valenciana;2019;60.795
C.I  Gastos de personal;Comunitat Valenciana;2018;60.693
C.I  Gastos de personal;Comunitat Valenciana;2017;57.670
C.I  Gastos de personal;Comunitat Valenciana;2016;56.315
C.I  Gastos de personal;Comunitat Valenciana;2015;53.967
C.I  Gastos de personal;Comunitat Valenciana;2014;51.453
C.I  Gastos de personal;Comunitat Valenciana;2013;50.044
C.I  Gastos de personal;Comunitat Valenciana;2012;48.179
C.I  Gastos de personal;Comunitat Valenciana;2011;56.136
C.I  Gastos de personal;Comunitat Valenciana;2010;52.726
C.I  Gastos de personal;Extremadura;2023;18.999
C.I  Gastos de personal;Extremadura;2022;18.103
C.I  Gastos de personal;Extremadura;2021;17.345
C.I  Gastos de personal;Extremadura;2020;15.904
C.I  Gastos de personal;Extremadura;2019;18.197
C.I  Gastos de personal;Extremadura;2018;16.322
C.I  Gastos de personal;Extremadura;2017;16.077
C.I  Gastos de personal;Extremadura;2016;15.271
C.I  Gastos de personal;Extremadura;2015;14.912
C.I  Gastos de personal;Extremadura;2014;12.623
C.I  Gastos de personal;Extremadura;2013;12.084
C.I  Gastos de personal;Extremadura;2012;11.630
C.I  Gastos de personal;Extremadura;2011;10.609
C.I  Gastos de personal;Extremadura;2010;10.089
C.I  Gastos de personal;Galicia;2023;24.121
C.I  Gastos de personal;Galicia;2022;23.238
C.I  Gastos de personal;Galicia;2021;22.204
C.I  Gastos de personal;Galicia;2020;22.192
C.I  Gastos de personal;Galicia;2019;21.986
C.I  Gastos de personal;Galicia;2018;20.900
C.I  Gastos de personal;Galicia;2017;20.159
C.I  Gastos de personal;Galicia;2016;20.678
C.I  Gastos de personal;Galicia;2015;20.238
C.I  Gastos de personal;Galicia;2014;18.723
C.I  Gastos de personal;Galicia;2013;18.253
C.I  Gastos de personal;Galicia;2012;18.202
C.I  Gastos de personal;Galicia;2011;19.816
C.I  Gastos de personal;Galicia;2010;19.800
C.I  Gastos de personal;Madrid, Comunidad de;2023;216.975
C.I  Gastos de personal;Madrid, Comunidad de;2022;206.413
C.I  Gastos de personal;Madrid, Comunidad de;2021;199.548
C.I  Gastos de personal;Madrid, Comunidad de;2020;184.786
C.I  Gastos de personal;Madrid, Comunidad de;2019;176.064
C.I  Gastos de personal;Madrid, Comunidad de;2018;171.889
C.I  Gastos de personal;Madrid, Comunidad de;2017;171.510
C.I  Gastos de personal;Madrid, Comunidad de;2016;167.443
C.I  Gastos de personal;Madrid, Comunidad de;2015;126.525
C.I  Gastos de personal;Madrid, Comunidad de;2014;151.967
C.I  Gastos de personal;Madrid, Comunidad de;2013;151.274
C.I  Gastos de personal;Madrid, Comunidad de;2012;148.926
C.I  Gastos de personal;Madrid, Comunidad de;2011;167.397
C.I  Gastos de personal;Madrid, Comunidad de;2010;174.117
C.I  Gastos de personal;Murcia, Región de;2023;22.608
C.I  Gastos de personal;Murcia, Región de;2022;20.933
C.I  Gastos de personal;Murcia, Región de;2021;18.848
C.I  Gastos de personal;Murcia, Región de;2020;18.783
C.I  Gastos de personal;Murcia, Región de;2019;18.756
C.I  Gastos de personal;Murcia, Región de;2018;17.773
C.I  Gastos de personal;Murcia, Región de;2017;16.466
C.I  Gastos de personal;Murcia, Región de;2016;16.243
C.I  Gastos de personal;Murcia, Región de;2015;15.275
C.I  Gastos de personal;Murcia, Región de;2014;14.481
C.I  Gastos de personal;Murcia, Región de;2013;14.338
C.I  Gastos de personal;Murcia, Región de;2012;13.769
C.I  Gastos de personal;Murcia, Región de;2011;15.975
C.I  Gastos de personal;Murcia, Región de;2010;16.224
C.I  Gastos de personal;Navarra, Comunidad Foral de;2023;6.250
C.I  Gastos de personal;Navarra, Comunidad Foral de;2022;7.269
C.I  Gastos de personal;Navarra, Comunidad Foral de;2021;6.274
C.I  Gastos de personal;Navarra, Comunidad Foral de;2020;6.091
C.I  Gastos de personal;Navarra, Comunidad Foral de;2019;7.537
C.I  Gastos de personal;Navarra, Comunidad Foral de;2018;6.062
C.I  Gastos de personal;Navarra, Comunidad Foral de;2017;5.703
C.I  Gastos de personal;Navarra, Comunidad Foral de;2016;5.412
C.I  Gastos de personal;Navarra, Comunidad Foral de;2015;4.329
C.I  Gastos de personal;Navarra, Comunidad Foral de;2014;..
C.I  Gastos de personal;Navarra, Comunidad Foral de;2013;..
C.I  Gastos de personal;Navarra, Comunidad Foral de;2012;4.886
C.I  Gastos de personal;Navarra, Comunidad Foral de;2011;4.727
C.I  Gastos de personal;Navarra, Comunidad Foral de;2010;4.725
C.I  Gastos de personal;País Vasco;2023;33.036
C.I  Gastos de personal;País Vasco;2022;30.060
C.I  Gastos de personal;País Vasco;2021;29.087
C.I  Gastos de personal;País Vasco;2020;28.168
C.I  Gastos de personal;País Vasco;2019;28.175
C.I  Gastos de personal;País Vasco;2018;25.841
C.I  Gastos de personal;País Vasco;2017;26.520
C.I  Gastos de personal;País Vasco;2016;30.892
C.I  Gastos de personal;País Vasco;2015;31.771
C.I  Gastos de personal;País Vasco;2014;..
C.I  Gastos de personal;País Vasco;2013;..
C.I  Gastos de personal;País Vasco;2012;27.975
C.I  Gastos de personal;País Vasco;2011;30.540
C.I  Gastos de personal;País Vasco;2010;31.491
C.I  Gastos de personal;Rioja, La;2023;548
C.I  Gastos de personal;Rioja, La;2022;542
C.I  Gastos de personal;Rioja, La;2021;640
C.I  Gastos de personal;Rioja, La;2020;584
C.I  Gastos de personal;Rioja, La;2019;665
C.I  Gastos de personal;Rioja, La;2018;626
C.I  Gastos de personal;Rioja, La;2017;632
C.I  Gastos de personal;Rioja, La;2016;662
C.I  Gastos de personal;Rioja, La;2015;647
C.I  Gastos de personal;Rioja, La;2014;607
C.I  Gastos de personal;Rioja, La;2013;625
C.I  Gastos de personal;Rioja, La;2012;706
C.I  Gastos de personal;Rioja, La;2011;814
C.I  Gastos de personal;Rioja, La;2010;821
C.II Gastos corrientes en bienes y servicios;TOTAL;2023;1.204.709
C.II Gastos corrientes en bienes y servicios;TOTAL;2022;1.063.496
C.II Gastos corrientes en bienes y servicios;TOTAL;2021;860.759
C.II Gastos corrientes en bienes y servicios;TOTAL;2020;761.182
C.II Gastos corrientes en bienes y servicios;TOTAL;2019;911.264
C.II Gastos corrientes en bienes y servicios;TOTAL;2018;867.364
C.II Gastos corrientes en bienes y servicios;TOTAL;2017;827.622
C.II Gastos corrientes en bienes y servicios;TOTAL;2016;793.753
C.II Gastos corrientes en bienes y servicios;TOTAL;2015;791.977
C.II Gastos corrientes en bienes y servicios;TOTAL;2014;..
C.II Gastos corrientes en bienes y servicios;TOTAL;2013;..
C.II Gastos corrientes en bienes y servicios;TOTAL;2012;770.376
C.II Gastos corrientes en bienes y servicios;TOTAL;2011;800.360
C.II Gastos corrientes en bienes y servicios;TOTAL;2010;822.294
C.II Gastos corrientes en bienes y servicios;SUBTOTAL (Sin País Vasco y Navarra);2023;..
C.II Gastos corrientes en bienes y servicios;SUBTOTAL (Sin País Vasco y Navarra);2022;..
C.II Gastos corrientes en bienes y servicios;SUBTOTAL (Sin País Vasco y Navarra);2021;..
C.II Gastos corrientes en bienes y servicios;SUBTOTAL (Sin País Vasco y Navarra);2020;..
C.II Gastos corrientes en bienes y servicios;SUBTOTAL (Sin País Vasco y Navarra);2019;..
C.II Gastos corrientes en bienes y servicios;SUBTOTAL (Sin País Vasco y Navarra);2018;..
C.II Gastos corrientes en bienes y servicios;SUBTOTAL (Sin País Vasco y Navarra);2017;..
C.II Gastos corrientes en bienes y servicios;SUBTOTAL (Sin País Vasco y Navarra);2016;..
C.II Gastos corrientes en bienes y servicios;SUBTOTAL (Sin País Vasco y Navarra);2015;..
