Valores absolutos y porcentaje;Tipo de entidad;Naturaleza económica del gasto;periodo;Total
Porcentaje;AYUNTAMIENTOS;GASTOS DE CAPITAL;2016;14,6
Porcentaje;AYUNTAMIENTOS;GASTOS DE CAPITAL;2015;17,5
Porcentaje;AYUNTAMIENTOS;GASTOS DE CAPITAL;2014;..
Porcentaje;AYUNTAMIENTOS;GASTOS DE CAPITAL;2013;..
Porcentaje;AYUNTAMIENTOS;GASTOS DE CAPITAL;2012;18,1
Porcentaje;AYUNTAMIENTOS;GASTOS DE CAPITAL;2011;28,9
Porcentaje;AYUNTAMIENTOS;GASTOS DE CAPITAL;2010;41,2
Porcentaje;AYUNTAMIENTOS;Inversiones reales;2023;25,5
Porcentaje;AYUNTAMIENTOS;Inversiones reales;2022;24,1
Porcentaje;AYUNTAMIENTOS;Inversiones reales;2021;21,4
Porcentaje;AYUNTAMIENTOS;Inversiones reales;2020;20,0
Porcentaje;AYUNTAMIENTOS;Inversiones reales;2019;22,0
Porcentaje;AYUNTAMIENTOS;Inversiones reales;2018;2,1
Porcentaje;AYUNTAMIENTOS;Inversiones reales;2017;14,8
Porcentaje;AYUNTAMIENTOS;Inversiones reales;2016;13,0
Porcentaje;AYUNTAMIENTOS;Inversiones reales;2015;16,2
Porcentaje;AYUNTAMIENTOS;Inversiones reales;2014;..
Porcentaje;AYUNTAMIENTOS;Inversiones reales;2013;..
Porcentaje;AYUNTAMIENTOS;Inversiones reales;2012;16,6
Porcentaje;AYUNTAMIENTOS;Inversiones reales;2011;27,1
Porcentaje;AYUNTAMIENTOS;Inversiones reales;2010;39,3
Porcentaje;AYUNTAMIENTOS;Transferencias de capital;2023;0,9
Porcentaje;AYUNTAMIENTOS;Transferencias de capital;2022;1,0
Porcentaje;AYUNTAMIENTOS;Transferencias de capital;2021;0,8
Porcentaje;AYUNTAMIENTOS;Transferencias de capital;2020;0,7
Porcentaje;AYUNTAMIENTOS;Transferencias de capital;2019;1,0
Porcentaje;AYUNTAMIENTOS;Transferencias de capital;2018;1,9
Porcentaje;AYUNTAMIENTOS;Transferencias de capital;2017;1,0
Porcentaje;AYUNTAMIENTOS;Transferencias de capital;2016;1,6
Porcentaje;AYUNTAMIENTOS;Transferencias de capital;2015;1,4
Porcentaje;AYUNTAMIENTOS;Transferencias de capital;2014;..
Porcentaje;AYUNTAMIENTOS;Transferencias de capital;2013;..
Porcentaje;AYUNTAMIENTOS;Transferencias de capital;2012;1,5
Porcentaje;AYUNTAMIENTOS;Transferencias de capital;2011;1,8
Porcentaje;AYUNTAMIENTOS;Transferencias de capital;2010;1,9
Porcentaje;AYUNTAMIENTOS;ACTIVOS Y PASIVOS FINANCIEROS;2023;0,0
Porcentaje;AYUNTAMIENTOS;ACTIVOS Y PASIVOS FINANCIEROS;2022;0,0
Porcentaje;AYUNTAMIENTOS;ACTIVOS Y PASIVOS FINANCIEROS;2021;0,0
Porcentaje;AYUNTAMIENTOS;ACTIVOS Y PASIVOS FINANCIEROS;2020;0,1
Porcentaje;AYUNTAMIENTOS;ACTIVOS Y PASIVOS FINANCIEROS;2019;0,1
Porcentaje;AYUNTAMIENTOS;ACTIVOS Y PASIVOS FINANCIEROS;2018;0,2
Porcentaje;AYUNTAMIENTOS;ACTIVOS Y PASIVOS FINANCIEROS;2017;0,2
Porcentaje;AYUNTAMIENTOS;ACTIVOS Y PASIVOS FINANCIEROS;2016;0,4
Porcentaje;AYUNTAMIENTOS;ACTIVOS Y PASIVOS FINANCIEROS;2015;0,4
Porcentaje;AYUNTAMIENTOS;ACTIVOS Y PASIVOS FINANCIEROS;2014;..
Porcentaje;AYUNTAMIENTOS;ACTIVOS Y PASIVOS FINANCIEROS;2013;..
Porcentaje;AYUNTAMIENTOS;ACTIVOS Y PASIVOS FINANCIEROS;2012;0,5
Porcentaje;AYUNTAMIENTOS;ACTIVOS Y PASIVOS FINANCIEROS;2011;0,3
Porcentaje;AYUNTAMIENTOS;ACTIVOS Y PASIVOS FINANCIEROS;2010;0,3
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL (Miles de euros);2023;100,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL (Miles de euros);2022;100,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL (Miles de euros);2021;100,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL (Miles de euros);2020;100,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL (Miles de euros);2019;100,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL (Miles de euros);2018;100,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL (Miles de euros);2017;100,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL (Miles de euros);2016;100,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL (Miles de euros);2015;100,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL (Miles de euros);2014;100,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL (Miles de euros);2013;100,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL (Miles de euros);2012;100,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL (Miles de euros);2011;100,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL (Miles de euros);2010;100,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS CORRIENTES;2023;66,9
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS CORRIENTES;2022;87,9
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS CORRIENTES;2021;64,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS CORRIENTES;2020;63,5
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS CORRIENTES;2019;64,8
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS CORRIENTES;2018;68,6
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS CORRIENTES;2017;70,3
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS CORRIENTES;2016;74,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS CORRIENTES;2015;64,8
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS CORRIENTES;2014;65,6
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS CORRIENTES;2013;67,5
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS CORRIENTES;2012;64,7
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS CORRIENTES;2011;57,2
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS CORRIENTES;2010;55,7
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos de personal;2023;10,5
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos de personal;2022;18,8
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos de personal;2021;11,7
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos de personal;2020;13,3
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos de personal;2019;11,9
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos de personal;2018;11,5
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos de personal;2017;13,4
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos de personal;2016;14,9
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos de personal;2015;13,5
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos de personal;2014;14,7
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos de personal;2013;14,6
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos de personal;2012;14,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos de personal;2011;13,3
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos de personal;2010;13,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos corrientes en bienes y servicios;2023;17,8
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos corrientes en bienes y servicios;2022;25,8
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos corrientes en bienes y servicios;2021;13,3
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos corrientes en bienes y servicios;2020;13,2
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos corrientes en bienes y servicios;2019;17,3
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos corrientes en bienes y servicios;2018;17,2
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos corrientes en bienes y servicios;2017;19,4
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos corrientes en bienes y servicios;2016;20,8
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos corrientes en bienes y servicios;2015;17,8
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos corrientes en bienes y servicios;2014;20,8
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos corrientes en bienes y servicios;2013;18,5
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos corrientes en bienes y servicios;2012;19,1
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos corrientes en bienes y servicios;2011;15,7
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos corrientes en bienes y servicios;2010;15,9
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos financieros;2023;0,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos financieros;2022;0,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos financieros;2021;0,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos financieros;2020;0,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos financieros;2019;0,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos financieros;2018;0,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos financieros;2017;0,3
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos financieros;2016;0,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos financieros;2015;0,6
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos financieros;2014;0,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos financieros;2013;0,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos financieros;2012;0,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos financieros;2011;0,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Gastos financieros;2010;0,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias corrientes;2023;38,6
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias corrientes;2022;43,3
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias corrientes;2021;39,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias corrientes;2020;37,1
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias corrientes;2019;35,6
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias corrientes;2018;34,3
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias corrientes;2017;37,3
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias corrientes;2016;38,3
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias corrientes;2015;32,9
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias corrientes;2014;30,1
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias corrientes;2013;34,4
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias corrientes;2012;31,7
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias corrientes;2011;28,2
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias corrientes;2010;26,9
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS DE CAPITAL;2023;33,1
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS DE CAPITAL;2022;12,1
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS DE CAPITAL;2021;36,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS DE CAPITAL;2020;36,5
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS DE CAPITAL;2019;35,2
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS DE CAPITAL;2018;5,6
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS DE CAPITAL;2017;28,9
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS DE CAPITAL;2016;24,6
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS DE CAPITAL;2015;34,3
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS DE CAPITAL;2014;33,3
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS DE CAPITAL;2013;31,4
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS DE CAPITAL;2012;35,2
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS DE CAPITAL;2011;42,8
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;GASTOS DE CAPITAL;2010;44,1
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Inversiones reales;2023;6,2
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Inversiones reales;2022;9,1
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Inversiones reales;2021;9,2
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Inversiones reales;2020;11,2
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Inversiones reales;2019;6,4
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Inversiones reales;2018;31,4
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Inversiones reales;2017;7,5
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Inversiones reales;2016;4,5
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Inversiones reales;2015;15,3
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Inversiones reales;2014;16,8
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Inversiones reales;2013;17,6
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Inversiones reales;2012;20,7
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Inversiones reales;2011;19,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Inversiones reales;2010;17,9
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias de capital;2023;26,8
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias de capital;2022;3,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias de capital;2021;26,8
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias de capital;2020;25,2
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias de capital;2019;28,8
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias de capital;2018;30,8
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias de capital;2017;21,4
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias de capital;2016;20,2
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias de capital;2015;19,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias de capital;2014;16,6
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias de capital;2013;13,8
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias de capital;2012;14,6
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias de capital;2011;23,8
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;Transferencias de capital;2010;26,2
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;ACTIVOS Y PASIVOS FINANCIEROS;2023;0,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;ACTIVOS Y PASIVOS FINANCIEROS;2022;0,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;ACTIVOS Y PASIVOS FINANCIEROS;2021;0,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;ACTIVOS Y PASIVOS FINANCIEROS;2020;0,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;ACTIVOS Y PASIVOS FINANCIEROS;2019;0,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;ACTIVOS Y PASIVOS FINANCIEROS;2018;0,6
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;ACTIVOS Y PASIVOS FINANCIEROS;2017;0,8
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;ACTIVOS Y PASIVOS FINANCIEROS;2016;1,3
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;ACTIVOS Y PASIVOS FINANCIEROS;2015;0,9
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;ACTIVOS Y PASIVOS FINANCIEROS;2014;1,1
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;ACTIVOS Y PASIVOS FINANCIEROS;2013;1,1
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;ACTIVOS Y PASIVOS FINANCIEROS;2012;0,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;ACTIVOS Y PASIVOS FINANCIEROS;2011;0,0
Porcentaje;DIPUTACIONES, CONSEJOS Y CABILDOS;ACTIVOS Y PASIVOS FINANCIEROS;2010;0,2
