Tipo de indicador;Actividad económica;Sexo;Periodo;Total
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2024. Mes 11;22.611
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2024. Mes 10;22.570
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2024. Mes 09;22.242
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2024. Mes 08;22.058
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2024. Mes 07;22.058
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2024. Mes 06;22.157
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2024. Mes 05;22.030
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2024. Mes 04;21.890
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2024. Mes 03;21.815
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2024. Mes 02;21.617
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2024. Mes 01;21.465
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2023. Mes 12;21.380
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2023. Mes 11;21.292
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2023. Mes 10;21.213
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2023. Mes 09;20.902
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2023. Mes 08;20.635
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2023. Mes 07;20.818
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2023. Mes 06;20.996
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2023. Mes 05;20.822
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2023. Mes 04;20.691
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2023. Mes 03;20.636
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2023. Mes 02;20.506
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2023. Mes 01;20.361
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2022. Mes 12;20.376
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2022. Mes 11;20.225
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2022. Mes 10;20.191
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2022. Mes 09;19.932
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2022. Mes 08;19.745
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2022. Mes 07;19.871
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2022. Mes 06;20.119
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2022. Mes 05;19.965
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2022. Mes 04;19.819
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2022. Mes 03;19.734
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2022. Mes 02;19.590
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2022. Mes 01;19.462
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2021. Mes 12;19.408
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2021. Mes 11;19.295
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2021. Mes 10;19.233
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2021. Mes 09;19.003
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2021. Mes 08;18.921
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2021. Mes 07;18.990
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2021. Mes 06;19.022
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2021. Mes 05;18.704
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2021. Mes 04;18.469
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2021. Mes 03;18.250
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2021. Mes 02;17.946
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2021. Mes 01;17.611
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2020. Mes 12;17.577
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2020. Mes 11;17.508
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2020. Mes 10;17.440
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2020. Mes 09;17.376
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2020. Mes 08;17.414
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2020. Mes 07;17.477
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2020. Mes 06;17.247
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2020. Mes 05;16.845
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2020. Mes 04;16.690
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2020. Mes 03;16.776
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2020. Mes 02;17.094
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2020. Mes 01;16.982
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2019. Mes 12;16.895
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2019. Mes 11;16.840
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2019. Mes 10;16.476
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2019. Mes 09;16.222
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2019. Mes 08;16.511
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2019. Mes 07;16.659
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2019. Mes 06;16.487
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2019. Mes 05;16.365
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2019. Mes 04;16.352
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2019. Mes 03;16.432
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2019. Mes 02;16.293
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2019. Mes 01;16.169
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2025. Mes 12;16.802
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2025. Mes 11;16.757
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2025. Mes 10;16.722
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2025. Mes 09;16.573
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2025. Mes 08;16.364
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2025. Mes 07;16.488
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2025. Mes 06;16.530
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2025. Mes 05;16.485
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2025. Mes 04;16.382
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2025. Mes 03;16.323
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2025. Mes 02;16.245
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2025. Mes 01;16.122
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2024. Mes 12;16.075
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2024. Mes 11;16.021
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2024. Mes 10;15.999
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2024. Mes 09;15.827
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2024. Mes 08;15.723
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2024. Mes 07;15.723
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2024. Mes 06;15.750
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2024. Mes 05;15.627
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2024. Mes 04;15.524
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2024. Mes 03;15.481
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2024. Mes 02;15.346
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2024. Mes 01;15.239
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2023. Mes 12;15.181
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2023. Mes 11;15.106
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2023. Mes 10;15.062
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2023. Mes 09;14.916
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2023. Mes 08;14.753
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2023. Mes 07;14.870
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2023. Mes 06;14.925
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2023. Mes 05;14.784
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2023. Mes 04;14.710
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2023. Mes 03;14.674
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2023. Mes 02;14.588
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2023. Mes 01;14.501
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2022. Mes 12;14.512
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2022. Mes 11;14.383
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2022. Mes 10;14.358
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2022. Mes 09;14.256
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2022. Mes 08;14.139
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2022. Mes 07;14.215
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2022. Mes 06;14.318
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2022. Mes 05;14.186
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2022. Mes 04;14.077
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2022. Mes 03;14.015
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2022. Mes 02;13.915
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2022. Mes 01;13.825
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2021. Mes 12;13.792
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2021. Mes 11;13.674
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2021. Mes 10;13.645
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2021. Mes 09;13.537
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2021. Mes 08;13.519
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2021. Mes 07;13.575
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2021. Mes 06;13.577
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2021. Mes 05;13.334
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2021. Mes 04;13.166
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2021. Mes 03;13.019
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2021. Mes 02;12.785
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2021. Mes 01;12.547
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2020. Mes 12;12.514
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2020. Mes 11;12.473
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2020. Mes 10;12.405
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2020. Mes 09;12.377
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2020. Mes 08;12.401
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2020. Mes 07;12.432
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2020. Mes 06;12.234
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2020. Mes 05;11.920
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2020. Mes 04;11.810
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2020. Mes 03;11.860
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2020. Mes 02;12.069
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2020. Mes 01;11.973
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2019. Mes 12;11.898
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2019. Mes 11;11.867
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2019. Mes 10;11.677
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2019. Mes 09;11.514
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2019. Mes 08;11.706
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2019. Mes 07;11.772
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2019. Mes 06;11.614
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2019. Mes 05;11.521
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2019. Mes 04;11.512
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2019. Mes 03;11.569
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2019. Mes 02;11.477
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Hombres;2019. Mes 01;11.389
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2025. Mes 12;7.078
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2025. Mes 11;7.071
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2025. Mes 10;7.023
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2025. Mes 09;6.845
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2025. Mes 08;6.704
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2025. Mes 07;6.762
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2025. Mes 06;6.823
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2025. Mes 05;6.806
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2025. Mes 04;6.766
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2025. Mes 03;6.704
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2025. Mes 02;6.669
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2025. Mes 01;6.613
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2024. Mes 12;6.583
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2024. Mes 11;6.590
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2024. Mes 10;6.571
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2024. Mes 09;6.415
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2024. Mes 08;6.335
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2024. Mes 07;6.335
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2024. Mes 06;6.407
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2024. Mes 05;6.403
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2024. Mes 04;6.366
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2024. Mes 03;6.334
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2024. Mes 02;6.271
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2024. Mes 01;6.226
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2023. Mes 12;6.199
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2023. Mes 11;6.186
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2023. Mes 10;6.151
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2023. Mes 09;5.986
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2023. Mes 08;5.882
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2023. Mes 07;5.948
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2023. Mes 06;6.071
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2023. Mes 05;6.038
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2023. Mes 04;5.981
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2023. Mes 03;5.962
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2023. Mes 02;5.918
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2023. Mes 01;5.860
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2022. Mes 12;5.864
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2022. Mes 11;5.842
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2022. Mes 10;5.833
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2022. Mes 09;5.676
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2022. Mes 08;5.606
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2022. Mes 07;5.656
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2022. Mes 06;5.801
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2022. Mes 05;5.779
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2022. Mes 04;5.742
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2022. Mes 03;5.719
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2022. Mes 02;5.675
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2022. Mes 01;5.637
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2021. Mes 12;5.616
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2021. Mes 11;5.621
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2021. Mes 10;5.588
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2021. Mes 09;5.466
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2021. Mes 08;5.402
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2021. Mes 07;5.415
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2021. Mes 06;5.445
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2021. Mes 05;5.370
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2021. Mes 04;5.303
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2021. Mes 03;5.231
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2021. Mes 02;5.161
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2021. Mes 01;5.064
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2020. Mes 12;5.063
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2020. Mes 11;5.035
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2020. Mes 10;5.035
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2020. Mes 09;4.999
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2020. Mes 08;5.013
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2020. Mes 07;5.045
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2020. Mes 06;5.013
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2020. Mes 05;4.925
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2020. Mes 04;4.880
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2020. Mes 03;4.916
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2020. Mes 02;5.025
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2020. Mes 01;5.009
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2019. Mes 12;4.997
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2019. Mes 11;4.973
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2019. Mes 10;4.799
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2019. Mes 09;4.708
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2019. Mes 08;4.805
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2019. Mes 07;4.887
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2019. Mes 06;4.873
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2019. Mes 05;4.844
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2019. Mes 04;4.840
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2019. Mes 03;4.863
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2019. Mes 02;4.816
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Mujeres;2019. Mes 01;4.780
