Tipo de indicador;Actividad económica;Sexo;Periodo;Total
Régimen General;85.51 Educación deportiva y recreativa;Total;2019. Mes 10;21.461
Régimen General;85.51 Educación deportiva y recreativa;Total;2019. Mes 09;15.372
Régimen General;85.51 Educación deportiva y recreativa;Total;2019. Mes 08;11.153
Régimen General;85.51 Educación deportiva y recreativa;Total;2019. Mes 07;12.580
Régimen General;85.51 Educación deportiva y recreativa;Total;2019. Mes 06;16.045
Régimen General;85.51 Educación deportiva y recreativa;Total;2019. Mes 05;20.344
Régimen General;85.51 Educación deportiva y recreativa;Total;2019. Mes 04;23.179
Régimen General;85.51 Educación deportiva y recreativa;Total;2019. Mes 03;23.957
Régimen General;85.51 Educación deportiva y recreativa;Total;2019. Mes 02;23.935
Régimen General;85.51 Educación deportiva y recreativa;Total;2019. Mes 01;23.285
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2025. Mes 12;12.708
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2025. Mes 11;12.251
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2025. Mes 10;11.889
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2025. Mes 09;9.417
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2025. Mes 08;8.178
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2025. Mes 07;9.279
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2025. Mes 06;10.534
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2025. Mes 05;11.885
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2025. Mes 04;12.462
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2025. Mes 03;12.631
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2025. Mes 02;12.666
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2025. Mes 01;12.381
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2024. Mes 12;12.220
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2024. Mes 11;11.659
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2024. Mes 10;11.400
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2024. Mes 09;9.133
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2024- Mes 08;7.633
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2024- Mes 07;8.428
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2024. Mes 06;9.781
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2024. Mes 05;10.929
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2024. Mes 04;11.799
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2024. Mes 03;12.177
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2024. Mes 02;11.948
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2024. Mes 01;11.873
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2023. Mes 12;11.634
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2023. Mes 11;11.164
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2023. Mes 10;10.798
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2023. Mes 09;8.460
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2023. Mes 08;6.829
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2023. Mes 07;7.740
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2023. Mes 06;8.664
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2023. Mes 05;10.459
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2023. Mes 04;11.091
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2023. Mes 03;11.218
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2023. Mes 02;11.521
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2023. Mes 01;11.312
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2022. Mes 12;11.140
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2022. Mes 11;10.624
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2022. Mes 10;10.213
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2022. Mes 09;7.733
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2022. Mes 08;6.272
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2022. Mes 07;8.004
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2022. Mes 06;8.445
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2022. Mes 05;9.847
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2022. Mes 04;10.573
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2022. Mes 03;10.784
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2022. Mes 02;10.823
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2022. Mes 01;10.581
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2021. Mes 12;10.421
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2021. Mes 11;10.015
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2021. Mes 10;9.473
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2021. Mes 09;6.961
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2021. Mes 08;5.714
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2021. Mes 07;6.891
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2021. Mes 06;7.325
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2021. Mes 05;8.207
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2021. Mes 04;8.486
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2021. Mes 03;8.566
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2021. Mes 02;8.200
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2021. Mes 01;8.100
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2020. Mes 12;8.075
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2020. Mes 11;7.873
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2020. Mes 10;7.640
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2020. Mes 09;6.109
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2020. Mes 08;5.503
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2020. Mes 07;6.096
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2020. Mes 06;6.489
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2020. Mes 05;8.174
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2020. Mes 04;8.542
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2020. Mes 03;8.901
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2020. Mes 02;11.370
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2020. Mes 01;11.172
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2019. Mes 12;10.911
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2019. Mes 11;10.626
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2019. Mes 10;9.873
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2019. Mes 09;7.133
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2019. Mes 08;5.635
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2019. Mes 07;6.179
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2019. Mes 06;7.600
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2019. Mes 05;9.185
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2019. Mes 04;10.499
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2019. Mes 03;11.001
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2019. Mes 02;11.001
Régimen General;85.51 Educación deportiva y recreativa;Hombres;2019. Mes 01;10.700
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2025. Mes 12;13.809
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2025. Mes 11;13.745
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2025. Mes 10;13.235
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2025. Mes 09;9.927
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2025. Mes 08;7.565
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2025. Mes 07;9.461
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2025. Mes 06;11.302
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2025. Mes 05;13.085
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2025. Mes 04;14.035
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2025. Mes 03;14.337
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2025. Mes 02;14.303
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2025. Mes 01;13.871
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2024. Mes 12;13.952
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2024. Mes 11;13.617
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2024. Mes 10;13.146
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2024. Mes 09;9.783
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2024- Mes 08;7.240
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2024- Mes 07;8.902
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2024. Mes 06;10.552
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2024. Mes 05;12.271
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2024. Mes 04;13.616
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2024. Mes 03;13.837
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2024. Mes 02;13.463
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2024. Mes 01;13.155
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2023. Mes 12;13.043
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2023. Mes 11;12.678
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2023. Mes 10;12.140
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2023. Mes 09;8.908
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2023. Mes 08;6.349
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2023. Mes 07;7.791
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2023. Mes 06;9.130
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2023. Mes 05;11.461
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2023. Mes 04;12.330
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2023. Mes 03;12.332
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2023. Mes 02;12.388
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2023. Mes 01;12.143
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2022. Mes 12;12.023
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2022. Mes 11;11.803
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2022. Mes 10;11.263
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2022. Mes 09;8.269
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2022. Mes 08;5.830
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2022. Mes 07;8.228
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2022. Mes 06;8.882
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2022. Mes 05;10.810
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2022. Mes 04;11.687
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2022. Mes 03;11.724
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2022. Mes 02;11.704
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2022. Mes 01;11.392
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2021. Mes 12;11.120
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2021. Mes 11;11.085
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2021. Mes 10;10.491
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2021. Mes 09;7.443
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2021. Mes 08;5.315
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2021. Mes 07;6.738
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2021. Mes 06;7.328
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2021. Mes 05;8.770
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2021. Mes 04;9.198
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2021. Mes 03;9.152
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2021. Mes 02;8.905
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2021. Mes 01;8.882
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2020. Mes 12;8.831
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2020. Mes 11;8.971
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2020. Mes 10;8.757
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2020. Mes 09;6.936
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2020. Mes 08;5.367
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2020. Mes 07;5.952
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2020. Mes 06;6.882
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2020. Mes 05;9.517
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2020. Mes 04;10.099
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2020. Mes 03;10.451
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2020. Mes 02;12.774
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2020. Mes 01;12.533
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2019. Mes 12;12.249
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2019. Mes 11;12.341
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2019. Mes 10;11.588
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2019. Mes 09;8.239
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2019. Mes 08;5.518
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2019. Mes 07;6.401
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2019. Mes 06;8.445
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2019. Mes 05;11.159
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2019. Mes 04;12.680
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2019. Mes 03;12.956
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2019. Mes 02;12.934
Régimen General;85.51 Educación deportiva y recreativa;Mujeres;2019. Mes 01;12.585
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2025. Mes 12;66.464
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2025. Mes 11;65.522
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2025. Mes 10;64.479
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2025. Mes 09;60.780
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2025. Mes 08;64.754
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2025. Mes 07;66.317
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2025. Mes 06;67.529
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2025. Mes 05;63.183
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2025. Mes 04;62.861
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2025. Mes 03;63.087
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2025. Mes 02;62.385
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2025. Mes 01;61.506
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2024. Mes 12;62.144
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2024. Mes 11;61.350
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2024. Mes 10;60.326
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2024. Mes 09;57.239
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2024- Mes 08;60.729
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2024- Mes 07;62.267
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2024. Mes 06;64.131
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2024. Mes 05;58.715
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2024. Mes 04;59.130
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2024. Mes 03;60.131
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2024. Mes 02;59.381
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2024. Mes 01;58.809
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2023. Mes 12;59.018
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2023. Mes 11;58.422
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2023. Mes 10;58.052
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2023. Mes 09;55.063
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2023. Mes 08;56.705
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2023. Mes 07;59.271
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2023. Mes 06;59.563
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2023. Mes 05;56.411
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2023. Mes 04;57.123
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2023. Mes 03;57.264
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2023. Mes 02;57.126
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2023. Mes 01;56.728
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2022. Mes 12;56.300
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2022. Mes 11;55.494
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2022. Mes 10;54.349
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2022. Mes 09;50.761
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2022. Mes 08;53.114
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2022. Mes 07;56.314
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2022. Mes 06;55.604
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2022. Mes 05;52.503
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2022. Mes 04;53.054
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2022. Mes 03;53.003
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2022. Mes 02;52.997
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2022. Mes 01;52.495
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2021. Mes 12;52.666
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2021. Mes 11;51.877
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2021. Mes 10;51.222
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2021. Mes 09;47.170
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2021. Mes 08;49.467
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2021. Mes 07;52.821
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2021. Mes 06;52.197
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2021. Mes 05;47.799
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2021. Mes 04;47.576
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2021. Mes 03;47.791
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2021. Mes 02;47.330
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2021. Mes 01;47.137
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2020. Mes 12;48.243
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2020. Mes 11;48.125
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2020. Mes 10;48.516
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2020. Mes 09;46.136
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2020. Mes 08;49.001
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2020. Mes 07;50.581
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2020. Mes 06;50.225
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2020. Mes 05;49.922
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2020. Mes 04;50.110
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2020. Mes 03;50.643
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2020. Mes 02;54.314
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2020. Mes 01;53.413
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2019. Mes 12;53.623
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2019. Mes 11;53.374
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2019. Mes 10;51.795
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2019. Mes 09;48.285
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2019. Mes 08;51.406
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2019. Mes 07;52.993
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2019. Mes 06;55.428
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2019. Mes 05;50.819
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2019. Mes 04;51.783
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2019. Mes 03;52.452
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2019. Mes 02;52.161
Régimen General;93.11 Gestión de instalaciones deportivas;Total;2019. Mes 01;51.395
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2025. Mes 12;39.040
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2025. Mes 11;38.554
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2025. Mes 10;37.956
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2025. Mes 09;36.182
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2025. Mes 08;38.979
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2025. Mes 07;39.437
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2025. Mes 06;39.917
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2025. Mes 05;37.224
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2025. Mes 04;36.923
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2025. Mes 03;37.118
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2025. Mes 02;36.680
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2025. Mes 01;36.179
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2024. Mes 12;36.526
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2024. Mes 11;36.155
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2024. Mes 10;35.505
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2024. Mes 09;33.988
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2024- Mes 08;36.546
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2024- Mes 07;37.140
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2024. Mes 06;38.124
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2024. Mes 05;34.702
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2024. Mes 04;34.899
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2024. Mes 03;35.482
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2024. Mes 02;35.049
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2024. Mes 01;34.711
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2023. Mes 12;34.701
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2023. Mes 11;34.399
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2023. Mes 10;34.156
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2023. Mes 09;32.712
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2023. Mes 08;33.936
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2023. Mes 07;35.208
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2023. Mes 06;35.074
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2023. Mes 05;33.123
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2023. Mes 04;33.564
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2023. Mes 03;33.778
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2023. Mes 02;33.657
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2023. Mes 01;33.460
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2022. Mes 12;33.055
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2022. Mes 11;32.629
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2022. Mes 10;31.892
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2022. Mes 09;30.140
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2022. Mes 08;31.797
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2022. Mes 07;33.384
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2022. Mes 06;32.752
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2022. Mes 05;30.977
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2022. Mes 04;31.216
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2022. Mes 03;31.293
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2022. Mes 02;31.272
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2022. Mes 01;30.947
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2021. Mes 12;30.965
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2021. Mes 11;30.537
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2021. Mes 10;30.066
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2021. Mes 09;27.926
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2021. Mes 08;29.422
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2021. Mes 07;31.253
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2021. Mes 06;30.733
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2021. Mes 05;28.132
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2021. Mes 04;27.941
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2021. Mes 03;28.078
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2021. Mes 02;27.793
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2021. Mes 01;27.609
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2020. Mes 12;28.184
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2020. Mes 11;28.053
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2020. Mes 10;28.245
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2020. Mes 09;26.907
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2020. Mes 08;28.861
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2020. Mes 07;29.785
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2020. Mes 06;29.436
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2020. Mes 05;28.984
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2020. Mes 04;29.030
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2020. Mes 03;29.374
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2020. Mes 02;31.518
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2020. Mes 01;31.002
Régimen General;93.11 Gestión de instalaciones deportivas;Hombres;2019. Mes 12;31.001
