Federación;Comunidad autónoma;periodo;Total
Colombófila;Canarias;2018;651
Colombófila;Canarias;2017;677
Colombófila;Canarias;2016;812
Colombófila;Canarias;2015;1.768
Colombófila;Canarias;2014;1.526
Colombófila;Canarias;2013;894
Colombófila;Canarias;2012;546
Colombófila;Canarias;2011;745
Colombófila;Canarias;2010;2.113
Colombófila;Canarias;2009;1.950
Colombófila;Canarias;2008;2.002
Colombófila;Canarias;2007;1.994
Colombófila;Canarias;2006;2.034
Colombófila;Canarias;2005;2.124
Colombófila;Cantabria;2024;82
Colombófila;Cantabria;2023;92
Colombófila;Cantabria;2022;90
Colombófila;Cantabria;2021;95
Colombófila;Cantabria;2020;94
Colombófila;Cantabria;2019;105
Colombófila;Cantabria;2018;107
Colombófila;Cantabria;2017;118
Colombófila;Cantabria;2016;115
Colombófila;Cantabria;2015;127
Colombófila;Cantabria;2014;132
Colombófila;Cantabria;2013;136
Colombófila;Cantabria;2012;137
Colombófila;Cantabria;2011;144
Colombófila;Cantabria;2010;149
Colombófila;Cantabria;2009;146
Colombófila;Cantabria;2008;143
Colombófila;Cantabria;2007;144
Colombófila;Cantabria;2006;143
Colombófila;Cantabria;2005;139
Colombófila;Castilla y León;2024;122
Colombófila;Castilla y León;2023;112
Colombófila;Castilla y León;2022;115
Colombófila;Castilla y León;2021;107
Colombófila;Castilla y León;2020;101
Colombófila;Castilla y León;2019;99
Colombófila;Castilla y León;2018;94
Colombófila;Castilla y León;2017;85
Colombófila;Castilla y León;2016;79
Colombófila;Castilla y León;2015;79
Colombófila;Castilla y León;2014;80
Colombófila;Castilla y León;2013;94
Colombófila;Castilla y León;2012;114
Colombófila;Castilla y León;2011;145
Colombófila;Castilla y León;2010;144
Colombófila;Castilla y León;2009;712
Colombófila;Castilla y León;2008;147
Colombófila;Castilla y León;2007;136
Colombófila;Castilla y León;2006;138
Colombófila;Castilla y León;2005;114
Colombófila;Castilla-La Mancha;2024;82
Colombófila;Castilla-La Mancha;2023;75
Colombófila;Castilla-La Mancha;2022;75
Colombófila;Castilla-La Mancha;2021;75
Colombófila;Castilla-La Mancha;2020;68
Colombófila;Castilla-La Mancha;2019;62
Colombófila;Castilla-La Mancha;2018;70
Colombófila;Castilla-La Mancha;2017;79
Colombófila;Castilla-La Mancha;2016;66
Colombófila;Castilla-La Mancha;2015;52
Colombófila;Castilla-La Mancha;2014;45
Colombófila;Castilla-La Mancha;2013;50
Colombófila;Castilla-La Mancha;2012;48
Colombófila;Castilla-La Mancha;2011;74
Colombófila;Castilla-La Mancha;2010;98
Colombófila;Castilla-La Mancha;2009;107
Colombófila;Castilla-La Mancha;2008;92
Colombófila;Castilla-La Mancha;2007;63
Colombófila;Castilla-La Mancha;2006;73
Colombófila;Castilla-La Mancha;2005;74
Colombófila;Cataluña;2024;54
Colombófila;Cataluña;2023;43
Colombófila;Cataluña;2022;47
Colombófila;Cataluña;2021;81
Colombófila;Cataluña;2020;140
Colombófila;Cataluña;2019;90
Colombófila;Cataluña;2018;70
Colombófila;Cataluña;2017;77
Colombófila;Cataluña;2016;138
Colombófila;Cataluña;2015;370
Colombófila;Cataluña;2014;386
Colombófila;Cataluña;2013;388
Colombófila;Cataluña;2012;223
Colombófila;Cataluña;2011;233
Colombófila;Cataluña;2010;235
Colombófila;Cataluña;2009;242
Colombófila;Cataluña;2008;242
Colombófila;Cataluña;2007;240
Colombófila;Cataluña;2006;221
Colombófila;Cataluña;2005;224
Colombófila;Comunitat Valenciana;2024;303
Colombófila;Comunitat Valenciana;2023;275
Colombófila;Comunitat Valenciana;2022;298
Colombófila;Comunitat Valenciana;2021;280
Colombófila;Comunitat Valenciana;2020;296
Colombófila;Comunitat Valenciana;2019;293
Colombófila;Comunitat Valenciana;2018;291
Colombófila;Comunitat Valenciana;2017;276
Colombófila;Comunitat Valenciana;2016;277
Colombófila;Comunitat Valenciana;2015;267
Colombófila;Comunitat Valenciana;2014;271
Colombófila;Comunitat Valenciana;2013;308
Colombófila;Comunitat Valenciana;2012;312
Colombófila;Comunitat Valenciana;2011;309
Colombófila;Comunitat Valenciana;2010;306
Colombófila;Comunitat Valenciana;2009;295
Colombófila;Comunitat Valenciana;2008;290
Colombófila;Comunitat Valenciana;2007;279
Colombófila;Comunitat Valenciana;2006;281
Colombófila;Comunitat Valenciana;2005;280
Colombófila;Extremadura;2024;43
Colombófila;Extremadura;2023;40
Colombófila;Extremadura;2022;41
Colombófila;Extremadura;2021;52
Colombófila;Extremadura;2020;44
Colombófila;Extremadura;2019;42
Colombófila;Extremadura;2018;46
Colombófila;Extremadura;2017;47
Colombófila;Extremadura;2016;48
Colombófila;Extremadura;2015;51
Colombófila;Extremadura;2014;52
Colombófila;Extremadura;2013;51
Colombófila;Extremadura;2012;53
Colombófila;Extremadura;2011;59
Colombófila;Extremadura;2010;65
Colombófila;Extremadura;2009;69
Colombófila;Extremadura;2008;70
Colombófila;Extremadura;2007;58
Colombófila;Extremadura;2006;67
Colombófila;Extremadura;2005;69
Colombófila;Galicia;2024;215
Colombófila;Galicia;2023;214
Colombófila;Galicia;2022;238
Colombófila;Galicia;2021;244
Colombófila;Galicia;2020;238
Colombófila;Galicia;2019;243
Colombófila;Galicia;2018;256
Colombófila;Galicia;2017;249
Colombófila;Galicia;2016;242
Colombófila;Galicia;2015;474
Colombófila;Galicia;2014;468
Colombófila;Galicia;2013;508
Colombófila;Galicia;2012;272
Colombófila;Galicia;2011;282
Colombófila;Galicia;2010;282
Colombófila;Galicia;2009;272
Colombófila;Galicia;2008;260
Colombófila;Galicia;2007;253
Colombófila;Galicia;2006;244
Colombófila;Galicia;2005;259
Colombófila;Madrid, Comunidad de;2024;150
Colombófila;Madrid, Comunidad de;2023;161
Colombófila;Madrid, Comunidad de;2022;176
Colombófila;Madrid, Comunidad de;2021;177
Colombófila;Madrid, Comunidad de;2020;161
Colombófila;Madrid, Comunidad de;2019;171
Colombófila;Madrid, Comunidad de;2018;161
Colombófila;Madrid, Comunidad de;2017;141
Colombófila;Madrid, Comunidad de;2016;140
Colombófila;Madrid, Comunidad de;2015;180
Colombófila;Madrid, Comunidad de;2014;158
Colombófila;Madrid, Comunidad de;2013;79
Colombófila;Madrid, Comunidad de;2012;84
Colombófila;Madrid, Comunidad de;2011;217
Colombófila;Madrid, Comunidad de;2010;144
Colombófila;Madrid, Comunidad de;2009;176
Colombófila;Madrid, Comunidad de;2008;139
Colombófila;Madrid, Comunidad de;2007;112
Colombófila;Madrid, Comunidad de;2006;103
Colombófila;Madrid, Comunidad de;2005;103
Colombófila;Murcia, Región de;2024;102
Colombófila;Murcia, Región de;2023;91
Colombófila;Murcia, Región de;2022;91
Colombófila;Murcia, Región de;2021;99
Colombófila;Murcia, Región de;2020;89
Colombófila;Murcia, Región de;2019;87
Colombófila;Murcia, Región de;2018;82
Colombófila;Murcia, Región de;2017;88
Colombófila;Murcia, Región de;2016;93
Colombófila;Murcia, Región de;2015;93
Colombófila;Murcia, Región de;2014;102
Colombófila;Murcia, Región de;2013;95
Colombófila;Murcia, Región de;2012;94
Colombófila;Murcia, Región de;2011;95
Colombófila;Murcia, Región de;2010;97
Colombófila;Murcia, Región de;2009;109
Colombófila;Murcia, Región de;2008;124
Colombófila;Murcia, Región de;2007;114
Colombófila;Murcia, Región de;2006;109
Colombófila;Murcia, Región de;2005;114
Colombófila;Navarra, Comunidad Foral de;2024;9
Colombófila;Navarra, Comunidad Foral de;2023;0
Colombófila;Navarra, Comunidad Foral de;2022;0
Colombófila;Navarra, Comunidad Foral de;2021;0
Colombófila;Navarra, Comunidad Foral de;2020;0
Colombófila;Navarra, Comunidad Foral de;2019;0
Colombófila;Navarra, Comunidad Foral de;2018;0
Colombófila;Navarra, Comunidad Foral de;2017;0
Colombófila;Navarra, Comunidad Foral de;2016;0
Colombófila;Navarra, Comunidad Foral de;2015;0
Colombófila;Navarra, Comunidad Foral de;2014;0
Colombófila;Navarra, Comunidad Foral de;2013;0
Colombófila;Navarra, Comunidad Foral de;2012;0
Colombófila;Navarra, Comunidad Foral de;2011;4
Colombófila;Navarra, Comunidad Foral de;2010;1
Colombófila;Navarra, Comunidad Foral de;2009;2
Colombófila;Navarra, Comunidad Foral de;2008;1
Colombófila;Navarra, Comunidad Foral de;2007;0
Colombófila;Navarra, Comunidad Foral de;2006;0
Colombófila;Navarra, Comunidad Foral de;2005;0
Colombófila;País Vasco;2024;62
Colombófila;País Vasco;2023;61
Colombófila;País Vasco;2022;54
Colombófila;País Vasco;2021;66
Colombófila;País Vasco;2020;62
Colombófila;País Vasco;2019;60
Colombófila;País Vasco;2018;62
Colombófila;País Vasco;2017;60
Colombófila;País Vasco;2016;65
Colombófila;País Vasco;2015;59
Colombófila;País Vasco;2014;60
Colombófila;País Vasco;2013;61
Colombófila;País Vasco;2012;66
Colombófila;País Vasco;2011;63
Colombófila;País Vasco;2010;61
Colombófila;País Vasco;2009;70
Colombófila;País Vasco;2008;72
Colombófila;País Vasco;2007;69
Colombófila;País Vasco;2006;71
Colombófila;País Vasco;2005;75
Colombófila;Rioja, La;2024;0
Colombófila;Rioja, La;2023;0
Colombófila;Rioja, La;2022;0
Colombófila;Rioja, La;2021;0
Colombófila;Rioja, La;2020;0
Colombófila;Rioja, La;2019;0
Colombófila;Rioja, La;2018;0
Colombófila;Rioja, La;2017;0
Colombófila;Rioja, La;2016;0
Colombófila;Rioja, La;2015;0
Colombófila;Rioja, La;2014;0
Colombófila;Rioja, La;2013;0
Colombófila;Rioja, La;2012;0
Colombófila;Rioja, La;2011;2
Colombófila;Rioja, La;2010;2
Colombófila;Rioja, La;2009;5
Colombófila;Rioja, La;2008;5
Colombófila;Rioja, La;2007;0
Colombófila;Rioja, La;2006;0
Colombófila;Rioja, La;2005;0
Colombófila;Ceuta;2024;0
Colombófila;Ceuta;2023;0
Colombófila;Ceuta;2022;0
Colombófila;Ceuta;2021;0
Colombófila;Ceuta;2020;0
Colombófila;Ceuta;2019;0
Colombófila;Ceuta;2018;0
Colombófila;Ceuta;2017;0
Colombófila;Ceuta;2016;0
Colombófila;Ceuta;2015;0
Colombófila;Ceuta;2014;0
Colombófila;Ceuta;2013;0
Colombófila;Ceuta;2012;0
Colombófila;Ceuta;2011;1
Colombófila;Ceuta;2010;0
Colombófila;Ceuta;2009;0
Colombófila;Ceuta;2008;0
Colombófila;Ceuta;2007;0
Colombófila;Ceuta;2006;0
Colombófila;Ceuta;2005;0
Colombófila;Melilla;2024;0
Colombófila;Melilla;2023;0
Colombófila;Melilla;2022;0
Colombófila;Melilla;2021;0
Colombófila;Melilla;2020;0
Colombófila;Melilla;2019;0
Colombófila;Melilla;2018;0
Colombófila;Melilla;2017;0
Colombófila;Melilla;2016;0
Colombófila;Melilla;2015;0
Colombófila;Melilla;2014;0
Colombófila;Melilla;2013;0
Colombófila;Melilla;2012;0
Colombófila;Melilla;2011;0
Colombófila;Melilla;2010;0
Colombófila;Melilla;2009;0
Colombófila;Melilla;2008;0
Colombófila;Melilla;2007;0
Colombófila;Melilla;2006;0
Colombófila;Melilla;2005;0
Colombófila;Sin territorializar;2024;153
Colombófila;Sin territorializar;2023;160
Colombófila;Sin territorializar;2022;166
Colombófila;Sin territorializar;2021;147
Colombófila;Sin territorializar;2020;0
Colombófila;Sin territorializar;2019;0
Colombófila;Sin territorializar;2018;0
Colombófila;Sin territorializar;2017;0
Colombófila;Sin territorializar;2016;0
Colombófila;Sin territorializar;2015;0
Colombófila;Sin territorializar;2014;0
Colombófila;Sin territorializar;2013;0
Colombófila;Sin territorializar;2012;0
Colombófila;Sin territorializar;2011;0
Colombófila;Sin territorializar;2010;0
Colombófila;Sin territorializar;2009;0
Colombófila;Sin territorializar;2008;0
Colombófila;Sin territorializar;2007;0
Colombófila;Sin territorializar;2006;0
Colombófila;Sin territorializar;2005;0
Deporte Discapacidad Física;TOTAL;2024;1.900
Deporte Discapacidad Física;TOTAL;2023;1.885
Deporte Discapacidad Física;TOTAL;2022;1.853
Deporte Discapacidad Física;TOTAL;2021;1.694
Deporte Discapacidad Física;TOTAL;2020;1.608
Deporte Discapacidad Física;TOTAL;2019;1.687
Deporte Discapacidad Física;TOTAL;2018;1.543
Deporte Discapacidad Física;TOTAL;2017;1.567
Deporte Discapacidad Física;TOTAL;2016;1.632
Deporte Discapacidad Física;TOTAL;2015;2.156
Deporte Discapacidad Física;TOTAL;2014;1.883
Deporte Discapacidad Física;TOTAL;2013;2.206
Deporte Discapacidad Física;TOTAL;2012;2.231
Deporte Discapacidad Física;TOTAL;2011;4.031
Deporte Discapacidad Física;TOTAL;2010;7.591
Deporte Discapacidad Física;TOTAL;2009;7.017
Deporte Discapacidad Física;TOTAL;2008;3.970
Deporte Discapacidad Física;TOTAL;2007;7.185
Deporte Discapacidad Física;TOTAL;2006;6.804
Deporte Discapacidad Física;TOTAL;2005;5.829
Deporte Discapacidad Física;Andalucía;2024;195
Deporte Discapacidad Física;Andalucía;2023;221
Deporte Discapacidad Física;Andalucía;2022;228
Deporte Discapacidad Física;Andalucía;2021;219
Deporte Discapacidad Física;Andalucía;2020;188
Deporte Discapacidad Física;Andalucía;2019;207
Deporte Discapacidad Física;Andalucía;2018;214
Deporte Discapacidad Física;Andalucía;2017;170
Deporte Discapacidad Física;Andalucía;2016;172
Deporte Discapacidad Física;Andalucía;2015;124
Deporte Discapacidad Física;Andalucía;2014;198
Deporte Discapacidad Física;Andalucía;2013;175
Deporte Discapacidad Física;Andalucía;2012;151
Deporte Discapacidad Física;Andalucía;2011;610
Deporte Discapacidad Física;Andalucía;2010;1.596
Deporte Discapacidad Física;Andalucía;2009;1.168
Deporte Discapacidad Física;Andalucía;2008;816
Deporte Discapacidad Física;Andalucía;2007;912
Deporte Discapacidad Física;Andalucía;2006;1.052
Deporte Discapacidad Física;Andalucía;2005;489
Deporte Discapacidad Física;Aragón;2024;35
Deporte Discapacidad Física;Aragón;2023;35
Deporte Discapacidad Física;Aragón;2022;37
Deporte Discapacidad Física;Aragón;2021;33
Deporte Discapacidad Física;Aragón;2020;45
Deporte Discapacidad Física;Aragón;2019;50
Deporte Discapacidad Física;Aragón;2018;44
Deporte Discapacidad Física;Aragón;2017;38
Deporte Discapacidad Física;Aragón;2016;45
Deporte Discapacidad Física;Aragón;2015;54
Deporte Discapacidad Física;Aragón;2014;55
Deporte Discapacidad Física;Aragón;2013;54
Deporte Discapacidad Física;Aragón;2012;57
Deporte Discapacidad Física;Aragón;2011;99
Deporte Discapacidad Física;Aragón;2010;240
Deporte Discapacidad Física;Aragón;2009;295
Deporte Discapacidad Física;Aragón;2008;64
Deporte Discapacidad Física;Aragón;2007;76
Deporte Discapacidad Física;Aragón;2006;70
Deporte Discapacidad Física;Aragón;2005;108
Deporte Discapacidad Física;Asturias, Principado de;2024;28
Deporte Discapacidad Física;Asturias, Principado de;2023;46
Deporte Discapacidad Física;Asturias, Principado de;2022;52
Deporte Discapacidad Física;Asturias, Principado de;2021;52
Deporte Discapacidad Física;Asturias, Principado de;2020;53
Deporte Discapacidad Física;Asturias, Principado de;2019;55
Deporte Discapacidad Física;Asturias, Principado de;2018;47
Deporte Discapacidad Física;Asturias, Principado de;2017;46
Deporte Discapacidad Física;Asturias, Principado de;2016;47
Deporte Discapacidad Física;Asturias, Principado de;2015;36
Deporte Discapacidad Física;Asturias, Principado de;2014;47
Deporte Discapacidad Física;Asturias, Principado de;2013;43
Deporte Discapacidad Física;Asturias, Principado de;2012;70
Deporte Discapacidad Física;Asturias, Principado de;2011;71
Deporte Discapacidad Física;Asturias, Principado de;2010;278
Deporte Discapacidad Física;Asturias, Principado de;2009;298
Deporte Discapacidad Física;Asturias, Principado de;2008;55
Deporte Discapacidad Física;Asturias, Principado de;2007;58
Deporte Discapacidad Física;Asturias, Principado de;2006;58
Deporte Discapacidad Física;Asturias, Principado de;2005;53
Deporte Discapacidad Física;Balears, Illes;2024;33
Deporte Discapacidad Física;Balears, Illes;2023;25
Deporte Discapacidad Física;Balears, Illes;2022;41
Deporte Discapacidad Física;Balears, Illes;2021;22
Deporte Discapacidad Física;Balears, Illes;2020;33
Deporte Discapacidad Física;Balears, Illes;2019;25
Deporte Discapacidad Física;Balears, Illes;2018;19
Deporte Discapacidad Física;Balears, Illes;2017;27
Deporte Discapacidad Física;Balears, Illes;2016;28
Deporte Discapacidad Física;Balears, Illes;2015;9
Deporte Discapacidad Física;Balears, Illes;2014;7
Deporte Discapacidad Física;Balears, Illes;2013;8
Deporte Discapacidad Física;Balears, Illes;2012;11
Deporte Discapacidad Física;Balears, Illes;2011;19
Deporte Discapacidad Física;Balears, Illes;2010;38
Deporte Discapacidad Física;Balears, Illes;2009;55
Deporte Discapacidad Física;Balears, Illes;2008;11
Deporte Discapacidad Física;Balears, Illes;2007;37
Deporte Discapacidad Física;Balears, Illes;2006;19
Deporte Discapacidad Física;Balears, Illes;2005;24
Deporte Discapacidad Física;Canarias;2024;127
Deporte Discapacidad Física;Canarias;2023;94
Deporte Discapacidad Física;Canarias;2022;77
Deporte Discapacidad Física;Canarias;2021;50
Deporte Discapacidad Física;Canarias;2020;79
Deporte Discapacidad Física;Canarias;2019;83
Deporte Discapacidad Física;Canarias;2018;85
Deporte Discapacidad Física;Canarias;2017;88
Deporte Discapacidad Física;Canarias;2016;82
Deporte Discapacidad Física;Canarias;2015;89
Deporte Discapacidad Física;Canarias;2014;93
Deporte Discapacidad Física;Canarias;2013;67
Deporte Discapacidad Física;Canarias;2012;76
Deporte Discapacidad Física;Canarias;2011;222
Deporte Discapacidad Física;Canarias;2010;365
Deporte Discapacidad Física;Canarias;2009;309
Deporte Discapacidad Física;Canarias;2008;61
Deporte Discapacidad Física;Canarias;2007;71
Deporte Discapacidad Física;Canarias;2006;76
Deporte Discapacidad Física;Canarias;2005;80
Deporte Discapacidad Física;Cantabria;2024;23
Deporte Discapacidad Física;Cantabria;2023;34
Deporte Discapacidad Física;Cantabria;2022;21
Deporte Discapacidad Física;Cantabria;2021;13
Deporte Discapacidad Física;Cantabria;2020;18
Deporte Discapacidad Física;Cantabria;2019;19
Deporte Discapacidad Física;Cantabria;2018;18
Deporte Discapacidad Física;Cantabria;2017;15
Deporte Discapacidad Física;Cantabria;2016;6
Deporte Discapacidad Física;Cantabria;2015;4
Deporte Discapacidad Física;Cantabria;2014;9
Deporte Discapacidad Física;Cantabria;2013;12
Deporte Discapacidad Física;Cantabria;2012;33
Deporte Discapacidad Física;Cantabria;2011;17
Deporte Discapacidad Física;Cantabria;2010;47
Deporte Discapacidad Física;Cantabria;2009;85
Deporte Discapacidad Física;Cantabria;2008;26
Deporte Discapacidad Física;Cantabria;2007;42
Deporte Discapacidad Física;Cantabria;2006;44
Deporte Discapacidad Física;Cantabria;2005;47
Deporte Discapacidad Física;Castilla y León;2024;104
Deporte Discapacidad Física;Castilla y León;2023;97
Deporte Discapacidad Física;Castilla y León;2022;112
Deporte Discapacidad Física;Castilla y León;2021;81
Deporte Discapacidad Física;Castilla y León;2020;96
Deporte Discapacidad Física;Castilla y León;2019;95
Deporte Discapacidad Física;Castilla y León;2018;90
Deporte Discapacidad Física;Castilla y León;2017;84
Deporte Discapacidad Física;Castilla y León;2016;76
Deporte Discapacidad Física;Castilla y León;2015;100
Deporte Discapacidad Física;Castilla y León;2014;86
Deporte Discapacidad Física;Castilla y León;2013;93
Deporte Discapacidad Física;Castilla y León;2012;84
Deporte Discapacidad Física;Castilla y León;2011;126
Deporte Discapacidad Física;Castilla y León;2010;152
Deporte Discapacidad Física;Castilla y León;2009;247
Deporte Discapacidad Física;Castilla y León;2008;50
Deporte Discapacidad Física;Castilla y León;2007;601
Deporte Discapacidad Física;Castilla y León;2006;515
Deporte Discapacidad Física;Castilla y León;2005;542
Deporte Discapacidad Física;Castilla-La Mancha;2024;111
Deporte Discapacidad Física;Castilla-La Mancha;2023;110
Deporte Discapacidad Física;Castilla-La Mancha;2022;95
Deporte Discapacidad Física;Castilla-La Mancha;2021;115
Deporte Discapacidad Física;Castilla-La Mancha;2020;82
Deporte Discapacidad Física;Castilla-La Mancha;2019;78
Deporte Discapacidad Física;Castilla-La Mancha;2018;81
Deporte Discapacidad Física;Castilla-La Mancha;2017;65
Deporte Discapacidad Física;Castilla-La Mancha;2016;56
Deporte Discapacidad Física;Castilla-La Mancha;2015;36
