Federación;Comunidad autónoma;periodo;Total
Tiro a Vuelo;Canarias;2012;6
Tiro a Vuelo;Canarias;2011;4
Tiro a Vuelo;Canarias;2010;4
Tiro a Vuelo;Canarias;2009;4
Tiro a Vuelo;Canarias;2008;4
Tiro a Vuelo;Canarias;2007;4
Tiro a Vuelo;Cantabria;2024;0
Tiro a Vuelo;Cantabria;2023;0
Tiro a Vuelo;Cantabria;2022;0
Tiro a Vuelo;Cantabria;2021;0
Tiro a Vuelo;Cantabria;2020;0
Tiro a Vuelo;Cantabria;2019;0
Tiro a Vuelo;Cantabria;2018;0
Tiro a Vuelo;Cantabria;2017;0
Tiro a Vuelo;Cantabria;2016;0
Tiro a Vuelo;Cantabria;2015;0
Tiro a Vuelo;Cantabria;2014;0
Tiro a Vuelo;Cantabria;2013;0
Tiro a Vuelo;Cantabria;2012;0
Tiro a Vuelo;Cantabria;2011;0
Tiro a Vuelo;Cantabria;2010;0
Tiro a Vuelo;Cantabria;2009;0
Tiro a Vuelo;Cantabria;2008;0
Tiro a Vuelo;Cantabria;2007;0
Tiro a Vuelo;Castilla y León;2024;3
Tiro a Vuelo;Castilla y León;2023;3
Tiro a Vuelo;Castilla y León;2022;3
Tiro a Vuelo;Castilla y León;2021;3
Tiro a Vuelo;Castilla y León;2020;3
Tiro a Vuelo;Castilla y León;2019;3
Tiro a Vuelo;Castilla y León;2018;3
Tiro a Vuelo;Castilla y León;2017;3
Tiro a Vuelo;Castilla y León;2016;3
Tiro a Vuelo;Castilla y León;2015;3
Tiro a Vuelo;Castilla y León;2014;3
Tiro a Vuelo;Castilla y León;2013;3
Tiro a Vuelo;Castilla y León;2012;3
Tiro a Vuelo;Castilla y León;2011;3
Tiro a Vuelo;Castilla y León;2010;3
Tiro a Vuelo;Castilla y León;2009;3
Tiro a Vuelo;Castilla y León;2008;3
Tiro a Vuelo;Castilla y León;2007;3
Tiro a Vuelo;Castilla-La Mancha;2024;5
Tiro a Vuelo;Castilla-La Mancha;2023;5
Tiro a Vuelo;Castilla-La Mancha;2022;5
Tiro a Vuelo;Castilla-La Mancha;2021;5
Tiro a Vuelo;Castilla-La Mancha;2020;5
Tiro a Vuelo;Castilla-La Mancha;2019;7
Tiro a Vuelo;Castilla-La Mancha;2018;7
Tiro a Vuelo;Castilla-La Mancha;2017;7
Tiro a Vuelo;Castilla-La Mancha;2016;7
Tiro a Vuelo;Castilla-La Mancha;2015;7
Tiro a Vuelo;Castilla-La Mancha;2014;7
Tiro a Vuelo;Castilla-La Mancha;2013;7
Tiro a Vuelo;Castilla-La Mancha;2012;7
Tiro a Vuelo;Castilla-La Mancha;2011;7
Tiro a Vuelo;Castilla-La Mancha;2010;7
Tiro a Vuelo;Castilla-La Mancha;2009;7
Tiro a Vuelo;Castilla-La Mancha;2008;7
Tiro a Vuelo;Castilla-La Mancha;2007;7
Tiro a Vuelo;Cataluña;2024;0
Tiro a Vuelo;Cataluña;2023;0
Tiro a Vuelo;Cataluña;2022;0
Tiro a Vuelo;Cataluña;2021;0
Tiro a Vuelo;Cataluña;2020;0
Tiro a Vuelo;Cataluña;2019;0
Tiro a Vuelo;Cataluña;2018;0
Tiro a Vuelo;Cataluña;2017;1
Tiro a Vuelo;Cataluña;2016;1
Tiro a Vuelo;Cataluña;2015;1
Tiro a Vuelo;Cataluña;2014;1
Tiro a Vuelo;Cataluña;2013;1
Tiro a Vuelo;Cataluña;2012;1
Tiro a Vuelo;Cataluña;2011;1
Tiro a Vuelo;Cataluña;2010;1
Tiro a Vuelo;Cataluña;2009;1
Tiro a Vuelo;Cataluña;2008;1
Tiro a Vuelo;Cataluña;2007;1
Tiro a Vuelo;Comunitat Valenciana;2024;4
Tiro a Vuelo;Comunitat Valenciana;2023;4
Tiro a Vuelo;Comunitat Valenciana;2022;4
Tiro a Vuelo;Comunitat Valenciana;2021;4
Tiro a Vuelo;Comunitat Valenciana;2020;4
Tiro a Vuelo;Comunitat Valenciana;2019;4
Tiro a Vuelo;Comunitat Valenciana;2018;4
Tiro a Vuelo;Comunitat Valenciana;2017;4
Tiro a Vuelo;Comunitat Valenciana;2016;4
Tiro a Vuelo;Comunitat Valenciana;2015;4
Tiro a Vuelo;Comunitat Valenciana;2014;4
Tiro a Vuelo;Comunitat Valenciana;2013;4
Tiro a Vuelo;Comunitat Valenciana;2012;4
Tiro a Vuelo;Comunitat Valenciana;2011;4
Tiro a Vuelo;Comunitat Valenciana;2010;4
Tiro a Vuelo;Comunitat Valenciana;2009;4
Tiro a Vuelo;Comunitat Valenciana;2008;4
Tiro a Vuelo;Comunitat Valenciana;2007;4
Tiro a Vuelo;Extremadura;2024;2
Tiro a Vuelo;Extremadura;2023;2
Tiro a Vuelo;Extremadura;2022;2
Tiro a Vuelo;Extremadura;2021;2
Tiro a Vuelo;Extremadura;2020;2
Tiro a Vuelo;Extremadura;2019;2
Tiro a Vuelo;Extremadura;2018;2
Tiro a Vuelo;Extremadura;2017;2
Tiro a Vuelo;Extremadura;2016;2
Tiro a Vuelo;Extremadura;2015;2
Tiro a Vuelo;Extremadura;2014;2
Tiro a Vuelo;Extremadura;2013;2
Tiro a Vuelo;Extremadura;2012;2
Tiro a Vuelo;Extremadura;2011;2
Tiro a Vuelo;Extremadura;2010;2
Tiro a Vuelo;Extremadura;2009;2
Tiro a Vuelo;Extremadura;2008;2
Tiro a Vuelo;Extremadura;2007;2
Tiro a Vuelo;Galicia;2024;3
Tiro a Vuelo;Galicia;2023;3
Tiro a Vuelo;Galicia;2022;3
Tiro a Vuelo;Galicia;2021;3
Tiro a Vuelo;Galicia;2020;3
Tiro a Vuelo;Galicia;2019;3
Tiro a Vuelo;Galicia;2018;3
Tiro a Vuelo;Galicia;2017;3
Tiro a Vuelo;Galicia;2016;3
Tiro a Vuelo;Galicia;2015;3
Tiro a Vuelo;Galicia;2014;3
Tiro a Vuelo;Galicia;2013;3
Tiro a Vuelo;Galicia;2012;3
Tiro a Vuelo;Galicia;2011;3
Tiro a Vuelo;Galicia;2010;3
Tiro a Vuelo;Galicia;2009;3
Tiro a Vuelo;Galicia;2008;3
Tiro a Vuelo;Galicia;2007;3
Tiro a Vuelo;Madrid, Comunidad de;2024;3
Tiro a Vuelo;Madrid, Comunidad de;2023;3
Tiro a Vuelo;Madrid, Comunidad de;2022;3
Tiro a Vuelo;Madrid, Comunidad de;2021;3
Tiro a Vuelo;Madrid, Comunidad de;2020;3
Tiro a Vuelo;Madrid, Comunidad de;2019;3
Tiro a Vuelo;Madrid, Comunidad de;2018;3
Tiro a Vuelo;Madrid, Comunidad de;2017;3
Tiro a Vuelo;Madrid, Comunidad de;2016;3
Tiro a Vuelo;Madrid, Comunidad de;2015;3
Tiro a Vuelo;Madrid, Comunidad de;2014;3
Tiro a Vuelo;Madrid, Comunidad de;2013;3
Tiro a Vuelo;Madrid, Comunidad de;2012;3
Tiro a Vuelo;Madrid, Comunidad de;2011;3
Tiro a Vuelo;Madrid, Comunidad de;2010;3
Tiro a Vuelo;Madrid, Comunidad de;2009;3
Tiro a Vuelo;Madrid, Comunidad de;2008;3
Tiro a Vuelo;Madrid, Comunidad de;2007;3
Tiro a Vuelo;Murcia, Región de;2024;0
Tiro a Vuelo;Murcia, Región de;2023;0
Tiro a Vuelo;Murcia, Región de;2022;0
Tiro a Vuelo;Murcia, Región de;2021;0
Tiro a Vuelo;Murcia, Región de;2020;0
Tiro a Vuelo;Murcia, Región de;2019;0
Tiro a Vuelo;Murcia, Región de;2018;0
Tiro a Vuelo;Murcia, Región de;2017;0
Tiro a Vuelo;Murcia, Región de;2016;0
Tiro a Vuelo;Murcia, Región de;2015;0
Tiro a Vuelo;Murcia, Región de;2014;0
Tiro a Vuelo;Murcia, Región de;2013;0
Tiro a Vuelo;Murcia, Región de;2012;0
Tiro a Vuelo;Murcia, Región de;2011;0
Tiro a Vuelo;Murcia, Región de;2010;0
Tiro a Vuelo;Murcia, Región de;2009;0
Tiro a Vuelo;Murcia, Región de;2008;1
Tiro a Vuelo;Murcia, Región de;2007;1
Tiro a Vuelo;Navarra, Comunidad Foral de;2024;0
Tiro a Vuelo;Navarra, Comunidad Foral de;2023;0
Tiro a Vuelo;Navarra, Comunidad Foral de;2022;0
Tiro a Vuelo;Navarra, Comunidad Foral de;2021;0
Tiro a Vuelo;Navarra, Comunidad Foral de;2020;0
Tiro a Vuelo;Navarra, Comunidad Foral de;2019;0
Tiro a Vuelo;Navarra, Comunidad Foral de;2018;0
Tiro a Vuelo;Navarra, Comunidad Foral de;2017;0
Tiro a Vuelo;Navarra, Comunidad Foral de;2016;0
Tiro a Vuelo;Navarra, Comunidad Foral de;2015;0
Tiro a Vuelo;Navarra, Comunidad Foral de;2014;0
Tiro a Vuelo;Navarra, Comunidad Foral de;2013;0
Tiro a Vuelo;Navarra, Comunidad Foral de;2012;0
Tiro a Vuelo;Navarra, Comunidad Foral de;2011;0
Tiro a Vuelo;Navarra, Comunidad Foral de;2010;0
Tiro a Vuelo;Navarra, Comunidad Foral de;2009;0
Tiro a Vuelo;Navarra, Comunidad Foral de;2008;0
Tiro a Vuelo;Navarra, Comunidad Foral de;2007;0
Tiro a Vuelo;País Vasco;2024;1
Tiro a Vuelo;País Vasco;2023;1
Tiro a Vuelo;País Vasco;2022;1
Tiro a Vuelo;País Vasco;2021;1
Tiro a Vuelo;País Vasco;2020;1
Tiro a Vuelo;País Vasco;2019;1
Tiro a Vuelo;País Vasco;2018;1
Tiro a Vuelo;País Vasco;2017;2
Tiro a Vuelo;País Vasco;2016;1
Tiro a Vuelo;País Vasco;2015;1
Tiro a Vuelo;País Vasco;2014;1
Tiro a Vuelo;País Vasco;2013;1
Tiro a Vuelo;País Vasco;2012;1
Tiro a Vuelo;País Vasco;2011;1
Tiro a Vuelo;País Vasco;2010;2
Tiro a Vuelo;País Vasco;2009;2
Tiro a Vuelo;País Vasco;2008;2
Tiro a Vuelo;País Vasco;2007;2
Tiro a Vuelo;Rioja, La;2024;0
Tiro a Vuelo;Rioja, La;2023;0
Tiro a Vuelo;Rioja, La;2022;0
Tiro a Vuelo;Rioja, La;2021;0
Tiro a Vuelo;Rioja, La;2020;0
Tiro a Vuelo;Rioja, La;2019;0
Tiro a Vuelo;Rioja, La;2018;0
Tiro a Vuelo;Rioja, La;2017;0
Tiro a Vuelo;Rioja, La;2016;0
Tiro a Vuelo;Rioja, La;2015;0
Tiro a Vuelo;Rioja, La;2014;0
Tiro a Vuelo;Rioja, La;2013;0
Tiro a Vuelo;Rioja, La;2012;0
Tiro a Vuelo;Rioja, La;2011;0
Tiro a Vuelo;Rioja, La;2010;0
Tiro a Vuelo;Rioja, La;2009;0
Tiro a Vuelo;Rioja, La;2008;0
Tiro a Vuelo;Rioja, La;2007;0
Tiro a Vuelo;Ceuta;2024;1
Tiro a Vuelo;Ceuta;2023;1
Tiro a Vuelo;Ceuta;2022;1
Tiro a Vuelo;Ceuta;2021;1
Tiro a Vuelo;Ceuta;2020;1
Tiro a Vuelo;Ceuta;2019;1
Tiro a Vuelo;Ceuta;2018;1
Tiro a Vuelo;Ceuta;2017;1
Tiro a Vuelo;Ceuta;2016;1
Tiro a Vuelo;Ceuta;2015;1
Tiro a Vuelo;Ceuta;2014;1
Tiro a Vuelo;Ceuta;2013;1
Tiro a Vuelo;Ceuta;2012;1
Tiro a Vuelo;Ceuta;2011;1
Tiro a Vuelo;Ceuta;2010;1
Tiro a Vuelo;Ceuta;2009;1
Tiro a Vuelo;Ceuta;2008;1
Tiro a Vuelo;Ceuta;2007;1
Tiro a Vuelo;Melilla;2024;0
Tiro a Vuelo;Melilla;2023;0
Tiro a Vuelo;Melilla;2022;0
Tiro a Vuelo;Melilla;2021;0
Tiro a Vuelo;Melilla;2020;0
Tiro a Vuelo;Melilla;2019;0
Tiro a Vuelo;Melilla;2018;0
Tiro a Vuelo;Melilla;2017;0
Tiro a Vuelo;Melilla;2016;0
Tiro a Vuelo;Melilla;2015;0
Tiro a Vuelo;Melilla;2014;0
Tiro a Vuelo;Melilla;2013;0
Tiro a Vuelo;Melilla;2012;0
Tiro a Vuelo;Melilla;2011;0
Tiro a Vuelo;Melilla;2010;0
Tiro a Vuelo;Melilla;2009;0
Tiro a Vuelo;Melilla;2008;0
Tiro a Vuelo;Melilla;2007;0
Tiro a Vuelo;Sin territorializar;2024;0
Tiro a Vuelo;Sin territorializar;2023;0
Tiro a Vuelo;Sin territorializar;2022;0
Tiro a Vuelo;Sin territorializar;2021;0
Tiro a Vuelo;Sin territorializar;2020;0
Tiro a Vuelo;Sin territorializar;2019;0
Tiro a Vuelo;Sin territorializar;2018;0
Tiro a Vuelo;Sin territorializar;2017;0
Tiro a Vuelo;Sin territorializar;2016;0
Tiro a Vuelo;Sin territorializar;2015;0
Tiro a Vuelo;Sin territorializar;2014;0
Tiro a Vuelo;Sin territorializar;2013;0
Tiro a Vuelo;Sin territorializar;2012;0
Tiro a Vuelo;Sin territorializar;2011;0
Tiro a Vuelo;Sin territorializar;2010;0
Tiro a Vuelo;Sin territorializar;2009;0
Tiro a Vuelo;Sin territorializar;2008;0
Tiro a Vuelo;Sin territorializar;2007;0
Tiro con Arco;TOTAL;2024;513
Tiro con Arco;TOTAL;2023;498
Tiro con Arco;TOTAL;2022;494
Tiro con Arco;TOTAL;2021;483
Tiro con Arco;TOTAL;2020;493
Tiro con Arco;TOTAL;2019;492
Tiro con Arco;TOTAL;2018;449
Tiro con Arco;TOTAL;2017;436
Tiro con Arco;TOTAL;2016;435
Tiro con Arco;TOTAL;2015;397
Tiro con Arco;TOTAL;2014;385
Tiro con Arco;TOTAL;2013;381
Tiro con Arco;TOTAL;2012;377
Tiro con Arco;TOTAL;2011;392
Tiro con Arco;TOTAL;2010;381
Tiro con Arco;TOTAL;2009;365
Tiro con Arco;TOTAL;2008;333
Tiro con Arco;TOTAL;2007;303
Tiro con Arco;Andalucía;2024;71
Tiro con Arco;Andalucía;2023;67
Tiro con Arco;Andalucía;2022;65
Tiro con Arco;Andalucía;2021;58
Tiro con Arco;Andalucía;2020;63
Tiro con Arco;Andalucía;2019;63
Tiro con Arco;Andalucía;2018;62
Tiro con Arco;Andalucía;2017;62
Tiro con Arco;Andalucía;2016;59
Tiro con Arco;Andalucía;2015;53
Tiro con Arco;Andalucía;2014;51
Tiro con Arco;Andalucía;2013;44
Tiro con Arco;Andalucía;2012;40
Tiro con Arco;Andalucía;2011;39
Tiro con Arco;Andalucía;2010;39
Tiro con Arco;Andalucía;2009;37
Tiro con Arco;Andalucía;2008;37
Tiro con Arco;Andalucía;2007;30
Tiro con Arco;Aragón;2024;20
Tiro con Arco;Aragón;2023;19
Tiro con Arco;Aragón;2022;17
Tiro con Arco;Aragón;2021;16
Tiro con Arco;Aragón;2020;17
Tiro con Arco;Aragón;2019;17
Tiro con Arco;Aragón;2018;18
Tiro con Arco;Aragón;2017;17
Tiro con Arco;Aragón;2016;17
Tiro con Arco;Aragón;2015;15
Tiro con Arco;Aragón;2014;15
Tiro con Arco;Aragón;2013;15
Tiro con Arco;Aragón;2012;16
Tiro con Arco;Aragón;2011;16
Tiro con Arco;Aragón;2010;14
Tiro con Arco;Aragón;2009;13
Tiro con Arco;Aragón;2008;11
Tiro con Arco;Aragón;2007;11
Tiro con Arco;Asturias, Principado de;2024;20
Tiro con Arco;Asturias, Principado de;2023;18
Tiro con Arco;Asturias, Principado de;2022;18
Tiro con Arco;Asturias, Principado de;2021;17
Tiro con Arco;Asturias, Principado de;2020;17
Tiro con Arco;Asturias, Principado de;2019;18
Tiro con Arco;Asturias, Principado de;2018;18
Tiro con Arco;Asturias, Principado de;2017;17
Tiro con Arco;Asturias, Principado de;2016;15
Tiro con Arco;Asturias, Principado de;2015;15
Tiro con Arco;Asturias, Principado de;2014;15
Tiro con Arco;Asturias, Principado de;2013;14
Tiro con Arco;Asturias, Principado de;2012;15
Tiro con Arco;Asturias, Principado de;2011;15
Tiro con Arco;Asturias, Principado de;2010;13
Tiro con Arco;Asturias, Principado de;2009;14
Tiro con Arco;Asturias, Principado de;2008;13
Tiro con Arco;Asturias, Principado de;2007;12
Tiro con Arco;Balears, Illes;2024;15
Tiro con Arco;Balears, Illes;2023;14
Tiro con Arco;Balears, Illes;2022;14
Tiro con Arco;Balears, Illes;2021;12
Tiro con Arco;Balears, Illes;2020;12
Tiro con Arco;Balears, Illes;2019;11
Tiro con Arco;Balears, Illes;2018;11
Tiro con Arco;Balears, Illes;2017;12
Tiro con Arco;Balears, Illes;2016;12
Tiro con Arco;Balears, Illes;2015;10
Tiro con Arco;Balears, Illes;2014;12
Tiro con Arco;Balears, Illes;2013;13
Tiro con Arco;Balears, Illes;2012;12
Tiro con Arco;Balears, Illes;2011;14
Tiro con Arco;Balears, Illes;2010;12
Tiro con Arco;Balears, Illes;2009;11
Tiro con Arco;Balears, Illes;2008;10
Tiro con Arco;Balears, Illes;2007;9
Tiro con Arco;Canarias;2024;21
Tiro con Arco;Canarias;2023;19
Tiro con Arco;Canarias;2022;21
Tiro con Arco;Canarias;2021;20
Tiro con Arco;Canarias;2020;22
Tiro con Arco;Canarias;2019;20
Tiro con Arco;Canarias;2018;19
Tiro con Arco;Canarias;2017;13
Tiro con Arco;Canarias;2016;18
Tiro con Arco;Canarias;2015;18
Tiro con Arco;Canarias;2014;21
Tiro con Arco;Canarias;2013;21
Tiro con Arco;Canarias;2012;15
Tiro con Arco;Canarias;2011;18
Tiro con Arco;Canarias;2010;17
Tiro con Arco;Canarias;2009;20
Tiro con Arco;Canarias;2008;15
Tiro con Arco;Canarias;2007;10
Tiro con Arco;Cantabria;2024;10
Tiro con Arco;Cantabria;2023;11
Tiro con Arco;Cantabria;2022;12
Tiro con Arco;Cantabria;2021;12
Tiro con Arco;Cantabria;2020;11
Tiro con Arco;Cantabria;2019;8
Tiro con Arco;Cantabria;2018;8
Tiro con Arco;Cantabria;2017;10
Tiro con Arco;Cantabria;2016;8
Tiro con Arco;Cantabria;2015;7
Tiro con Arco;Cantabria;2014;7
Tiro con Arco;Cantabria;2013;7
Tiro con Arco;Cantabria;2012;6
Tiro con Arco;Cantabria;2011;6
Tiro con Arco;Cantabria;2010;5
Tiro con Arco;Cantabria;2009;5
Tiro con Arco;Cantabria;2008;5
Tiro con Arco;Cantabria;2007;7
Tiro con Arco;Castilla y León;2024;42
Tiro con Arco;Castilla y León;2023;38
Tiro con Arco;Castilla y León;2022;39
Tiro con Arco;Castilla y León;2021;42
Tiro con Arco;Castilla y León;2020;41
Tiro con Arco;Castilla y León;2019;40
Tiro con Arco;Castilla y León;2018;34
Tiro con Arco;Castilla y León;2017;34
Tiro con Arco;Castilla y León;2016;35
Tiro con Arco;Castilla y León;2015;30
Tiro con Arco;Castilla y León;2014;31
Tiro con Arco;Castilla y León;2013;29
Tiro con Arco;Castilla y León;2012;25
Tiro con Arco;Castilla y León;2011;23
Tiro con Arco;Castilla y León;2010;21
Tiro con Arco;Castilla y León;2009;23
Tiro con Arco;Castilla y León;2008;21
Tiro con Arco;Castilla y León;2007;19
Tiro con Arco;Castilla-La Mancha;2024;36
Tiro con Arco;Castilla-La Mancha;2023;35
Tiro con Arco;Castilla-La Mancha;2022;36
Tiro con Arco;Castilla-La Mancha;2021;34
Tiro con Arco;Castilla-La Mancha;2020;34
Tiro con Arco;Castilla-La Mancha;2019;34
Tiro con Arco;Castilla-La Mancha;2018;27
Tiro con Arco;Castilla-La Mancha;2017;22
Tiro con Arco;Castilla-La Mancha;2016;21
Tiro con Arco;Castilla-La Mancha;2015;22
Tiro con Arco;Castilla-La Mancha;2014;21
Tiro con Arco;Castilla-La Mancha;2013;24
Tiro con Arco;Castilla-La Mancha;2012;27
Tiro con Arco;Castilla-La Mancha;2011;32
Tiro con Arco;Castilla-La Mancha;2010;33
Tiro con Arco;Castilla-La Mancha;2009;28
Tiro con Arco;Castilla-La Mancha;2008;21
Tiro con Arco;Castilla-La Mancha;2007;20
Tiro con Arco;Cataluña;2024;69
Tiro con Arco;Cataluña;2023;65
Tiro con Arco;Cataluña;2022;71
Tiro con Arco;Cataluña;2021;71
Tiro con Arco;Cataluña;2020;73
Tiro con Arco;Cataluña;2019;70
Tiro con Arco;Cataluña;2018;51
Tiro con Arco;Cataluña;2017;52
Tiro con Arco;Cataluña;2016;52
Tiro con Arco;Cataluña;2015;47
Tiro con Arco;Cataluña;2014;46
Tiro con Arco;Cataluña;2013;47
Tiro con Arco;Cataluña;2012;51
Tiro con Arco;Cataluña;2011;61
Tiro con Arco;Cataluña;2010;61
Tiro con Arco;Cataluña;2009;58
Tiro con Arco;Cataluña;2008;55
Tiro con Arco;Cataluña;2007;55
Tiro con Arco;Comunitat Valenciana;2024;43
Tiro con Arco;Comunitat Valenciana;2023;43
Tiro con Arco;Comunitat Valenciana;2022;39
Tiro con Arco;Comunitat Valenciana;2021;39
Tiro con Arco;Comunitat Valenciana;2020;37
Tiro con Arco;Comunitat Valenciana;2019;38
Tiro con Arco;Comunitat Valenciana;2018;38
Tiro con Arco;Comunitat Valenciana;2017;36
Tiro con Arco;Comunitat Valenciana;2016;35
Tiro con Arco;Comunitat Valenciana;2015;32
Tiro con Arco;Comunitat Valenciana;2014;30
Tiro con Arco;Comunitat Valenciana;2013;32
Tiro con Arco;Comunitat Valenciana;2012;31
Tiro con Arco;Comunitat Valenciana;2011;31
Tiro con Arco;Comunitat Valenciana;2010;30
Tiro con Arco;Comunitat Valenciana;2009;28
Tiro con Arco;Comunitat Valenciana;2008;24
Tiro con Arco;Comunitat Valenciana;2007;26
Tiro con Arco;Extremadura;2024;17
Tiro con Arco;Extremadura;2023;16
Tiro con Arco;Extremadura;2022;15
Tiro con Arco;Extremadura;2021;15
Tiro con Arco;Extremadura;2020;18
Tiro con Arco;Extremadura;2019;19
Tiro con Arco;Extremadura;2018;19
Tiro con Arco;Extremadura;2017;18
Tiro con Arco;Extremadura;2016;16
Tiro con Arco;Extremadura;2015;15
Tiro con Arco;Extremadura;2014;12
Tiro con Arco;Extremadura;2013;13
Tiro con Arco;Extremadura;2012;15
Tiro con Arco;Extremadura;2011;14
Tiro con Arco;Extremadura;2010;14
Tiro con Arco;Extremadura;2009;13
Tiro con Arco;Extremadura;2008;13
Tiro con Arco;Extremadura;2007;13
Tiro con Arco;Galicia;2024;44
Tiro con Arco;Galicia;2023;46
Tiro con Arco;Galicia;2022;45
Tiro con Arco;Galicia;2021;45
Tiro con Arco;Galicia;2020;45
Tiro con Arco;Galicia;2019;47
Tiro con Arco;Galicia;2018;41
Tiro con Arco;Galicia;2017;42
Tiro con Arco;Galicia;2016;44
Tiro con Arco;Galicia;2015;36
Tiro con Arco;Galicia;2014;36
Tiro con Arco;Galicia;2013;37
Tiro con Arco;Galicia;2012;37
Tiro con Arco;Galicia;2011;32
Tiro con Arco;Galicia;2010;32
Tiro con Arco;Galicia;2009;31
Tiro con Arco;Galicia;2008;26
Tiro con Arco;Galicia;2007;19
Tiro con Arco;Madrid, Comunidad de;2024;44
Tiro con Arco;Madrid, Comunidad de;2023;45
Tiro con Arco;Madrid, Comunidad de;2022;40
Tiro con Arco;Madrid, Comunidad de;2021;39
Tiro con Arco;Madrid, Comunidad de;2020;39
Tiro con Arco;Madrid, Comunidad de;2019;42
Tiro con Arco;Madrid, Comunidad de;2018;39
Tiro con Arco;Madrid, Comunidad de;2017;39
Tiro con Arco;Madrid, Comunidad de;2016;41
Tiro con Arco;Madrid, Comunidad de;2015;39
Tiro con Arco;Madrid, Comunidad de;2014;29
Tiro con Arco;Madrid, Comunidad de;2013;27
Tiro con Arco;Madrid, Comunidad de;2012;27
Tiro con Arco;Madrid, Comunidad de;2011;31
Tiro con Arco;Madrid, Comunidad de;2010;32
Tiro con Arco;Madrid, Comunidad de;2009;31
Tiro con Arco;Madrid, Comunidad de;2008;33
Tiro con Arco;Madrid, Comunidad de;2007;30
Tiro con Arco;Murcia, Región de;2024;14
Tiro con Arco;Murcia, Región de;2023;13
Tiro con Arco;Murcia, Región de;2022;13
Tiro con Arco;Murcia, Región de;2021;12
Tiro con Arco;Murcia, Región de;2020;11
Tiro con Arco;Murcia, Región de;2019;10
Tiro con Arco;Murcia, Región de;2018;10
Tiro con Arco;Murcia, Región de;2017;10
Tiro con Arco;Murcia, Región de;2016;10
Tiro con Arco;Murcia, Región de;2015;11
Tiro con Arco;Murcia, Región de;2014;12
Tiro con Arco;Murcia, Región de;2013;12
Tiro con Arco;Murcia, Región de;2012;11
Tiro con Arco;Murcia, Región de;2011;12
Tiro con Arco;Murcia, Región de;2010;12
Tiro con Arco;Murcia, Región de;2009;11
Tiro con Arco;Murcia, Región de;2008;9
Tiro con Arco;Murcia, Región de;2007;5
Tiro con Arco;Navarra, Comunidad Foral de;2024;8
Tiro con Arco;Navarra, Comunidad Foral de;2023;10
Tiro con Arco;Navarra, Comunidad Foral de;2022;11
Tiro con Arco;Navarra, Comunidad Foral de;2021;11
Tiro con Arco;Navarra, Comunidad Foral de;2020;11
Tiro con Arco;Navarra, Comunidad Foral de;2019;12
Tiro con Arco;Navarra, Comunidad Foral de;2018;12
Tiro con Arco;Navarra, Comunidad Foral de;2017;12
Tiro con Arco;Navarra, Comunidad Foral de;2016;12
Tiro con Arco;Navarra, Comunidad Foral de;2015;10
Tiro con Arco;Navarra, Comunidad Foral de;2014;11
Tiro con Arco;Navarra, Comunidad Foral de;2013;10
Tiro con Arco;Navarra, Comunidad Foral de;2012;11
Tiro con Arco;Navarra, Comunidad Foral de;2011;11
Tiro con Arco;Navarra, Comunidad Foral de;2010;10
Tiro con Arco;Navarra, Comunidad Foral de;2009;8
Tiro con Arco;Navarra, Comunidad Foral de;2008;8
Tiro con Arco;Navarra, Comunidad Foral de;2007;8
Tiro con Arco;País Vasco;2024;29
Tiro con Arco;País Vasco;2023;30
Tiro con Arco;País Vasco;2022;30
Tiro con Arco;País Vasco;2021;30
Tiro con Arco;País Vasco;2020;32
Tiro con Arco;País Vasco;2019;30
Tiro con Arco;País Vasco;2018;29
Tiro con Arco;País Vasco;2017;29
Tiro con Arco;País Vasco;2016;29
Tiro con Arco;País Vasco;2015;27
Tiro con Arco;País Vasco;2014;27
Tiro con Arco;País Vasco;2013;27
Tiro con Arco;País Vasco;2012;29
Tiro con Arco;País Vasco;2011;28
Tiro con Arco;País Vasco;2010;28
Tiro con Arco;País Vasco;2009;27
Tiro con Arco;País Vasco;2008;27
Tiro con Arco;País Vasco;2007;25
Tiro con Arco;Rioja, La;2024;4
Tiro con Arco;Rioja, La;2023;4
Tiro con Arco;Rioja, La;2022;4
Tiro con Arco;Rioja, La;2021;6
Tiro con Arco;Rioja, La;2020;6
Tiro con Arco;Rioja, La;2019;8
Tiro con Arco;Rioja, La;2018;8
Tiro con Arco;Rioja, La;2017;7
Tiro con Arco;Rioja, La;2016;7
Tiro con Arco;Rioja, La;2015;7
Tiro con Arco;Rioja, La;2014;6
Tiro con Arco;Rioja, La;2013;6
Tiro con Arco;Rioja, La;2012;6
Tiro con Arco;Rioja, La;2011;6
Tiro con Arco;Rioja, La;2010;6
Tiro con Arco;Rioja, La;2009;5
Tiro con Arco;Rioja, La;2008;3
Tiro con Arco;Rioja, La;2007;3
Tiro con Arco;Ceuta;2024;2
Tiro con Arco;Ceuta;2023;1
Tiro con Arco;Ceuta;2022;0
Tiro con Arco;Ceuta;2021;0
Tiro con Arco;Ceuta;2020;0
Tiro con Arco;Ceuta;2019;1
Tiro con Arco;Ceuta;2018;1
Tiro con Arco;Ceuta;2017;1
Tiro con Arco;Ceuta;2016;1
Tiro con Arco;Ceuta;2015;1
Tiro con Arco;Ceuta;2014;1
Tiro con Arco;Ceuta;2013;1
Tiro con Arco;Ceuta;2012;1
Tiro con Arco;Ceuta;2011;1
