Federación;Clubs deportivos federados;periodo;Total
Golf;Nº medio de licencias;2009;585,3
Golf;Nº medio de licencias;2008;601,4
Golf;Nº medio de licencias;2007;613,7
Halterofilia;Nº de clubs;2024;270
Halterofilia;Nº de clubs;2023;210
Halterofilia;Nº de clubs;2022;161
Halterofilia;Nº de clubs;2021;175
Halterofilia;Nº de clubs;2020;101
Halterofilia;Nº de clubs;2019;135
Halterofilia;Nº de clubs;2018;115
Halterofilia;Nº de clubs;2017;100
Halterofilia;Nº de clubs;2016;99
Halterofilia;Nº de clubs;2015;89
Halterofilia;Nº de clubs;2014;91
Halterofilia;Nº de clubs;2013;94
Halterofilia;Nº de clubs;2012;90
Halterofilia;Nº de clubs;2011;92
Halterofilia;Nº de clubs;2010;83
Halterofilia;Nº de clubs;2009;84
Halterofilia;Nº de clubs;2008;91
Halterofilia;Nº de clubs;2007;91
Halterofilia;Nº medio de licencias;2024;15,5
Halterofilia;Nº medio de licencias;2023;18,8
Halterofilia;Nº medio de licencias;2022;24,0
Halterofilia;Nº medio de licencias;2021;37,5
Halterofilia;Nº medio de licencias;2020;28,7
Halterofilia;Nº medio de licencias;2019;24,6
Halterofilia;Nº medio de licencias;2018;25,7
Halterofilia;Nº medio de licencias;2017;25,7
Halterofilia;Nº medio de licencias;2016;28,6
Halterofilia;Nº medio de licencias;2015;25,8
Halterofilia;Nº medio de licencias;2014;24,7
Halterofilia;Nº medio de licencias;2013;23,9
Halterofilia;Nº medio de licencias;2012;21,9
Halterofilia;Nº medio de licencias;2011;27,1
Halterofilia;Nº medio de licencias;2010;28,7
Halterofilia;Nº medio de licencias;2009;26,0
Halterofilia;Nº medio de licencias;2008;23,9
Halterofilia;Nº medio de licencias;2007;23,8
Hípica;Nº de clubs;2024;827
Hípica;Nº de clubs;2023;820
Hípica;Nº de clubs;2022;847
Hípica;Nº de clubs;2021;810
Hípica;Nº de clubs;2020;797
Hípica;Nº de clubs;2019;837
Hípica;Nº de clubs;2018;882
Hípica;Nº de clubs;2017;835
Hípica;Nº de clubs;2016;824
Hípica;Nº de clubs;2015;799
Hípica;Nº de clubs;2014;820
Hípica;Nº de clubs;2013;766
Hípica;Nº de clubs;2012;788
Hípica;Nº de clubs;2011;770
Hípica;Nº de clubs;2010;685
Hípica;Nº de clubs;2009;723
Hípica;Nº de clubs;2008;592
Hípica;Nº de clubs;2007;483
Hípica;Nº medio de licencias;2024;74,1
Hípica;Nº medio de licencias;2023;79,4
Hípica;Nº medio de licencias;2022;81,2
Hípica;Nº medio de licencias;2021;90,1
Hípica;Nº medio de licencias;2020;77,8
Hípica;Nº medio de licencias;2019;62,6
Hípica;Nº medio de licencias;2018;57,6
Hípica;Nº medio de licencias;2017;61,5
Hípica;Nº medio de licencias;2016;61,5
Hípica;Nº medio de licencias;2015;60,4
Hípica;Nº medio de licencias;2014;58,7
Hípica;Nº medio de licencias;2013;62,4
Hípica;Nº medio de licencias;2012;66,0
Hípica;Nº medio de licencias;2011;68,9
Hípica;Nº medio de licencias;2010;72,9
Hípica;Nº medio de licencias;2009;58,9
Hípica;Nº medio de licencias;2008;66,7
Hípica;Nº medio de licencias;2007;69,8
Hockey;Nº de clubs;2024;119
Hockey;Nº de clubs;2023;131
Hockey;Nº de clubs;2022;128
Hockey;Nº de clubs;2021;121
Hockey;Nº de clubs;2020;125
Hockey;Nº de clubs;2019;140
Hockey;Nº de clubs;2018;116
Hockey;Nº de clubs;2017;125
Hockey;Nº de clubs;2016;132
Hockey;Nº de clubs;2015;138
Hockey;Nº de clubs;2014;123
Hockey;Nº de clubs;2013;115
Hockey;Nº de clubs;2012;107
Hockey;Nº de clubs;2011;100
Hockey;Nº de clubs;2010;100
Hockey;Nº de clubs;2009;106
Hockey;Nº de clubs;2008;101
Hockey;Nº de clubs;2007;114
Hockey;Nº medio de licencias;2024;139,2
Hockey;Nº medio de licencias;2023;127,7
Hockey;Nº medio de licencias;2022;130,9
Hockey;Nº medio de licencias;2021;124,6
Hockey;Nº medio de licencias;2020;130,2
Hockey;Nº medio de licencias;2019;117,2
Hockey;Nº medio de licencias;2018;139,7
Hockey;Nº medio de licencias;2017;118,8
Hockey;Nº medio de licencias;2016;108,6
Hockey;Nº medio de licencias;2015;95,8
Hockey;Nº medio de licencias;2014;107,1
Hockey;Nº medio de licencias;2013;103,5
Hockey;Nº medio de licencias;2012;99,3
Hockey;Nº medio de licencias;2011;98,5
Hockey;Nº medio de licencias;2010;108,3
Hockey;Nº medio de licencias;2009;92,7
Hockey;Nº medio de licencias;2008;93,4
Hockey;Nº medio de licencias;2007;67,3
Judo;Nº de clubs;2024;1.211
Judo;Nº de clubs;2023;1.203
Judo;Nº de clubs;2022;1.124
Judo;Nº de clubs;2021;943
Judo;Nº de clubs;2020;1.009
Judo;Nº de clubs;2019;1.033
Judo;Nº de clubs;2018;1.024
Judo;Nº de clubs;2017;1.025
Judo;Nº de clubs;2016;1.023
Judo;Nº de clubs;2015;1.013
Judo;Nº de clubs;2014;1.001
Judo;Nº de clubs;2013;996
Judo;Nº de clubs;2012;901
Judo;Nº de clubs;2011;945
Judo;Nº de clubs;2010;927
Judo;Nº de clubs;2009;956
Judo;Nº de clubs;2008;955
Judo;Nº de clubs;2007;960
Judo;Nº medio de licencias;2024;69,7
Judo;Nº medio de licencias;2023;81,7
Judo;Nº medio de licencias;2022;87,9
Judo;Nº medio de licencias;2021;64,8
Judo;Nº medio de licencias;2020;96,2
Judo;Nº medio de licencias;2019;104,7
Judo;Nº medio de licencias;2018;102,7
Judo;Nº medio de licencias;2017;102,8
Judo;Nº medio de licencias;2016;102,6
Judo;Nº medio de licencias;2015;103,5
Judo;Nº medio de licencias;2014;104,2
Judo;Nº medio de licencias;2013;106,9
Judo;Nº medio de licencias;2012;118,5
Judo;Nº medio de licencias;2011;114,4
Judo;Nº medio de licencias;2010;116,3
Judo;Nº medio de licencias;2009;113,9
Judo;Nº medio de licencias;2008;114,9
Judo;Nº medio de licencias;2007;112,2
Kárate;Nº de clubs;2024;1.416
Kárate;Nº de clubs;2023;1.388
Kárate;Nº de clubs;2022;1.364
Kárate;Nº de clubs;2021;1.299
Kárate;Nº de clubs;2020;1.405
Kárate;Nº de clubs;2019;1.441
Kárate;Nº de clubs;2018;1.438
Kárate;Nº de clubs;2017;1.431
Kárate;Nº de clubs;2016;1.458
Kárate;Nº de clubs;2015;1.422
Kárate;Nº de clubs;2014;1.283
Kárate;Nº de clubs;2013;1.376
Kárate;Nº de clubs;2012;1.395
Kárate;Nº de clubs;2011;1.405
Kárate;Nº de clubs;2010;1.355
Kárate;Nº de clubs;2009;1.384
Kárate;Nº de clubs;2008;1.392
Kárate;Nº de clubs;2007;891
Kárate;Nº medio de licencias;2024;56,7
Kárate;Nº medio de licencias;2023;57,0
Kárate;Nº medio de licencias;2022;55,1
Kárate;Nº medio de licencias;2021;43,1
Kárate;Nº medio de licencias;2020;47,1
Kárate;Nº medio de licencias;2019;52,3
Kárate;Nº medio de licencias;2018;50,7
Kárate;Nº medio de licencias;2017;49,1
Kárate;Nº medio de licencias;2016;44,5
Kárate;Nº medio de licencias;2015;45,9
Kárate;Nº medio de licencias;2014;46,0
Kárate;Nº medio de licencias;2013;44,6
Kárate;Nº medio de licencias;2012;44,2
Kárate;Nº medio de licencias;2011;50,8
Kárate;Nº medio de licencias;2010;51,6
Kárate;Nº medio de licencias;2009;48,9
Kárate;Nº medio de licencias;2008;48,4
Kárate;Nº medio de licencias;2007;63,4
Kickboxing y Muaythai;Nº de clubs;2024;591
Kickboxing y Muaythai;Nº de clubs;2023;586
Kickboxing y Muaythai;Nº de clubs;2022;562
Kickboxing y Muaythai;Nº de clubs;2021;494
Kickboxing y Muaythai;Nº de clubs;2020;469
Kickboxing y Muaythai;Nº de clubs;2019;491
Kickboxing y Muaythai;Nº de clubs;2018;498
Kickboxing y Muaythai;Nº de clubs;2017;447
Kickboxing y Muaythai;Nº de clubs;2016;353
Kickboxing y Muaythai;Nº de clubs;2015;97
Kickboxing y Muaythai;Nº de clubs;2014;114
Kickboxing y Muaythai;Nº de clubs;2013;106
Kickboxing y Muaythai;Nº de clubs;2012;167
Kickboxing y Muaythai;Nº de clubs;2011;155
Kickboxing y Muaythai;Nº de clubs;2010;151
Kickboxing y Muaythai;Nº de clubs;2009;177
Kickboxing y Muaythai;Nº de clubs;2008;167
Kickboxing y Muaythai;Nº de clubs;2007;170
Kickboxing y Muaythai;Nº medio de licencias;2024;25,2
Kickboxing y Muaythai;Nº medio de licencias;2023;23,6
Kickboxing y Muaythai;Nº medio de licencias;2022;23,1
Kickboxing y Muaythai;Nº medio de licencias;2021;26,3
Kickboxing y Muaythai;Nº medio de licencias;2020;20,3
Kickboxing y Muaythai;Nº medio de licencias;2019;22,0
Kickboxing y Muaythai;Nº medio de licencias;2018;20,4
Kickboxing y Muaythai;Nº medio de licencias;2017;20,5
Kickboxing y Muaythai;Nº medio de licencias;2016;26,9
Kickboxing y Muaythai;Nº medio de licencias;2015;18,6
Kickboxing y Muaythai;Nº medio de licencias;2014;19,2
Kickboxing y Muaythai;Nº medio de licencias;2013;19,2
Kickboxing y Muaythai;Nº medio de licencias;2012;17,6
Kickboxing y Muaythai;Nº medio de licencias;2011;20,4
Kickboxing y Muaythai;Nº medio de licencias;2010;21,3
Kickboxing y Muaythai;Nº medio de licencias;2009;16,4
Kickboxing y Muaythai;Nº medio de licencias;2008;16,6
Kickboxing y Muaythai;Nº medio de licencias;2007;14,5
Luchas Olímpicas;Nº de clubs;2024;603
Luchas Olímpicas;Nº de clubs;2023;614
Luchas Olímpicas;Nº de clubs;2022;615
Luchas Olímpicas;Nº de clubs;2021;611
Luchas Olímpicas;Nº de clubs;2020;482
Luchas Olímpicas;Nº de clubs;2019;478
Luchas Olímpicas;Nº de clubs;2018;303
Luchas Olímpicas;Nº de clubs;2017;267
Luchas Olímpicas;Nº de clubs;2016;217
Luchas Olímpicas;Nº de clubs;2015;207
Luchas Olímpicas;Nº de clubs;2014;230
Luchas Olímpicas;Nº de clubs;2013;237
Luchas Olímpicas;Nº de clubs;2012;88
Luchas Olímpicas;Nº de clubs;2011;136
Luchas Olímpicas;Nº de clubs;2010;134
Luchas Olímpicas;Nº de clubs;2009;168
Luchas Olímpicas;Nº de clubs;2008;172
Luchas Olímpicas;Nº de clubs;2007;121
Luchas Olímpicas;Nº medio de licencias;2024;31,9
Luchas Olímpicas;Nº medio de licencias;2023;31,7
Luchas Olímpicas;Nº medio de licencias;2022;26,1
Luchas Olímpicas;Nº medio de licencias;2021;24,2
Luchas Olímpicas;Nº medio de licencias;2020;19,9
Luchas Olímpicas;Nº medio de licencias;2019;22,6
Luchas Olímpicas;Nº medio de licencias;2018;33,3
Luchas Olímpicas;Nº medio de licencias;2017;30,0
Luchas Olímpicas;Nº medio de licencias;2016;28,5
Luchas Olímpicas;Nº medio de licencias;2015;48,3
Luchas Olímpicas;Nº medio de licencias;2014;50,1
Luchas Olímpicas;Nº medio de licencias;2013;52,2
Luchas Olímpicas;Nº medio de licencias;2012;68,8
Luchas Olímpicas;Nº medio de licencias;2011;79,2
Luchas Olímpicas;Nº medio de licencias;2010;82,2
Luchas Olímpicas;Nº medio de licencias;2009;62,6
Luchas Olímpicas;Nº medio de licencias;2008;67,9
Luchas Olímpicas;Nº medio de licencias;2007;67,1
Montaña y Escalada;Nº de clubs;2024;2.994
Montaña y Escalada;Nº de clubs;2023;2.949
Montaña y Escalada;Nº de clubs;2022;2.976
Montaña y Escalada;Nº de clubs;2021;2.950
Montaña y Escalada;Nº de clubs;2020;2.909
Montaña y Escalada;Nº de clubs;2019;2.845
Montaña y Escalada;Nº de clubs;2018;2.807
Montaña y Escalada;Nº de clubs;2017;2.748
Montaña y Escalada;Nº de clubs;2016;2.631
Montaña y Escalada;Nº de clubs;2015;2.475
Montaña y Escalada;Nº de clubs;2014;2.263
Montaña y Escalada;Nº de clubs;2013;2.083
Montaña y Escalada;Nº de clubs;2012;1.949
Montaña y Escalada;Nº de clubs;2011;1.801
Montaña y Escalada;Nº de clubs;2010;1.659
Montaña y Escalada;Nº de clubs;2009;1.565
Montaña y Escalada;Nº de clubs;2008;1.488
Montaña y Escalada;Nº de clubs;2007;1.423
Montaña y Escalada;Nº medio de licencias;2024;95,9
Montaña y Escalada;Nº medio de licencias;2023;97,5
Montaña y Escalada;Nº medio de licencias;2022;97,3
Montaña y Escalada;Nº medio de licencias;2021;92,7
Montaña y Escalada;Nº medio de licencias;2020;85,6
Montaña y Escalada;Nº medio de licencias;2019;87,3
Montaña y Escalada;Nº medio de licencias;2018;83,1
Montaña y Escalada;Nº medio de licencias;2017;86,5
Montaña y Escalada;Nº medio de licencias;2016;84,6
Montaña y Escalada;Nº medio de licencias;2015;82,4
Montaña y Escalada;Nº medio de licencias;2014;83,2
Montaña y Escalada;Nº medio de licencias;2013;81,2
Montaña y Escalada;Nº medio de licencias;2012;80,0
Montaña y Escalada;Nº medio de licencias;2011;82,5
Montaña y Escalada;Nº medio de licencias;2010;84,0
Montaña y Escalada;Nº medio de licencias;2009;80,3
Montaña y Escalada;Nº medio de licencias;2008;77,3
Montaña y Escalada;Nº medio de licencias;2007;77,0
Motociclismo;Nº de clubs;2024;1.244
Motociclismo;Nº de clubs;2023;1.163
Motociclismo;Nº de clubs;2022;1.068
Motociclismo;Nº de clubs;2021;1.028
Motociclismo;Nº de clubs;2020;819
Motociclismo;Nº de clubs;2019;771
Motociclismo;Nº de clubs;2018;872
Motociclismo;Nº de clubs;2017;877
Motociclismo;Nº de clubs;2016;883
Motociclismo;Nº de clubs;2015;894
Motociclismo;Nº de clubs;2014;830
Motociclismo;Nº de clubs;2013;946
Motociclismo;Nº de clubs;2012;386
Motociclismo;Nº de clubs;2011;390
Motociclismo;Nº de clubs;2010;347
Motociclismo;Nº de clubs;2009;360
Motociclismo;Nº de clubs;2008;456
Motociclismo;Nº de clubs;2007;454
Motociclismo;Nº medio de licencias;2024;13,4
Motociclismo;Nº medio de licencias;2023;15,0
Motociclismo;Nº medio de licencias;2022;18,0
Motociclismo;Nº medio de licencias;2021;13,1
Motociclismo;Nº medio de licencias;2020;15,2
Motociclismo;Nº medio de licencias;2019;19,4
Motociclismo;Nº medio de licencias;2018;16,8
Motociclismo;Nº medio de licencias;2017;17,5
Motociclismo;Nº medio de licencias;2016;18,6
Motociclismo;Nº medio de licencias;2015;22,3
Motociclismo;Nº medio de licencias;2014;17,1
Motociclismo;Nº medio de licencias;2013;18,8
Motociclismo;Nº medio de licencias;2012;36,8
Motociclismo;Nº medio de licencias;2011;39,2
Motociclismo;Nº medio de licencias;2010;52,6
Motociclismo;Nº medio de licencias;2009;48,3
Motociclismo;Nº medio de licencias;2008;44,1
Motociclismo;Nº medio de licencias;2007;39,8
Motonáutica;Nº de clubs;2024;233
Motonáutica;Nº de clubs;2023;233
Motonáutica;Nº de clubs;2022;230
Motonáutica;Nº de clubs;2021;230
Motonáutica;Nº de clubs;2020;222
Motonáutica;Nº de clubs;2019;221
Motonáutica;Nº de clubs;2018;217
Motonáutica;Nº de clubs;2017;209
Motonáutica;Nº de clubs;2016;207
Motonáutica;Nº de clubs;2015;218
Motonáutica;Nº de clubs;2014;214
Motonáutica;Nº de clubs;2013;208
Motonáutica;Nº de clubs;2012;203
Motonáutica;Nº de clubs;2011;202
Motonáutica;Nº de clubs;2010;194
Motonáutica;Nº de clubs;2009;190
Motonáutica;Nº de clubs;2008;190
Motonáutica;Nº de clubs;2007;190
Motonáutica;Nº medio de licencias;2024;1,9
Motonáutica;Nº medio de licencias;2023;1,8
Motonáutica;Nº medio de licencias;2022;1,8
Motonáutica;Nº medio de licencias;2021;2,2
Motonáutica;Nº medio de licencias;2020;1,8
Motonáutica;Nº medio de licencias;2019;2,1
Motonáutica;Nº medio de licencias;2018;2,1
Motonáutica;Nº medio de licencias;2017;1,6
Motonáutica;Nº medio de licencias;2016;1,8
Motonáutica;Nº medio de licencias;2015;2,6
Motonáutica;Nº medio de licencias;2014;2,4
Motonáutica;Nº medio de licencias;2013;2,4
Motonáutica;Nº medio de licencias;2012;2,5
Motonáutica;Nº medio de licencias;2011;4,0
Motonáutica;Nº medio de licencias;2010;5,1
Motonáutica;Nº medio de licencias;2009;5,5
Motonáutica;Nº medio de licencias;2008;7,2
Motonáutica;Nº medio de licencias;2007;5,1
Natación;Nº de clubs;2024;800
Natación;Nº de clubs;2023;790
Natación;Nº de clubs;2022;781
Natación;Nº de clubs;2021;792
Natación;Nº de clubs;2020;862
Natación;Nº de clubs;2019;846
Natación;Nº de clubs;2018;853
Natación;Nº de clubs;2017;794
Natación;Nº de clubs;2016;792
Natación;Nº de clubs;2015;770
Natación;Nº de clubs;2014;754
Natación;Nº de clubs;2013;723
Natación;Nº de clubs;2012;722
Natación;Nº de clubs;2011;731
Natación;Nº de clubs;2010;787
Natación;Nº de clubs;2009;732
Natación;Nº de clubs;2008;763
Natación;Nº de clubs;2007;624
Natación;Nº medio de licencias;2024;87,7
Natación;Nº medio de licencias;2023;88,3
Natación;Nº medio de licencias;2022;85,5
Natación;Nº medio de licencias;2021;75,2
Natación;Nº medio de licencias;2020;78,2
Natación;Nº medio de licencias;2019;82,1
Natación;Nº medio de licencias;2018;79,6
Natación;Nº medio de licencias;2017;80,8
Natación;Nº medio de licencias;2016;79,8
Natación;Nº medio de licencias;2015;82,7
Natación;Nº medio de licencias;2014;78,4
Natación;Nº medio de licencias;2013;84,7
Natación;Nº medio de licencias;2012;82,9
Natación;Nº medio de licencias;2011;75,5
Natación;Nº medio de licencias;2010;72,1
Natación;Nº medio de licencias;2009;74,8
Natación;Nº medio de licencias;2008;67,3
Natación;Nº medio de licencias;2007;73,2
Orientación;Nº de clubs;2024;163
Orientación;Nº de clubs;2023;160
Orientación;Nº de clubs;2022;165
Orientación;Nº de clubs;2021;171
Orientación;Nº de clubs;2020;170
Orientación;Nº de clubs;2019;172
Orientación;Nº de clubs;2018;174
Orientación;Nº de clubs;2017;195
Orientación;Nº de clubs;2016;187
Orientación;Nº de clubs;2015;175
Orientación;Nº de clubs;2014;159
Orientación;Nº de clubs;2013;148
Orientación;Nº de clubs;2012;144
Orientación;Nº de clubs;2011;130
Orientación;Nº de clubs;2010;129
Orientación;Nº de clubs;2009;128
Orientación;Nº de clubs;2008;124
Orientación;Nº de clubs;2007;117
Orientación;Nº medio de licencias;2024;34,7
Orientación;Nº medio de licencias;2023;34,1
Orientación;Nº medio de licencias;2022;33,2
Orientación;Nº medio de licencias;2021;30,0
Orientación;Nº medio de licencias;2020;59,2
Orientación;Nº medio de licencias;2019;114,0
Orientación;Nº medio de licencias;2018;109,3
Orientación;Nº medio de licencias;2017;94,9
Orientación;Nº medio de licencias;2016;78,9
Orientación;Nº medio de licencias;2015;84,6
Orientación;Nº medio de licencias;2014;111,6
Orientación;Nº medio de licencias;2013;127,9
Orientación;Nº medio de licencias;2012;131,0
Orientación;Nº medio de licencias;2011;141,0
Orientación;Nº medio de licencias;2010;108,6
Orientación;Nº medio de licencias;2009;114,0
Orientación;Nº medio de licencias;2008;83,4
Orientación;Nº medio de licencias;2007;87,3
Pádel;Nº de clubs;2024;1.326
Pádel;Nº de clubs;2023;1.267
Pádel;Nº de clubs;2022;1.249
Pádel;Nº de clubs;2021;1.286
Pádel;Nº de clubs;2020;1.119
Pádel;Nº de clubs;2019;1.258
Pádel;Nº de clubs;2018;1.162
Pádel;Nº de clubs;2017;1.158
Pádel;Nº de clubs;2016;1.131
Pádel;Nº de clubs;2015;1.022
Pádel;Nº de clubs;2014;1.062
Pádel;Nº de clubs;2013;788
Pádel;Nº de clubs;2012;593
Pádel;Nº de clubs;2011;508
Pádel;Nº de clubs;2010;437
Pádel;Nº de clubs;2009;336
Pádel;Nº de clubs;2008;300
Pádel;Nº de clubs;2007;285
Pádel;Nº medio de licencias;2024;82,2
Pádel;Nº medio de licencias;2023;80,0
Pádel;Nº medio de licencias;2022;77,3
Pádel;Nº medio de licencias;2021;75,1
Pádel;Nº medio de licencias;2020;67,5
Pádel;Nº medio de licencias;2019;60,3
Pádel;Nº medio de licencias;2018;62,2
Pádel;Nº medio de licencias;2017;59,4
Pádel;Nº medio de licencias;2016;51,6
Pádel;Nº medio de licencias;2015;55,1
Pádel;Nº medio de licencias;2014;46,6
Pádel;Nº medio de licencias;2013;55,0
Pádel;Nº medio de licencias;2012;66,9
Pádel;Nº medio de licencias;2011;68,5
Pádel;Nº medio de licencias;2010;72,1
Pádel;Nº medio de licencias;2009;79,5
Pádel;Nº medio de licencias;2008;77,9
Pádel;Nº medio de licencias;2007;71,4
Patinaje;Nº de clubs;2024;1.443
Patinaje;Nº de clubs;2023;1.461
Patinaje;Nº de clubs;2022;1.385
Patinaje;Nº de clubs;2021;1.418
Patinaje;Nº de clubs;2020;1.495
Patinaje;Nº de clubs;2019;1.465
Patinaje;Nº de clubs;2018;1.381
Patinaje;Nº de clubs;2017;1.196
Patinaje;Nº de clubs;2016;1.402
Patinaje;Nº de clubs;2015;1.067
Patinaje;Nº de clubs;2014;1.046
Patinaje;Nº de clubs;2013;966
Patinaje;Nº de clubs;2012;967
Patinaje;Nº de clubs;2011;842
Patinaje;Nº de clubs;2010;795
Patinaje;Nº de clubs;2009;702
Patinaje;Nº de clubs;2008;741
Patinaje;Nº de clubs;2007;584
Patinaje;Nº medio de licencias;2024;53,5
Patinaje;Nº medio de licencias;2023;51,4
Patinaje;Nº medio de licencias;2022;51,4
Patinaje;Nº medio de licencias;2021;46,6
Patinaje;Nº medio de licencias;2020;43,6
Patinaje;Nº medio de licencias;2019;44,9
Patinaje;Nº medio de licencias;2018;46,9
Patinaje;Nº medio de licencias;2017;50,5
Patinaje;Nº medio de licencias;2016;41,4
Patinaje;Nº medio de licencias;2015;47,6
Patinaje;Nº medio de licencias;2014;45,4
Patinaje;Nº medio de licencias;2013;46,8
Patinaje;Nº medio de licencias;2012;41,5
Patinaje;Nº medio de licencias;2011;50,2
Patinaje;Nº medio de licencias;2010;50,4
Patinaje;Nº medio de licencias;2009;51,5
Patinaje;Nº medio de licencias;2008;49,0
Patinaje;Nº medio de licencias;2007;52,8
Pelota;Nº de clubs;2024;314
Pelota;Nº de clubs;2023;326
Pelota;Nº de clubs;2022;573
Pelota;Nº de clubs;2021;489
Pelota;Nº de clubs;2020;586
Pelota;Nº de clubs;2019;583
Pelota;Nº de clubs;2018;534
Pelota;Nº de clubs;2017;529
Pelota;Nº de clubs;2016;575
Pelota;Nº de clubs;2015;684
Pelota;Nº de clubs;2014;695
Pelota;Nº de clubs;2013;447
Pelota;Nº de clubs;2012;606
Pelota;Nº de clubs;2011;495
Pelota;Nº de clubs;2010;514
Pelota;Nº de clubs;2009;550
Pelota;Nº de clubs;2008;518
Pelota;Nº de clubs;2007;579
Pelota;Nº medio de licencias;2024;30,9
Pelota;Nº medio de licencias;2023;30,5
Pelota;Nº medio de licencias;2022;21,9
Pelota;Nº medio de licencias;2021;26,9
Pelota;Nº medio de licencias;2020;20,0
Pelota;Nº medio de licencias;2019;22,6
Pelota;Nº medio de licencias;2018;25,3
Pelota;Nº medio de licencias;2017;25,7
Pelota;Nº medio de licencias;2016;24,1
Pelota;Nº medio de licencias;2015;22,6
Pelota;Nº medio de licencias;2014;22,3
Pelota;Nº medio de licencias;2013;27,4
Pelota;Nº medio de licencias;2012;24,9
Pelota;Nº medio de licencias;2011;30,7
Pelota;Nº medio de licencias;2010;34,3
Pelota;Nº medio de licencias;2009;36,4
Pelota;Nº medio de licencias;2008;36,2
Pelota;Nº medio de licencias;2007;37,1
Pentatlón Moderno;Nº de clubs;2024;31
Pentatlón Moderno;Nº de clubs;2023;28
Pentatlón Moderno;Nº de clubs;2022;22
Pentatlón Moderno;Nº de clubs;2021;20
Pentatlón Moderno;Nº de clubs;2020;20
Pentatlón Moderno;Nº de clubs;2019;21
Pentatlón Moderno;Nº de clubs;2018;18
Pentatlón Moderno;Nº de clubs;2017;18
Pentatlón Moderno;Nº de clubs;2016;18
Pentatlón Moderno;Nº de clubs;2015;17
Pentatlón Moderno;Nº de clubs;2014;18
Pentatlón Moderno;Nº de clubs;2013;15
Pentatlón Moderno;Nº de clubs;2012;16
Pentatlón Moderno;Nº de clubs;2011;14
Pentatlón Moderno;Nº de clubs;2010;13
Pentatlón Moderno;Nº de clubs;2009;16
Pentatlón Moderno;Nº de clubs;2008;17
Pentatlón Moderno;Nº de clubs;2007;17
Pentatlón Moderno;Nº medio de licencias;2024;19,2
Pentatlón Moderno;Nº medio de licencias;2023;19,8
Pentatlón Moderno;Nº medio de licencias;2022;19,7
Pentatlón Moderno;Nº medio de licencias;2021;20,4
Pentatlón Moderno;Nº medio de licencias;2020;22,1
Pentatlón Moderno;Nº medio de licencias;2019;24,7
Pentatlón Moderno;Nº medio de licencias;2018;29,9
Pentatlón Moderno;Nº medio de licencias;2017;28,3
Pentatlón Moderno;Nº medio de licencias;2016;24,8
Pentatlón Moderno;Nº medio de licencias;2015;23,6
Pentatlón Moderno;Nº medio de licencias;2014;18,7
Pentatlón Moderno;Nº medio de licencias;2013;10,9
Pentatlón Moderno;Nº medio de licencias;2012;13,3
Pentatlón Moderno;Nº medio de licencias;2011;21,6
Pentatlón Moderno;Nº medio de licencias;2010;15,0
Pentatlón Moderno;Nº medio de licencias;2009;22,8
Pentatlón Moderno;Nº medio de licencias;2008;23,0
Pentatlón Moderno;Nº medio de licencias;2007;17,1
Pesca y Casting;Nº de clubs;2024;1.231
Pesca y Casting;Nº de clubs;2023;1.224
Pesca y Casting;Nº de clubs;2022;1.251
Pesca y Casting;Nº de clubs;2021;1.243
Pesca y Casting;Nº de clubs;2020;1.251
Pesca y Casting;Nº de clubs;2019;1.279
Pesca y Casting;Nº de clubs;2018;1.253
Pesca y Casting;Nº de clubs;2017;1.329
Pesca y Casting;Nº de clubs;2016;1.369
Pesca y Casting;Nº de clubs;2015;1.341
Pesca y Casting;Nº de clubs;2014;1.311
Pesca y Casting;Nº de clubs;2013;1.354
Pesca y Casting;Nº de clubs;2012;1.721
Pesca y Casting;Nº de clubs;2011;1.486
Pesca y Casting;Nº de clubs;2010;1.767
Pesca y Casting;Nº de clubs;2009;1.715
Pesca y Casting;Nº de clubs;2008;1.729
Pesca y Casting;Nº de clubs;2007;1.740
Pesca y Casting;Nº medio de licencias;2024;43,4
Pesca y Casting;Nº medio de licencias;2023;42,4
Pesca y Casting;Nº medio de licencias;2022;42,8
Pesca y Casting;Nº medio de licencias;2021;45,3
Pesca y Casting;Nº medio de licencias;2020;41,3
Pesca y Casting;Nº medio de licencias;2019;41,7
Pesca y Casting;Nº medio de licencias;2018;41,8
Pesca y Casting;Nº medio de licencias;2017;39,5
Pesca y Casting;Nº medio de licencias;2016;40,2
Pesca y Casting;Nº medio de licencias;2015;41,2
Pesca y Casting;Nº medio de licencias;2014;42,0
Pesca y Casting;Nº medio de licencias;2013;42,0
Pesca y Casting;Nº medio de licencias;2012;35,6
Pesca y Casting;Nº medio de licencias;2011;45,9
Pesca y Casting;Nº medio de licencias;2010;42,2
Pesca y Casting;Nº medio de licencias;2009;47,8
Pesca y Casting;Nº medio de licencias;2008;47,0
Pesca y Casting;Nº medio de licencias;2007;45,9
Petanca;Nº de clubs;2024;550
Petanca;Nº de clubs;2023;582
Petanca;Nº de clubs;2022;574
Petanca;Nº de clubs;2021;599
Petanca;Nº de clubs;2020;591
Petanca;Nº de clubs;2019;673
Petanca;Nº de clubs;2018;636
Petanca;Nº de clubs;2017;715
Petanca;Nº de clubs;2016;685
Petanca;Nº de clubs;2015;1.014
Petanca;Nº de clubs;2014;920
Petanca;Nº de clubs;2013;950
Petanca;Nº de clubs;2012;954
Petanca;Nº de clubs;2011;1.109
