Número de asalariados;Indicador;Actividad económica;periodo;Total
De 10 a 49 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2015;31,0
De 10 a 49 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2014;28,0
De 10 a 49 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2013;22,0
De 10 a 49 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2012;26,0
De 10 a 49 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2011;31,0
De 10 a 49 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2010;36,0
De 10 a 49 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2009;35,0
De 10 a 49 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2008;35,0
De 10 a 49 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2024;121,0
De 10 a 49 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2023;122,0
De 10 a 49 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2022;118,0
De 10 a 49 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2021;108,0
De 10 a 49 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2020;131,0
De 10 a 49 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2019;133,0
De 10 a 49 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2018;149,0
De 10 a 49 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2017;160,0
De 10 a 49 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2016;162,0
De 10 a 49 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2015;144,0
De 10 a 49 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2014;143,0
De 10 a 49 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2013;147,0
De 10 a 49 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2012;162,0
De 10 a 49 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2011;172,0
De 10 a 49 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2010;165,0
De 10 a 49 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2009;197,0
De 10 a 49 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2008;199,0
De 10 a 49 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2024;290,0
De 10 a 49 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2023;260,0
De 10 a 49 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2022;240,0
De 10 a 49 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2021;190,0
De 10 a 49 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2020;256,0
De 10 a 49 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2019;247,0
De 10 a 49 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2018;..
De 10 a 49 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2017;..
De 10 a 49 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2016;..
De 10 a 49 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2015;..
De 10 a 49 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2014;..
De 10 a 49 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2013;..
De 10 a 49 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2012;..
De 10 a 49 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2011;..
De 10 a 49 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2010;..
De 10 a 49 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2009;..
De 10 a 49 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2008;..
De 10 a 49 asalariados;porcentaje;TOTAL;2024;7,2
De 10 a 49 asalariados;porcentaje;TOTAL;2023;7,2
De 10 a 49 asalariados;porcentaje;TOTAL;2022;6,4
De 10 a 49 asalariados;porcentaje;TOTAL;2021;6,0
De 10 a 49 asalariados;porcentaje;TOTAL;2020;7,0
De 10 a 49 asalariados;porcentaje;TOTAL;2019;7,1
De 10 a 49 asalariados;porcentaje;TOTAL;2018;7,4
De 10 a 49 asalariados;porcentaje;TOTAL;2017;7,3
De 10 a 49 asalariados;porcentaje;TOTAL;2016;7,4
De 10 a 49 asalariados;porcentaje;TOTAL;2015;7,2
De 10 a 49 asalariados;porcentaje;TOTAL;2014;7,1
De 10 a 49 asalariados;porcentaje;TOTAL;2013;7,7
De 10 a 49 asalariados;porcentaje;TOTAL;2012;7,9
De 10 a 49 asalariados;porcentaje;TOTAL;2011;7,9
De 10 a 49 asalariados;porcentaje;TOTAL;2010;7,9
De 10 a 49 asalariados;porcentaje;TOTAL;2009;8,7
De 10 a 49 asalariados;porcentaje;TOTAL;2008;8,4
De 10 a 49 asalariados;porcentaje;931 Actividades deportivas;2024;7,7
De 10 a 49 asalariados;porcentaje;931 Actividades deportivas;2023;7,8
De 10 a 49 asalariados;porcentaje;931 Actividades deportivas;2022;6,8
De 10 a 49 asalariados;porcentaje;931 Actividades deportivas;2021;6,5
De 10 a 49 asalariados;porcentaje;931 Actividades deportivas;2020;7,6
De 10 a 49 asalariados;porcentaje;931 Actividades deportivas;2019;7,7
De 10 a 49 asalariados;porcentaje;931 Actividades deportivas;2018;8,3
De 10 a 49 asalariados;porcentaje;931 Actividades deportivas;2017;8,4
De 10 a 49 asalariados;porcentaje;931 Actividades deportivas;2016;8,6
De 10 a 49 asalariados;porcentaje;931 Actividades deportivas;2015;8,6
De 10 a 49 asalariados;porcentaje;931 Actividades deportivas;2014;8,7
De 10 a 49 asalariados;porcentaje;931 Actividades deportivas;2013;9,8
De 10 a 49 asalariados;porcentaje;931 Actividades deportivas;2012;10,3
De 10 a 49 asalariados;porcentaje;931 Actividades deportivas;2011;10,4
De 10 a 49 asalariados;porcentaje;931 Actividades deportivas;2010;10,4
De 10 a 49 asalariados;porcentaje;931 Actividades deportivas;2009;11,7
De 10 a 49 asalariados;porcentaje;931 Actividades deportivas;2008;11,3
De 10 a 49 asalariados;porcentaje;323 Fabricación de artículos de deporte;2024;16,9
De 10 a 49 asalariados;porcentaje;323 Fabricación de artículos de deporte;2023;13,5
De 10 a 49 asalariados;porcentaje;323 Fabricación de artículos de deporte;2022;14,2
De 10 a 49 asalariados;porcentaje;323 Fabricación de artículos de deporte;2021;13,4
De 10 a 49 asalariados;porcentaje;323 Fabricación de artículos de deporte;2020;14,0
De 10 a 49 asalariados;porcentaje;323 Fabricación de artículos de deporte;2019;13,9
De 10 a 49 asalariados;porcentaje;323 Fabricación de artículos de deporte;2018;15,3
De 10 a 49 asalariados;porcentaje;323 Fabricación de artículos de deporte;2017;16,6
De 10 a 49 asalariados;porcentaje;323 Fabricación de artículos de deporte;2016;16,8
De 10 a 49 asalariados;porcentaje;323 Fabricación de artículos de deporte;2015;15,2
De 10 a 49 asalariados;porcentaje;323 Fabricación de artículos de deporte;2014;15,8
De 10 a 49 asalariados;porcentaje;323 Fabricación de artículos de deporte;2013;12,6
De 10 a 49 asalariados;porcentaje;323 Fabricación de artículos de deporte;2012;14,9
De 10 a 49 asalariados;porcentaje;323 Fabricación de artículos de deporte;2011;17,7
De 10 a 49 asalariados;porcentaje;323 Fabricación de artículos de deporte;2010;19,1
De 10 a 49 asalariados;porcentaje;323 Fabricación de artículos de deporte;2009;18,1
De 10 a 49 asalariados;porcentaje;323 Fabricación de artículos de deporte;2008;17,8
De 10 a 49 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2024;2,8
De 10 a 49 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2023;2,7
De 10 a 49 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2022;2,3
De 10 a 49 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2021;2,1
De 10 a 49 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2020;2,4
De 10 a 49 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2019;2,3
De 10 a 49 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2018;2,5
De 10 a 49 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2017;2,5
De 10 a 49 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2016;2,4
De 10 a 49 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2015;2,1
De 10 a 49 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2014;2,0
De 10 a 49 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2013;2,0
De 10 a 49 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2012;2,1
De 10 a 49 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2011;2,2
De 10 a 49 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2010;2,1
De 10 a 49 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2009;2,6
De 10 a 49 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2008;2,6
De 10 a 49 asalariados;porcentaje;8551 Educación deportiva y recreativa;2024;7,2
De 10 a 49 asalariados;porcentaje;8551 Educación deportiva y recreativa;2023;6,9
De 10 a 49 asalariados;porcentaje;8551 Educación deportiva y recreativa;2022;6,9
De 10 a 49 asalariados;porcentaje;8551 Educación deportiva y recreativa;2021;6,4
De 10 a 49 asalariados;porcentaje;8551 Educación deportiva y recreativa;2020;8,3
De 10 a 49 asalariados;porcentaje;8551 Educación deportiva y recreativa;2019;9,4
De 10 a 49 asalariados;porcentaje;8551 Educación deportiva y recreativa;2018;..
De 10 a 49 asalariados;porcentaje;8551 Educación deportiva y recreativa;2017;..
De 10 a 49 asalariados;porcentaje;8551 Educación deportiva y recreativa;2016;..
De 10 a 49 asalariados;porcentaje;8551 Educación deportiva y recreativa;2015;..
De 10 a 49 asalariados;porcentaje;8551 Educación deportiva y recreativa;2014;..
De 10 a 49 asalariados;porcentaje;8551 Educación deportiva y recreativa;2013;..
De 10 a 49 asalariados;porcentaje;8551 Educación deportiva y recreativa;2012;..
De 10 a 49 asalariados;porcentaje;8551 Educación deportiva y recreativa;2011;..
De 10 a 49 asalariados;porcentaje;8551 Educación deportiva y recreativa;2010;..
De 10 a 49 asalariados;porcentaje;8551 Educación deportiva y recreativa;2009;..
De 10 a 49 asalariados;porcentaje;8551 Educación deportiva y recreativa;2008;..
De 50 a 99 asalariados;valores absolutos;TOTAL;2024;242,0
De 50 a 99 asalariados;valores absolutos;TOTAL;2023;222,0
De 50 a 99 asalariados;valores absolutos;TOTAL;2022;205,0
De 50 a 99 asalariados;valores absolutos;TOTAL;2021;187,0
De 50 a 99 asalariados;valores absolutos;TOTAL;2020;224,0
De 50 a 99 asalariados;valores absolutos;TOTAL;2019;214,0
De 50 a 99 asalariados;valores absolutos;TOTAL;2018;180,0
De 50 a 99 asalariados;valores absolutos;TOTAL;2017;176,0
De 50 a 99 asalariados;valores absolutos;TOTAL;2016;180,0
De 50 a 99 asalariados;valores absolutos;TOTAL;2015;169,0
De 50 a 99 asalariados;valores absolutos;TOTAL;2014;164,0
De 50 a 99 asalariados;valores absolutos;TOTAL;2013;190,0
De 50 a 99 asalariados;valores absolutos;TOTAL;2012;195,0
De 50 a 99 asalariados;valores absolutos;TOTAL;2011;187,0
De 50 a 99 asalariados;valores absolutos;TOTAL;2010;163,0
De 50 a 99 asalariados;valores absolutos;TOTAL;2009;183,0
De 50 a 99 asalariados;valores absolutos;TOTAL;2008;179,0
De 50 a 99 asalariados;valores absolutos;931 Actividades deportivas;2024;205,0
De 50 a 99 asalariados;valores absolutos;931 Actividades deportivas;2023;183,0
De 50 a 99 asalariados;valores absolutos;931 Actividades deportivas;2022;173,0
De 50 a 99 asalariados;valores absolutos;931 Actividades deportivas;2021;159,0
De 50 a 99 asalariados;valores absolutos;931 Actividades deportivas;2020;189,0
De 50 a 99 asalariados;valores absolutos;931 Actividades deportivas;2019;176,0
De 50 a 99 asalariados;valores absolutos;931 Actividades deportivas;2018;161,0
De 50 a 99 asalariados;valores absolutos;931 Actividades deportivas;2017;159,0
De 50 a 99 asalariados;valores absolutos;931 Actividades deportivas;2016;163,0
De 50 a 99 asalariados;valores absolutos;931 Actividades deportivas;2015;153,0
De 50 a 99 asalariados;valores absolutos;931 Actividades deportivas;2014;141,0
De 50 a 99 asalariados;valores absolutos;931 Actividades deportivas;2013;164,0
De 50 a 99 asalariados;valores absolutos;931 Actividades deportivas;2012;179,0
De 50 a 99 asalariados;valores absolutos;931 Actividades deportivas;2011;170,0
De 50 a 99 asalariados;valores absolutos;931 Actividades deportivas;2010;146,0
De 50 a 99 asalariados;valores absolutos;931 Actividades deportivas;2009;159,0
De 50 a 99 asalariados;valores absolutos;931 Actividades deportivas;2008;155,0
De 50 a 99 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2024;3,0
De 50 a 99 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2023;6,0
De 50 a 99 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2022;4,0
De 50 a 99 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2021;4,0
De 50 a 99 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2020;1,0
De 50 a 99 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2019;0,0
De 50 a 99 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2018;3,0
De 50 a 99 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2017;4,0
De 50 a 99 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2016;2,0
De 50 a 99 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2015;3,0
De 50 a 99 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2014;3,0
De 50 a 99 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2013;3,0
De 50 a 99 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2012;1,0
De 50 a 99 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2011;1,0
De 50 a 99 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2010;2,0
De 50 a 99 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2009;4,0
De 50 a 99 asalariados;valores absolutos;323 Fabricación de artículos de deporte;2008;6,0
De 50 a 99 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2024;12,0
De 50 a 99 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2023;12,0
De 50 a 99 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2022;15,0
De 50 a 99 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2021;14,0
De 50 a 99 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2020;15,0
De 50 a 99 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2019;15,0
De 50 a 99 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2018;16,0
De 50 a 99 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2017;13,0
De 50 a 99 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2016;15,0
De 50 a 99 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2015;13,0
De 50 a 99 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2014;20,0
De 50 a 99 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2013;23,0
De 50 a 99 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2012;15,0
De 50 a 99 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2011;16,0
De 50 a 99 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2010;15,0
De 50 a 99 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2009;20,0
De 50 a 99 asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2008;18,0
De 50 a 99 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2024;22,0
De 50 a 99 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2023;21,0
De 50 a 99 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2022;13,0
De 50 a 99 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2021;10,0
De 50 a 99 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2020;19,0
De 50 a 99 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2019;23,0
De 50 a 99 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2018;..
De 50 a 99 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2017;..
De 50 a 99 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2016;..
De 50 a 99 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2015;..
De 50 a 99 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2014;..
De 50 a 99 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2013;..
De 50 a 99 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2012;..
De 50 a 99 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2011;..
De 50 a 99 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2010;..
De 50 a 99 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2009;..
De 50 a 99 asalariados;valores absolutos;8551 Educación deportiva y recreativa;2008;..
De 50 a 99 asalariados;porcentaje;TOTAL;2024;0,6
De 50 a 99 asalariados;porcentaje;TOTAL;2023;0,5
De 50 a 99 asalariados;porcentaje;TOTAL;2022;0,5
De 50 a 99 asalariados;porcentaje;TOTAL;2021;0,5
De 50 a 99 asalariados;porcentaje;TOTAL;2020;0,5
De 50 a 99 asalariados;porcentaje;TOTAL;2019;0,5
De 50 a 99 asalariados;porcentaje;TOTAL;2018;0,5
De 50 a 99 asalariados;porcentaje;TOTAL;2017;0,5
De 50 a 99 asalariados;porcentaje;TOTAL;2016;0,5
De 50 a 99 asalariados;porcentaje;TOTAL;2015;0,5
De 50 a 99 asalariados;porcentaje;TOTAL;2014;0,6
De 50 a 99 asalariados;porcentaje;TOTAL;2013;0,7
De 50 a 99 asalariados;porcentaje;TOTAL;2012;0,7
De 50 a 99 asalariados;porcentaje;TOTAL;2011;0,8
De 50 a 99 asalariados;porcentaje;TOTAL;2010;0,7
De 50 a 99 asalariados;porcentaje;TOTAL;2009;0,8
De 50 a 99 asalariados;porcentaje;TOTAL;2008;0,8
De 50 a 99 asalariados;porcentaje;931 Actividades deportivas;2024;0,6
De 50 a 99 asalariados;porcentaje;931 Actividades deportivas;2023;0,6
De 50 a 99 asalariados;porcentaje;931 Actividades deportivas;2022;0,5
De 50 a 99 asalariados;porcentaje;931 Actividades deportivas;2021;0,5
De 50 a 99 asalariados;porcentaje;931 Actividades deportivas;2020;0,6
De 50 a 99 asalariados;porcentaje;931 Actividades deportivas;2019;0,6
De 50 a 99 asalariados;porcentaje;931 Actividades deportivas;2018;0,6
De 50 a 99 asalariados;porcentaje;931 Actividades deportivas;2017;0,6
De 50 a 99 asalariados;porcentaje;931 Actividades deportivas;2016;0,6
De 50 a 99 asalariados;porcentaje;931 Actividades deportivas;2015;0,6
De 50 a 99 asalariados;porcentaje;931 Actividades deportivas;2014;0,7
De 50 a 99 asalariados;porcentaje;931 Actividades deportivas;2013;0,9
De 50 a 99 asalariados;porcentaje;931 Actividades deportivas;2012;1,0
De 50 a 99 asalariados;porcentaje;931 Actividades deportivas;2011;1,0
De 50 a 99 asalariados;porcentaje;931 Actividades deportivas;2010;0,9
De 50 a 99 asalariados;porcentaje;931 Actividades deportivas;2009;1,0
De 50 a 99 asalariados;porcentaje;931 Actividades deportivas;2008;1,0
De 50 a 99 asalariados;porcentaje;323 Fabricación de artículos de deporte;2024;1,1
De 50 a 99 asalariados;porcentaje;323 Fabricación de artículos de deporte;2023;2,1
De 50 a 99 asalariados;porcentaje;323 Fabricación de artículos de deporte;2022;1,3
De 50 a 99 asalariados;porcentaje;323 Fabricación de artículos de deporte;2021;1,4
De 50 a 99 asalariados;porcentaje;323 Fabricación de artículos de deporte;2020;0,4
De 50 a 99 asalariados;porcentaje;323 Fabricación de artículos de deporte;2019;0,0
De 50 a 99 asalariados;porcentaje;323 Fabricación de artículos de deporte;2018;1,1
De 50 a 99 asalariados;porcentaje;323 Fabricación de artículos de deporte;2017;1,8
De 50 a 99 asalariados;porcentaje;323 Fabricación de artículos de deporte;2016;1,0
De 50 a 99 asalariados;porcentaje;323 Fabricación de artículos de deporte;2015;1,5
De 50 a 99 asalariados;porcentaje;323 Fabricación de artículos de deporte;2014;1,7
De 50 a 99 asalariados;porcentaje;323 Fabricación de artículos de deporte;2013;1,7
De 50 a 99 asalariados;porcentaje;323 Fabricación de artículos de deporte;2012;0,6
De 50 a 99 asalariados;porcentaje;323 Fabricación de artículos de deporte;2011;0,6
De 50 a 99 asalariados;porcentaje;323 Fabricación de artículos de deporte;2010;1,1
De 50 a 99 asalariados;porcentaje;323 Fabricación de artículos de deporte;2009;2,1
De 50 a 99 asalariados;porcentaje;323 Fabricación de artículos de deporte;2008;3,0
De 50 a 99 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2024;0,3
De 50 a 99 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2023;0,3
De 50 a 99 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2022;0,3
De 50 a 99 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2021;0,3
De 50 a 99 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2020;0,3
De 50 a 99 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2019;0,3
De 50 a 99 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2018;0,3
De 50 a 99 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2017;0,2
De 50 a 99 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2016;0,2
De 50 a 99 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2015;0,2
De 50 a 99 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2014;0,3
De 50 a 99 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2013;0,3
De 50 a 99 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2012;0,2
De 50 a 99 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2011;0,2
De 50 a 99 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2010;0,2
De 50 a 99 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2009;0,3
De 50 a 99 asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2008;0,2
De 50 a 99 asalariados;porcentaje;8551 Educación deportiva y recreativa;2024;0,5
De 50 a 99 asalariados;porcentaje;8551 Educación deportiva y recreativa;2023;0,6
De 50 a 99 asalariados;porcentaje;8551 Educación deportiva y recreativa;2022;0,4
De 50 a 99 asalariados;porcentaje;8551 Educación deportiva y recreativa;2021;0,3
De 50 a 99 asalariados;porcentaje;8551 Educación deportiva y recreativa;2020;0,6
De 50 a 99 asalariados;porcentaje;8551 Educación deportiva y recreativa;2019;0,9
De 50 a 99 asalariados;porcentaje;8551 Educación deportiva y recreativa;2018;..
De 50 a 99 asalariados;porcentaje;8551 Educación deportiva y recreativa;2017;..
De 50 a 99 asalariados;porcentaje;8551 Educación deportiva y recreativa;2016;..
De 50 a 99 asalariados;porcentaje;8551 Educación deportiva y recreativa;2015;..
De 50 a 99 asalariados;porcentaje;8551 Educación deportiva y recreativa;2014;..
De 50 a 99 asalariados;porcentaje;8551 Educación deportiva y recreativa;2013;..
De 50 a 99 asalariados;porcentaje;8551 Educación deportiva y recreativa;2012;..
De 50 a 99 asalariados;porcentaje;8551 Educación deportiva y recreativa;2011;..
De 50 a 99 asalariados;porcentaje;8551 Educación deportiva y recreativa;2010;..
De 50 a 99 asalariados;porcentaje;8551 Educación deportiva y recreativa;2009;..
De 50 a 99 asalariados;porcentaje;8551 Educación deportiva y recreativa;2008;..
De 100 y más asalariados;valores absolutos;TOTAL;2024;178,0
De 100 y más asalariados;valores absolutos;TOTAL;2023;166,0
De 100 y más asalariados;valores absolutos;TOTAL;2022;221,0
De 100 y más asalariados;valores absolutos;TOTAL;2021;252,0
De 100 y más asalariados;valores absolutos;TOTAL;2020;251,0
De 100 y más asalariados;valores absolutos;TOTAL;2019;230,0
De 100 y más asalariados;valores absolutos;TOTAL;2018;201,0
De 100 y más asalariados;valores absolutos;TOTAL;2017;201,0
De 100 y más asalariados;valores absolutos;TOTAL;2016;173,0
De 100 y más asalariados;valores absolutos;TOTAL;2015;156,0
De 100 y más asalariados;valores absolutos;TOTAL;2014;152,0
De 100 y más asalariados;valores absolutos;TOTAL;2013;149,0
De 100 y más asalariados;valores absolutos;TOTAL;2012;138,0
De 100 y más asalariados;valores absolutos;TOTAL;2011;151,0
De 100 y más asalariados;valores absolutos;TOTAL;2010;150,0
De 100 y más asalariados;valores absolutos;TOTAL;2009;147,0
De 100 y más asalariados;valores absolutos;TOTAL;2008;175,0
De 100 y más asalariados;valores absolutos;931 Actividades deportivas;2024;143,0
De 100 y más asalariados;valores absolutos;931 Actividades deportivas;2023;135,0
De 100 y más asalariados;valores absolutos;931 Actividades deportivas;2022;189,0
De 100 y más asalariados;valores absolutos;931 Actividades deportivas;2021;224,0
De 100 y más asalariados;valores absolutos;931 Actividades deportivas;2020;222,0
De 100 y más asalariados;valores absolutos;931 Actividades deportivas;2019;205,0
De 100 y más asalariados;valores absolutos;931 Actividades deportivas;2018;184,0
De 100 y más asalariados;valores absolutos;931 Actividades deportivas;2017;182,0
De 100 y más asalariados;valores absolutos;931 Actividades deportivas;2016;152,0
De 100 y más asalariados;valores absolutos;931 Actividades deportivas;2015;138,0
De 100 y más asalariados;valores absolutos;931 Actividades deportivas;2014;138,0
De 100 y más asalariados;valores absolutos;931 Actividades deportivas;2013;138,0
De 100 y más asalariados;valores absolutos;931 Actividades deportivas;2012;121,0
De 100 y más asalariados;valores absolutos;931 Actividades deportivas;2011;136,0
De 100 y más asalariados;valores absolutos;931 Actividades deportivas;2010;135,0
De 100 y más asalariados;valores absolutos;931 Actividades deportivas;2009;133,0
De 100 y más asalariados;valores absolutos;931 Actividades deportivas;2008;157,0
De 100 y más asalariados;valores absolutos;323 Fabricación de artículos de deporte;2024;3,0
De 100 y más asalariados;valores absolutos;323 Fabricación de artículos de deporte;2023;2,0
De 100 y más asalariados;valores absolutos;323 Fabricación de artículos de deporte;2022;2,0
De 100 y más asalariados;valores absolutos;323 Fabricación de artículos de deporte;2021;2,0
De 100 y más asalariados;valores absolutos;323 Fabricación de artículos de deporte;2020;2,0
De 100 y más asalariados;valores absolutos;323 Fabricación de artículos de deporte;2019;2,0
De 100 y más asalariados;valores absolutos;323 Fabricación de artículos de deporte;2018;1,0
De 100 y más asalariados;valores absolutos;323 Fabricación de artículos de deporte;2017;1,0
De 100 y más asalariados;valores absolutos;323 Fabricación de artículos de deporte;2016;2,0
De 100 y más asalariados;valores absolutos;323 Fabricación de artículos de deporte;2015;1,0
De 100 y más asalariados;valores absolutos;323 Fabricación de artículos de deporte;2014;1,0
De 100 y más asalariados;valores absolutos;323 Fabricación de artículos de deporte;2013;2,0
De 100 y más asalariados;valores absolutos;323 Fabricación de artículos de deporte;2012;3,0
De 100 y más asalariados;valores absolutos;323 Fabricación de artículos de deporte;2011;3,0
De 100 y más asalariados;valores absolutos;323 Fabricación de artículos de deporte;2010;5,0
De 100 y más asalariados;valores absolutos;323 Fabricación de artículos de deporte;2009;5,0
De 100 y más asalariados;valores absolutos;323 Fabricación de artículos de deporte;2008;5,0
De 100 y más asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2024;23,0
De 100 y más asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2023;21,0
De 100 y más asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2022;18,0
De 100 y más asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2021;16,0
